Total Cycles,Elapsed Cycles,Step,PC:Cycle Start Time (s),PC:Frequency (Hz),"Position(8800 (0,1):Position):Maximum (mm)","Position(8800 (0,1):Position):Minimum (mm)","Load(8800 (0,1):Load):Maximum (kN)","Load(8800 (0,1):Load):Minimum (kN)","Strain(8800 (0,1):Axial Strain):Maximum (%)","Strain(8800 (0,1):Axial Strain):Minimum (%)","Strain(8800 (0,1):Axial Strain):Amplitude (%)",width,thickness
72,72,2,17.418,5,34.10191523,30.48339832,1.876077615,-1.620016247,1.508418029,-1.442038012,1.47522802,,
73,73,2,17.618,5,34.1014682,30.48292669,1.876239665,-1.619713008,1.508566482,-1.441020076,1.474793279,,
74,74,2,17.818,5,34.10185935,30.48571843,1.875443384,-1.619610004,1.508464968,-1.440102258,1.474283613,,
75,75,2,18.018,5,34.10148161,30.48854816,1.875892095,-1.617342234,1.508544223,-1.438483991,1.473514107,,
76,76,2,18.218,5,34.10190629,30.49062016,1.87849272,-1.6140664,1.509115497,-1.439153705,1.474134601,,
77,77,2,18.418,5,34.1016783,30.49403327,1.876752079,-1.616773568,1.508594142,-1.435000007,1.471797074,,
78,78,2,18.618,5,34.10188394,30.49583706,1.883604378,-1.617145352,1.510034339,-1.434937329,1.472485834,,
79,79,2,18.818,5,34.1021991,30.49944016,1.880343072,-1.607515849,1.509746002,-1.431642309,1.470694156,,
80,80,2,19.018,5,34.10153078,30.49986708,1.877963915,-1.621681266,1.509775525,-1.432953332,1.471364429,,
81,81,2,19.218,5,34.10156431,30.49938205,1.881800964,-1.614381559,1.509376267,-1.431699399,1.470537833,,
82,82,2,19.418,5,34.10190853,30.50232354,1.879857667,-1.618801057,1.510013664,-1.431336929,1.470675296,,
83,83,2,19.618,5,34.10169842,30.50289127,1.87956579,-1.612888277,1.509953314,-1.430011843,1.469982579,,
84,84,2,19.818,5,34.10160454,30.50635579,1.88205298,-1.628442667,1.509931149,-1.428605546,1.469268347,,
85,85,2,20.018,5,34.10230639,30.50624627,1.879606955,-1.621760055,1.511348063,-1.428008475,1.469678269,,
86,86,2,20.218,5,34.10124915,30.50738844,1.876585744,-1.608892716,1.510495158,-1.426952914,1.468724036,,
87,87,2,20.418,5,34.10131844,30.5077036,1.87944565,-1.624380611,1.510066098,-1.426931028,1.468498563,,
88,88,2,20.618,5,34.10109045,30.50891507,1.874629222,-1.634773239,1.510866756,-1.426293537,1.468580147,,
89,89,2,20.818,5,34.10157549,30.51028523,1.87158417,-1.628819667,1.512477012,-1.427016151,1.469746582,,
90,90,2,21.018,5,34.10091611,30.50942468,1.871965267,-1.622723415,1.511662757,-1.427067653,1.469365205,,
91,91,2,21.218,5,34.10033944,30.51001701,1.877773739,-1.618545502,1.510241372,-1.425063353,1.467652363,,
92,92,2,21.418,5,34.1000578,30.51184314,1.875406876,-1.611919887,1.5103644,-1.42502014,1.46769227,,
93,93,2,21.618,5,34.10009133,30.51342341,1.875181496,-1.625070907,1.510699397,-1.424769335,1.467734366,,
94,94,2,21.818,5,34.09975382,30.51327142,1.871511899,-1.618150249,1.512122551,-1.425354578,1.468738565,,
95,95,2,22.018,5,34.09894692,30.51288473,1.866796054,-1.621163823,1.511658194,-1.425744802,1.468701498,,
96,96,2,22.218,5,34.09924867,30.5136067,1.874152198,-1.612167247,1.509116894,-1.422530063,1.465823478,,
97,97,2,22.418,5,34.09937161,30.51420572,1.876620948,-1.618874073,1.509885887,-1.423101988,1.466493937,,
98,98,2,22.618,5,34.0989648,30.51491651,1.870784722,-1.629924402,1.510999003,-1.422993489,1.466996246,,
99,99,2,22.818,5,34.09924197,30.51590222,1.868148521,-1.624119841,1.511996822,-1.423525647,1.467761235,,
100,100,2,23.018,5,34.09950348,30.51592234,1.868516579,-1.6186703,1.511775633,-1.423732028,1.467753831,,
101,101,2,23.218,5,34.09946772,30.51706228,1.867332123,-1.630758122,1.510530921,-1.422880799,1.46670586,,
102,102,2,23.418,5,34.09901845,30.51704886,1.871825941,-1.634598337,1.51180171,-1.423380547,1.467591129,,
103,103,2,23.618,5,34.099689,30.51800775,1.869324408,-1.622019336,1.512113331,-1.421558135,1.466835733,,
104,104,2,23.818,5,34.09925091,30.51700193,1.86401587,-1.61745362,1.511734096,-1.423371885,1.467552991,,
105,105,2,24.018,5,34.09847754,30.51820668,1.863186061,-1.622669771,1.510938281,-1.422144682,1.466541481,,
106,106,2,24.218,5,34.09832778,30.51874313,1.873691753,-1.617082581,1.510676952,-1.422256347,1.46646665,,
107,107,2,24.418,5,34.09796792,30.51830727,1.86942406,-1.615285501,1.510372875,-1.42126989,1.465821383,,
108,108,2,24.618,5,34.0975097,30.51836538,1.866528206,-1.619609818,1.509888774,-1.421433151,1.465660962,,
109,109,2,24.818,5,34.09812214,30.51774847,1.863920502,-1.621107757,1.510027913,-1.422586408,1.466307161,,
110,110,2,25.018,5,34.09611719,30.51739085,1.865200512,-1.613773592,1.508683177,-1.422916003,1.46579959,,
111,111,2,25.218,5,34.09606802,30.51744673,1.864986494,-1.62279103,1.508549625,-1.423812494,1.46618106,,
112,112,2,25.418,5,34.09661116,30.51812175,1.865056157,-1.622223854,1.50895177,-1.422088523,1.465520146,,
113,113,2,25.618,5,34.09664469,30.5192371,1.864394173,-1.618603617,1.508905763,-1.422513765,1.465709764,,
114,114,2,25.818,5,34.09661116,30.51893088,1.86130777,-1.617475227,1.509935992,-1.423833449,1.46688472,,
115,115,2,26.018,5,34.09645917,30.52049327,1.860852167,-1.614600606,1.509530866,-1.422928296,1.466229581,,
116,116,2,26.218,5,34.096486,30.51948744,1.866653748,-1.617605612,1.509263577,-1.421971549,1.465617563,,
117,117,2,26.418,5,34.09344616,30.51966849,1.861905679,-1.621391065,1.508300496,-1.423260127,1.465780311,,
118,118,2,26.618,5,34.0941793,30.51954332,1.859760843,-1.620784588,1.507972577,-1.423270651,1.465621614,,
119,119,2,26.818,5,34.09491914,30.52130017,1.859277487,-1.61560718,1.50748177,-1.420875568,1.464178669,,
120,120,2,27.018,5,34.09636083,30.5213471,1.863878779,-1.614984684,1.50825244,-1.422631763,1.465442102,,
121,121,2,27.218,5,34.09648152,30.52140522,1.86174456,-1.615998708,1.508466924,-1.422026962,1.465246943,,
122,122,2,27.418,5,34.09543993,30.52130017,1.861795224,-1.627065055,1.507970715,-1.422853232,1.465411973,,
123,123,2,27.618,5,34.09452128,30.5207302,1.855349354,-1.611173712,1.507636743,-1.424697344,1.466167043,,
124,124,2,27.818,5,34.09400495,30.52067879,1.861109026,-1.620370895,1.507210476,-1.42310264,1.465156558,,
125,125,2,28.018,5,34.09457939,30.52111241,1.861947589,-1.612292789,1.508010669,-1.424134452,1.46607256,,
126,126,2,28.218,5,34.09539076,30.52304807,1.863780245,-1.617431641,1.507004468,-1.420649816,1.463827142,,
127,127,2,28.418,5,34.09453022,30.52270609,1.862475276,-1.616003551,1.508428181,-1.42130556,1.46486687,,
128,128,2,28.618,5,34.09579756,30.52341911,1.853222214,-1.617227495,1.508342685,-1.42242473,1.465383708,,
129,129,2,28.818,5,34.09525441,30.52194837,1.857824624,-1.616086625,1.507542958,-1.422757958,1.465150458,,
130,130,2,29.018,5,34.09473138,30.52411872,1.860915497,-1.611100323,1.507041162,-1.420133211,1.463587186,,
131,131,2,29.218,5,34.09551369,30.52234176,1.863412187,-1.616555639,1.508319588,-1.421364792,1.46484219,,
132,132,2,29.418,5,34.09493478,30.52380133,1.863159426,-1.61540024,1.507393109,-1.420365576,1.463879342,,
133,133,2,29.618,5,34.09427764,30.5236918,1.858019643,-1.608308777,1.50755758,-1.421312917,1.464435249,,
134,134,2,29.818,5,34.09505548,30.5227955,1.85773652,-1.609610952,1.507567452,-1.42269826,1.465132856,,
135,135,2,30.018,5,34.09473585,30.52355769,1.861898229,-1.605596021,1.507207869,-1.420421455,1.463814662,,
136,136,2,30.218,5,34.09481856,30.52546877,1.862750761,-1.616310515,1.507413598,-1.419936702,1.46367515,,
137,137,2,30.418,5,34.09445422,30.52553582,1.85690783,-1.613878272,1.508152975,-1.41985875,1.464005863,,
138,138,2,30.618,5,34.09459951,30.52619296,1.854873449,-1.605199277,1.508110041,-1.420736149,1.464423095,,
139,139,2,30.818,5,34.09526112,30.52644554,1.859650947,-1.609452441,1.507410338,-1.419063401,1.463236869,,
140,140,2,31.018,5,34.09548687,30.52850637,1.858870685,-1.606172882,1.507982729,-1.418331288,1.463157009,,
141,141,2,31.218,5,34.09485432,30.52880365,1.85636133,-1.605032384,1.508181846,-1.418562256,1.463372051,,
142,142,2,31.418,5,34.09505772,30.5294809,1.857917383,-1.607085764,1.507149009,-1.415639859,1.461394434,,
143,143,2,31.618,5,34.09409659,30.52961278,1.85325183,-1.597359031,1.507457277,-1.416419283,1.46193828,,
144,144,2,31.818,5,34.09330981,30.53100976,1.859260164,-1.604408957,1.506671986,-1.413840916,1.460256451,,
145,145,2,32.018,5,34.09458386,30.53090247,1.860548556,-1.605270058,1.507770853,-1.415500813,1.461635833,,
146,146,2,32.218,5,34.09254985,30.52996817,1.85867697,-1.597766578,1.507775696,-1.415457413,1.461616554,,
147,147,2,32.418,5,34.09490349,30.53073931,1.854819991,-1.604963094,1.507728571,-1.416405127,1.462066849,,
148,148,2,32.618,5,34.0926415,30.53190607,1.851086132,-1.601870544,1.506869333,-1.415583141,1.461226237,,
149,149,2,32.818,5,34.09364732,30.53133163,1.844898239,-1.592180692,1.507335273,-1.417130441,1.462232857,,
150,150,2,33.018,5,34.09290525,30.53160208,1.856639236,-1.594916545,1.506320784,-1.413866435,1.460093609,,
151,151,2,33.218,5,34.09411224,30.53164902,1.856977865,-1.606388949,1.507003536,-1.412619021,1.459811279,,
152,152,2,33.418,5,34.09257221,30.53183231,1.852506213,-1.599064469,1.506514033,-1.414653588,1.460583811,,
153,153,2,33.618,5,34.09202682,30.53052473,1.851152815,-1.596178673,1.506373497,-1.415354595,1.460864046,,
154,154,2,33.818,5,34.09293207,30.53219664,1.856681146,-1.592632197,1.506410843,-1.414764416,1.460587629,,
155,155,2,34.018,5,34.09302818,30.53146797,1.857684739,-1.59968473,1.506464114,-1.414977409,1.460720762,,
156,156,2,34.218,5,34.09119757,30.5315395,1.854566857,-1.59942843,1.506290702,-1.413993746,1.460142224,,
157,157,2,34.418,5,34.09257221,30.53184572,1.854745857,-1.60088744,1.50673308,-1.412913692,1.459823386,,
158,158,2,34.618,5,34.09359815,30.53210723,1.854157634,-1.587282121,1.506274124,-1.414960645,1.460617385,,
159,159,2,34.818,5,34.09213188,30.53310412,1.85357146,-1.607769541,1.505422803,-1.411986374,1.458704588,,
160,160,2,35.018,5,34.09246715,30.53292307,1.854619198,-1.591307856,1.50575575,-1.414143782,1.459949766,,
161,161,2,35.218,5,34.09149709,30.53209159,1.848132163,-1.605121605,1.505830815,-1.415509846,1.460670331,,
162,162,2,35.418,5,34.09181448,30.53225699,1.845745556,-1.593404263,1.506005531,-1.41555753,1.460781531,,
163,163,2,35.618,5,34.09254985,30.53252521,1.844566688,-1.588138752,1.504841471,-1.413591322,1.459216396,,
164,164,2,35.818,5,34.09134509,30.53355563,1.851445809,-1.593511552,1.505504573,-1.413565431,1.459535002,,
165,165,2,36.018,5,34.09096959,30.53359586,1.848063059,-1.579640806,1.504978655,-1.412704051,1.458841353,,
166,166,2,36.218,5,34.09217434,30.53351539,1.848199219,-1.603664085,1.50595198,-1.413759891,1.459855936,,
167,167,2,36.418,5,34.09189942,30.53393114,1.849430986,-1.594365016,1.504578931,-1.413070526,1.458824729,,
168,168,2,36.618,5,34.09083324,30.53348634,1.84903536,-1.596266963,1.50419029,-1.4132987,1.458744495,,
169,169,2,36.818,5,34.09071925,30.53292754,1.848446392,-1.599533483,1.504739025,-1.414288882,1.459513954,,
170,170,2,37.018,5,34.09037503,30.5326325,1.850984804,-1.594640687,1.504002163,-1.413744711,1.458873437,,
171,171,2,37.218,5,34.09098523,30.53294095,1.846157201,-1.596054249,1.505116025,-1.413390342,1.459253184,,
172,172,2,37.418,5,34.09123781,30.53322706,1.85201373,-1.59535259,1.504498744,-1.414254889,1.459376817,,
173,173,2,37.618,5,34.09097406,30.53342375,1.850316487,-1.593968645,1.50408058,-1.41404767,1.459064125,,
174,174,2,37.818,5,34.09023421,30.53363609,1.850724965,-1.594724692,1.505014604,-1.412281603,1.458648103,,
175,175,2,38.018,5,34.0901001,30.53422171,1.855561323,-1.608542539,1.504059626,-1.409051497,1.456555561,,
176,176,2,38.218,5,34.09142109,30.53340363,1.847056858,-1.595829055,1.505494514,-1.415058155,1.460276335,,
177,177,2,38.418,5,34.09162449,30.53345057,1.848756708,-1.600451022,1.504858142,-1.41261008,1.458734111,,
178,178,2,38.618,5,34.0911931,30.53296331,1.8517524,-1.596905477,1.504656324,-1.410677027,1.457666676,,
179,179,2,38.818,5,34.09091371,30.5329186,1.851147786,-1.599128358,1.505159238,-1.412700139,1.458929689,,
180,180,2,39.018,5,34.0917586,30.5342083,1.853717305,-1.605377719,1.505484177,-1.41126879,1.458376483,,
181,181,2,39.218,5,34.09144344,30.53389314,1.846897043,-1.588089019,1.506098384,-1.416115951,1.461107168,,
182,182,2,39.418,5,34.0912311,30.53460392,1.846631244,-1.597796753,1.505392348,-1.412610267,1.459001307,,
183,183,2,39.618,5,34.09067231,30.5345324,1.855858788,-1.598740183,1.50480636,-1.411712751,1.458259556,,
184,184,2,39.818,5,34.09152838,30.53369644,1.850585826,-1.595301554,1.505138563,-1.414696802,1.459917682,,
185,185,2,40.018,5,34.09013139,30.53515154,1.852475852,-1.60263665,1.503738599,-1.408822857,1.456280728,,
186,186,2,40.218,5,34.09177648,30.53349528,1.847599261,-1.583221555,1.505991002,-1.415082928,1.460536965,,
187,187,2,40.418,5,34.0918413,30.53375679,1.841129549,-1.575307548,1.504571946,-1.414393191,1.459482568,,
188,188,2,40.618,5,34.09120204,30.53539741,1.845665462,-1.588993333,1.50428603,-1.413555652,1.458920841,,
189,189,2,40.818,5,34.09106346,30.53548682,1.848163083,-1.576879434,1.504060184,-1.412998162,1.458529173,,
190,190,2,41.018,5,34.09093382,30.53575057,1.843397506,-1.575468108,1.504470898,-1.413622428,1.459046663,,
191,191,2,41.218,5,34.08934685,30.535308,1.837662794,-1.583686285,1.504672436,-1.412110519,1.458391477,,
192,192,2,41.418,5,34.08954578,30.53658876,1.845725439,-1.58689674,1.50314814,-1.41135028,1.45724921,,
193,193,2,41.618,5,34.0916312,30.53634736,1.843035966,-1.566290297,1.505332371,-1.412518252,1.458925312,,
194,194,2,41.818,5,34.09052032,30.53818691,1.849157736,-1.57636907,1.50379187,-1.410347898,1.457069884,,
195,195,2,42.018,5,34.09067007,30.53864065,1.839237846,-1.566149108,1.504472388,-1.411454309,1.457963348,,
196,196,2,42.218,5,34.08959048,30.53576845,1.839544997,-1.568103209,1.503671171,-1.413529575,1.458600373,,
197,197,2,42.418,5,34.0904622,30.53599867,1.841556467,-1.564617082,1.504204167,-1.413297117,1.458750642,,
198,198,2,42.618,5,34.08947425,30.53621995,1.844974607,-1.570655592,1.503095707,-1.412120391,1.457608049,,
199,199,2,42.818,5,34.08949661,30.53617078,1.844944991,-1.563026384,1.503486955,-1.413198676,1.458342816,,
200,200,2,43.018,5,34.0892105,30.53723919,1.844727248,-1.573671773,1.503351541,-1.412712526,1.458032033,,
201,201,2,43.218,5,34.0888037,30.53610149,1.836292818,-1.561935339,1.503227582,-1.413213764,1.458220673,,
202,202,2,43.418,5,34.0890451,30.53626913,1.842965744,-1.576355658,1.502840618,-1.412842725,1.457841671,,
203,203,2,43.618,5,34.08857571,30.53611937,1.84084177,-1.563675329,1.503601415,-1.412625354,1.458113384,,
204,204,2,43.818,5,34.08952566,30.53699332,1.841495372,-1.570265368,1.503733942,-1.412216597,1.457975269,,
205,205,2,44.018,5,34.08938932,30.53608808,1.842799969,-1.575339027,1.503641648,-1.413769763,1.458705706,,
206,206,2,44.218,5,34.08870535,30.53641441,1.840855554,-1.578365825,1.50357897,-1.412401371,1.457990171,,
207,207,2,44.418,5,34.08881488,30.53549576,1.84074901,-1.577303372,1.502448251,-1.413761009,1.45810463,,
208,208,2,44.618,5,34.08897581,30.53664911,1.846477576,-1.565062627,1.503346139,-1.413982477,1.458664308,,
209,209,2,44.818,5,34.08968883,30.53581539,1.847219653,-1.587765291,1.502407925,-1.41175047,1.457079197,,
210,210,2,45.018,5,34.08919262,30.53569692,1.843572408,-1.573754288,1.503343718,-1.412777066,1.458060392,,
211,211,2,45.218,5,34.08879923,30.5364323,1.836259291,-1.576954499,1.503673499,-1.412677974,1.458175737,,
212,212,2,45.418,5,34.08845501,30.53666028,1.83600001,-1.576965675,1.503215102,-1.412931107,1.458073105,,
213,213,2,45.618,5,34.08843266,30.53713414,1.83939375,-1.563102752,1.503201505,-1.413502101,1.458351803,,
214,214,2,45.818,5,34.08947425,30.5361149,1.846795157,-1.568380184,1.501719864,-1.413733442,1.457726653,,
215,215,2,46.018,5,34.08915239,30.53719673,1.839781739,-1.574191637,1.503867214,-1.412271917,1.458069566,,
216,216,2,46.218,5,34.08811974,30.53700227,1.840731315,-1.57730151,1.503128024,-1.413579401,1.458353712,,
217,217,2,46.418,5,34.08883499,30.53484532,1.835018024,-1.57057289,1.503026323,-1.415625144,1.459325734,,
218,218,2,46.618,5,34.08798116,30.53742248,1.841422543,-1.575917937,1.502622688,-1.41249115,1.457556919,,
219,219,2,46.818,5,34.08910768,30.5368771,1.836154982,-1.563184708,1.503269212,-1.41330792,1.458288566,,
220,220,2,47.018,5,34.08884393,30.53582209,1.84091907,-1.582302339,1.503077173,-1.412758347,1.45791776,,
221,221,2,47.218,5,34.09021633,30.53710732,1.841855794,-1.578125544,1.50333515,-1.411502924,1.457419037,,
222,222,2,47.418,5,34.08945414,30.53641888,1.837173291,-1.57160908,1.503627119,-1.412589405,1.458108262,,
223,223,2,47.618,5,34.08940496,30.53808185,1.846130379,-1.582304388,1.502833539,-1.410924945,1.456879242,,
224,224,2,47.818,5,34.09011575,30.5363943,1.843065023,-1.578204334,1.50368719,-1.412691199,1.458189194,,
225,225,2,48.018,5,34.08947649,30.53661111,1.842958853,-1.585787348,1.503604581,-1.41301623,1.458310406,,
226,226,2,48.218,5,34.08888417,30.53602773,1.84229333,-1.580754668,1.503270795,-1.411646534,1.457458665,,
227,227,2,48.418,5,34.08994811,30.53554493,1.832085662,-1.582735963,1.503631869,-1.414397847,1.459014858,,
228,228,2,48.618,5,34.08968436,30.53642335,1.840967871,-1.577240042,1.503230842,-1.412490592,1.457860717,,
229,229,2,48.818,5,34.08942061,30.53628701,1.837169938,-1.574425958,1.504664427,-1.412892644,1.458778535,,
230,230,2,49.018,5,34.08963519,30.53760353,1.837950386,-1.575344242,1.504066238,-1.412139017,1.458102628,,
231,231,2,49.218,5,34.08943179,30.53710508,1.839536801,-1.588441804,1.503701718,-1.413126685,1.458414202,,
232,232,2,49.418,5,34.09017163,30.5360322,1.84036307,-1.584776677,1.502606483,-1.413958449,1.458282466,,
233,233,2,49.618,5,34.08994811,30.5359115,1.842794195,-1.578291319,1.503874944,-1.41407859,1.458976767,,
