Total Cycles,Elapsed Cycles,Step,PC:Cycle Start Time (s),PC:Frequency (Hz),"Position(8800 (0,1):Position):Maximum (mm)","Position(8800 (0,1):Position):Minimum (mm)","Load(8800 (0,1):Load):Maximum (kN)","Load(8800 (0,1):Load):Minimum (kN)","Strain(8800 (0,1):Axial Strain):Maximum (%)","Strain(8800 (0,1):Axial Strain):Minimum (%)","Strain(8800 (0,1):Axial Strain):Amplitude (%)",width,thickness
103,103,2,37.205,3,33.21891187,30.0315176,1.605295949,-1.58228986,1.25943713,-1.248759238,1.254098184,,
104,104,2,37.538,3,33.21928738,30.03165395,1.604575105,-1.580607891,1.259923001,-1.249602457,1.254762729,,
105,105,2,37.871,3,33.21992888,30.03173442,1.603963971,-1.581529714,1.259267909,-1.2487489,1.254008404,,
106,106,2,38.205,3,33.22063072,30.03238709,1.606975123,-1.584224403,1.259462928,-1.248442402,1.253952665,,
107,107,2,38.538,3,33.22106658,30.03226862,1.605889015,-1.57923568,1.260080209,-1.248627921,1.254354065,,
108,108,2,38.871,3,33.22113811,30.03165171,1.604707912,-1.581857912,1.26070345,-1.249400174,1.255051812,,
109,109,2,39.205,3,33.2224278,30.03260837,1.606687531,-1.584183611,1.260518303,-1.249274911,1.254896607,,
110,110,2,39.538,3,33.22225793,30.03301964,1.606926695,-1.579774171,1.260866524,-1.248662007,1.254764266,,
111,111,2,39.871,3,33.22239651,30.03283636,1.605463214,-1.580899954,1.260299721,-1.248994676,1.254647199,,
112,112,2,40.205,3,33.22279661,30.03302188,1.60554368,-1.582214236,1.260614322,-1.250126698,1.25537051,,
113,113,2,40.538,3,33.2223071,30.03314481,1.606878266,-1.581680961,1.261433141,-1.249147972,1.255290556,,
114,114,2,40.871,3,33.22328387,30.03300623,1.606586389,-1.580537483,1.26081139,-1.249053722,1.254932556,,
115,115,2,41.205,3,33.22288154,30.03388465,1.606345922,-1.581760496,1.260367149,-1.248877329,1.254622239,,
116,116,2,41.538,3,33.2230693,30.03341303,1.604741812,-1.579797268,1.260862333,-1.249705461,1.255283897,,
117,117,2,41.871,3,33.22320564,30.03445239,1.607242972,-1.581871137,1.2613998,-1.248964222,1.255182011,,
118,118,2,42.205,3,33.22445064,30.03386454,1.606265269,-1.582442783,1.259900557,-1.248861683,1.25438112,,
119,119,2,42.538,3,33.22426288,30.03449262,1.606237516,-1.576877199,1.26075877,-1.248838027,1.254798399,,
120,120,2,42.871,3,33.22430535,30.03481449,1.606120355,-1.582179405,1.260807013,-1.249343177,1.255075095,,
121,121,2,43.205,3,33.22490214,30.03425569,1.606171392,-1.582157053,1.260246357,-1.249749233,1.254997795,,
122,122,2,43.538,3,33.22575598,30.03436075,1.607017778,-1.579095051,1.261348298,-1.248913371,1.255130834,,
123,123,2,43.871,3,33.22556375,30.03510729,1.605754346,-1.577994227,1.260504706,-1.248824616,1.254664661,,
124,124,2,44.205,3,33.22525306,30.0344278,1.606628485,-1.581520401,1.259854177,-1.250203067,1.255028622,,
125,125,2,44.538,3,33.22643771,30.03490166,1.606780477,-1.577793062,1.261159239,-1.249280219,1.255219729,,
126,126,2,44.871,3,33.22551905,30.03565491,1.607111841,-1.579754613,1.260987224,-1.249057261,1.255022242,,
127,127,2,45.205,3,33.22589009,30.0350313,1.606419683,-1.580045559,1.260375252,-1.249583644,1.254979448,,
128,128,2,45.538,3,33.22595938,30.03587619,1.606784016,-1.576546952,1.260417441,-1.249445343,1.254931392,,
129,129,2,45.871,3,33.22621642,30.03529281,1.60805434,-1.580826938,1.260876769,-1.248719377,1.254798073,,
130,130,2,46.205,3,33.22648017,30.03561244,1.608279906,-1.581672952,1.260158254,-1.250126047,1.25514215,,
131,131,2,46.538,3,33.2269205,30.03602595,1.607213169,-1.578772068,1.260723473,-1.249497218,1.255110345,,
132,132,2,46.871,3,33.22669028,30.03523917,1.606640592,-1.578372531,1.260600818,-1.250178666,1.255389742,,
133,133,2,47.205,3,33.22699873,30.0355141,1.605885476,-1.582224853,1.260701867,-1.250619089,1.255660478,,
134,134,2,47.538,3,33.22755306,30.03641934,1.606510207,-1.578537747,1.260706057,-1.249948723,1.25532739,,
135,135,2,47.871,3,33.22800456,30.03620029,1.607901976,-1.579803601,1.261424387,-1.249566694,1.25549554,,
136,136,2,48.205,3,33.22795986,30.03735364,1.60653051,-1.579446532,1.261096561,-1.249451862,1.255274212,,
137,137,2,48.538,3,33.22718202,30.03764645,1.606556401,-1.576323248,1.261228529,-1.249400546,1.255314538,,
138,138,2,48.871,3,33.22857453,30.03737376,1.606731303,-1.58147458,1.262815596,-1.24969056,1.256253078,,
139,139,2,49.205,3,33.22996928,30.03724859,1.607729308,-1.578330807,1.261546855,-1.249345505,1.25544618,,
140,140,2,49.538,3,33.22742789,30.0377001,1.607253589,-1.574938186,1.260825826,-1.248569341,1.254697583,,
141,141,2,49.871,3,33.2283756,30.03718824,1.60534028,-1.578451693,1.260879097,-1.24985289,1.255365993,,
142,142,2,50.205,3,33.22858124,30.03818736,1.607657783,-1.581665874,1.261012463,-1.250311287,1.255661875,,
143,143,2,50.538,3,33.22766482,30.03772245,1.605679467,-1.578235626,1.261203663,-1.250226629,1.255715146,,
144,144,2,50.871,3,33.22807385,30.03784985,1.606540196,-1.577094756,1.261844879,-1.249373165,1.255609022,,
145,145,2,51.205,3,33.22875111,30.03780515,1.605355553,-1.578277536,1.259750148,-1.249482316,1.254616232,,
146,146,2,51.538,3,33.22916685,30.03887803,1.607214659,-1.575987972,1.261127388,-1.249647626,1.255387507,,
147,147,2,51.871,3,33.22989329,30.03844217,1.606490277,-1.580165699,1.260933673,-1.249722039,1.255327856,,
148,148,2,52.205,3,33.23080971,30.03817842,1.607177034,-1.578547619,1.260801332,-1.24969056,1.255245946,,
149,149,2,52.538,3,33.22996481,30.03872828,1.607105508,-1.575650834,1.26123924,-1.249223222,1.255231231,,
150,150,2,52.871,3,33.22996705,30.0391619,1.605972089,-1.575608365,1.261160636,-1.249461734,1.255311185,,
151,151,2,53.205,3,33.22982623,30.03843994,1.607969403,-1.580765843,1.260607896,-1.250370798,1.255489347,,
152,152,2,53.538,3,33.23044537,30.04038901,1.606198214,-1.575513743,1.261370277,-1.249751655,1.255560966,,
153,153,2,53.871,3,33.23061525,30.03999115,1.607053354,-1.57574378,1.261137632,-1.248831974,1.254984803,,
154,154,2,54.205,3,33.23113828,30.03982798,1.605528034,-1.576833241,1.26056608,-1.249287856,1.254926968,,
155,155,2,54.538,3,33.23097511,30.04021243,1.608159207,-1.574523747,1.260957142,-1.249777918,1.25536753,,
156,156,2,54.871,3,33.23093041,30.04014538,1.606978476,-1.579390652,1.261910071,-1.249352956,1.255631513,,
157,157,2,55.205,3,33.23091252,30.04071088,1.607854664,-1.576697081,1.261274537,-1.249346064,1.2553103,,
158,158,2,55.538,3,33.23085217,30.04043818,1.607636921,-1.573324762,1.261292232,-1.24887677,1.255084501,,
159,159,2,55.871,3,33.23158978,30.04030184,1.60674192,-1.57693103,1.261922737,-1.249483341,1.255703039,,
160,160,2,56.205,3,33.23121651,30.04081816,1.607732475,-1.580112427,1.261969769,-1.250260623,1.256115196,,
161,161,2,56.538,3,33.23173283,30.04044042,1.607431658,-1.573292166,1.262064019,-1.248745733,1.255404876,,
162,162,2,56.871,3,33.23178871,30.04095675,1.607073471,-1.574788243,1.260950437,-1.249393096,1.255171766,,
163,163,2,57.205,3,33.23103322,30.04189328,1.60568282,-1.576361991,1.260589549,-1.249193048,1.254891298,,
164,164,2,57.538,3,33.23153167,30.04081816,1.607319526,-1.57465376,1.260655952,-1.249720549,1.255188251,,
165,165,2,57.871,3,33.2316166,30.04120038,1.606854238,-1.578603126,1.260408872,-1.249963717,1.255186295,,
166,166,2,58.205,3,33.23180436,30.04160495,1.606277376,-1.575214788,1.260795837,-1.249855032,1.255325434,,
167,167,2,58.538,3,33.23215528,30.0419961,1.607879996,-1.572092064,1.261369252,-1.249471513,1.255420383,,
168,168,2,58.871,3,33.2327789,30.04048736,1.608084142,-1.577731222,1.261638032,-1.250402649,1.256020341,,
169,169,2,59.205,3,33.23300018,30.04095451,1.607595012,-1.578930765,1.261968651,-1.250628961,1.256298806,,
170,170,2,59.538,3,33.23278784,30.04113779,1.605844498,-1.572511904,1.262064764,-1.249167529,1.255616147,,
171,171,2,59.871,3,33.23300241,30.04105509,1.60708148,-1.57636907,1.261753237,-1.250421555,1.256087396,,
172,172,2,60.205,3,33.23275654,30.04183517,1.605724357,-1.577571779,1.261421872,-1.250777041,1.256099457,,
173,173,2,60.538,3,33.23323934,30.04182176,1.60755869,-1.574581489,1.262050328,-1.25014607,1.256098199,,
174,174,2,60.871,3,33.2329063,30.04096122,1.606403664,-1.574532501,1.261550953,-1.249874683,1.255712818,,
175,175,2,61.205,3,33.23227598,30.04224421,1.605501771,-1.574721374,1.261180659,-1.250645538,1.255913099,,
176,176,2,61.538,3,33.2329443,30.04188881,1.607571729,-1.573505811,1.260812321,-1.250468587,1.255640454,,
177,177,2,61.871,3,33.2331544,30.04225985,1.607024483,-1.575720124,1.261372605,-1.249599849,1.255486227,,
178,178,2,62.205,3,33.23316782,30.04279182,1.606561244,-1.576317102,1.260196251,-1.249531863,1.254864057,,
179,179,2,62.538,3,33.23283924,30.04207657,1.607913151,-1.571946032,1.260151827,-1.249530373,1.2548411,,
180,180,2,62.871,3,33.23336228,30.04323439,1.607576944,-1.576133072,1.261125618,-1.249940434,1.255533026,,
181,181,2,63.205,3,33.23372884,30.04327686,1.606245153,-1.576030999,1.260615254,-1.249630676,1.255122965,,
182,182,2,63.538,3,33.2334338,30.04249902,1.605006307,-1.572026312,1.260685475,-1.249278077,1.254981776,,
183,183,2,63.871,3,33.23325499,30.04315169,1.605962403,-1.574538089,1.260403564,-1.249146109,1.254774836,,
184,184,2,64.205,3,33.23334886,30.04335732,1.607102714,-1.575068384,1.260942148,-1.250152124,1.255547136,,
185,185,2,64.538,3,33.23428317,30.04292817,1.609218307,-1.573677734,1.261062288,-1.24958737,1.255324829,,
186,186,2,64.871,3,33.23416247,30.04258395,1.606623083,-1.574729383,1.260662472,-1.250091681,1.255377076,,
187,187,2,65.205,3,33.23386742,30.04309357,1.607210562,-1.57373175,1.260836349,-1.249973775,1.255405062,,
188,188,2,65.538,3,33.23425858,30.04250796,1.606982388,-1.573378593,1.260555742,-1.2501538,1.255354771,,
189,189,2,65.871,3,33.23428317,30.0438133,1.608664356,-1.574584097,1.260648502,-1.248969065,1.254808783,,
190,190,2,66.205,3,33.23433011,30.04376859,1.607139967,-1.574395038,1.261394119,-1.249402036,1.255398077,,
191,191,2,66.538,3,33.23541864,30.04338861,1.608266868,-1.56960804,1.261455213,-1.248783918,1.255119565,,
192,192,2,66.871,3,33.23477267,30.04453973,1.606911793,-1.575344428,1.261208879,-1.249493585,1.255351232,,
193,193,2,67.205,3,33.23520629,30.04446597,1.606937684,-1.576042175,1.260549316,-1.249908583,1.255228949,,
194,194,2,67.538,3,33.23502301,30.0441754,1.607934013,-1.570526883,1.260715371,-1.249138751,1.254927061,,
195,195,2,67.871,3,33.23483526,30.04410164,1.606592536,-1.572246477,1.261567345,-1.249250883,1.255409114,,
196,196,2,68.205,3,33.23485761,30.04471631,1.606798731,-1.573684253,1.260866059,-1.249679105,1.255272582,,
197,197,2,68.538,3,33.23544769,30.04445032,1.606310904,-1.571541652,1.260767711,-1.249763762,1.255265737,,
198,198,2,68.871,3,33.23391436,30.04436539,1.608005352,-1.573718525,1.26096599,-1.249061731,1.25501386,,
199,199,2,69.205,3,33.23504536,30.04429163,1.606543176,-1.574405842,1.260520445,-1.249463597,1.254992021,,
200,200,2,69.538,3,33.23602884,30.04364342,1.607810892,-1.569784619,1.261537635,-1.24995757,1.255747603,,
201,201,2,69.871,3,33.23562651,30.04464925,1.607596315,-1.57551486,1.261748301,-1.249526368,1.255637334,,
202,202,2,70.205,3,33.23571591,30.04524381,1.606407948,-1.574605703,1.260994022,-1.249557008,1.255275515,,
203,203,2,70.538,3,33.23614954,30.04469396,1.608515717,-1.571054198,1.26076529,-1.249604692,1.255184991,,
204,204,2,70.871,3,33.23584779,30.04489289,1.60676036,-1.571855135,1.261014418,-1.249487066,1.255250742,,
205,205,2,71.205,3,33.23649152,30.04499347,1.607116498,-1.574353501,1.260940099,-1.250512639,1.255726369,,
206,206,2,71.538,3,33.23650493,30.04542262,1.608681493,-1.571404189,1.260880494,-1.24978006,1.255330277,,
207,207,2,71.871,3,33.23666363,30.0461267,1.609554142,-1.574514061,1.261368042,-1.249347554,1.255357798,,
208,208,2,72.205,3,33.23661892,30.04526169,1.607698947,-1.57257542,1.261368693,-1.249340476,1.255354585,,
209,209,2,72.538,3,33.2359372,30.04533992,1.606652699,-1.569382846,1.261131765,-1.249318497,1.255225131,,
210,210,2,72.871,3,33.23676645,30.04596801,1.60844624,-1.575203985,1.260984057,-1.24971375,1.255348904,,
211,211,2,73.205,3,33.23645129,30.04567743,1.607182436,-1.573637687,1.261097213,-1.249485669,1.255291441,,
212,212,2,73.538,3,33.23617189,30.04464255,1.60815306,-1.571047492,1.260469688,-1.249407159,1.254938423,,
213,213,2,73.871,3,33.23686703,30.04568637,1.606836729,-1.573113725,1.260778794,-1.249336006,1.2550574,,
214,214,2,74.205,3,33.23702796,30.04542039,1.609122567,-1.572705805,1.261360032,-1.250093171,1.255726602,,
215,215,2,74.538,3,33.23830201,30.04691572,1.609413698,-1.572474651,1.260428058,-1.249720549,1.255074303,,
216,216,2,74.871,3,33.23784604,30.04590989,1.609669626,-1.573770307,1.261482315,-1.250294057,1.255888186,,
217,217,2,75.205,3,33.23834001,30.04561932,1.608976722,-1.571715064,1.261643434,-1.250480974,1.256062204,,
218,218,2,75.538,3,33.23826401,30.04669667,1.608830504,-1.570614055,1.26158504,-1.249311139,1.25544809,,
219,219,2,75.871,3,33.23828413,30.04688666,1.608331874,-1.572641172,1.261877009,-1.249241756,1.255559383,,
220,220,2,76.205,3,33.23850541,30.04647316,1.608696207,-1.573225483,1.261931399,-1.250004416,1.255967907,,
221,221,2,76.538,3,33.23859035,30.0465268,1.609786041,-1.570321806,1.262108164,-1.249352024,1.255730094,,
222,222,2,76.871,3,33.23885633,30.04654021,1.60685312,-1.57151334,1.261806322,-1.249623691,1.255715007,,
223,223,2,77.205,3,33.23817237,30.04702748,1.608983986,-1.573209092,1.262304207,-1.250297317,1.256300762,,
224,224,2,77.538,3,33.23895245,30.04627422,1.608678885,-1.571415924,1.261519381,-1.249586904,1.255553143,,
225,225,2,77.871,3,33.23878928,30.04646645,1.610266417,-1.574205235,1.26197247,-1.250317061,1.256144765,,
226,226,2,78.205,3,33.23801144,30.04646198,1.608194783,-1.571129449,1.262299644,-1.250119155,1.256209399,,
227,227,2,78.538,3,33.23805838,30.04731358,1.608278789,-1.569231413,1.261257587,-1.249229462,1.255243525,,
228,228,2,78.871,3,33.23887422,30.04709677,1.608741656,-1.573861949,1.262177827,-1.249631421,1.255904624,,
229,229,2,79.205,3,33.23878704,30.04722194,1.607776247,-1.574180089,1.261538287,-1.250353382,1.255945835,,
230,230,2,79.538,3,33.23848529,30.04701183,1.610025577,-1.568297669,1.260898096,-1.248835513,1.254866805,,
231,231,2,79.871,3,33.23915138,30.04720406,1.607696153,-1.571771875,1.261396633,-1.249578522,1.255487578,,
232,232,2,80.205,3,33.23963641,30.0474544,1.609443687,-1.57220494,1.261552164,-1.250240599,1.255896382,,
233,233,2,80.538,3,33.23885857,30.04819424,1.611183025,-1.570219919,1.260131431,-1.2489835,1.254557466,,
