Total Cycles,Elapsed Cycles,Step,PC:Cycle Start Time (s),PC:Frequency (Hz),"Position(8800 (0,1):Position):Maximum (mm)","Position(8800 (0,1):Position):Minimum (mm)","Load(8800 (0,1):Load):Maximum (kN)","Load(8800 (0,1):Load):Minimum (kN)","Strain(8800 (0,1):Axial Strain):Maximum (%)","Strain(8800 (0,1):Axial Strain):Minimum (%)","Strain(8800 (0,1):Axial Strain):Amplitude (%)",width,thickness
47,47,2,11.437,5,37.34047488,32.84998071,2.630678006,-1.616169326,1.883080259,-1.907882311,1.895481285,,
48,48,2,11.637,5,37.33980656,32.84969685,2.632109635,-1.656541601,1.883122728,-1.90845079,1.895786759,,
49,49,2,11.837,5,37.33997867,32.84985778,2.628151327,-1.64871458,1.882940188,-1.909775317,1.896357753,,
50,50,2,12.037,5,37.33939752,32.84903524,2.625699528,-1.651031338,1.882596344,-1.910342307,1.896469325,,
51,51,2,12.237,5,37.33783067,32.84964544,2.623793297,-1.63265802,1.88149757,-1.910043538,1.895770554,,
52,52,2,12.437,5,37.3377882,32.84855244,2.624804899,-1.651902497,1.881785162,-1.912052215,1.896918689,,
53,53,2,12.637,5,37.33611852,32.84812552,2.625080943,-1.63518507,1.881714009,-1.911877871,1.89679594,,
54,54,2,12.837,5,37.33540997,32.84806517,2.621003427,-1.590874977,1.88100639,-1.910990321,1.895998356,,
55,55,2,13.037,5,37.3349227,32.84683135,2.616116218,-1.608576998,1.882458881,-1.911181615,1.896820248,,
56,56,2,13.237,5,37.33362407,32.84836468,2.614051849,-1.623540744,1.881171234,-1.911203594,1.896187414,,
57,57,2,13.437,5,37.33296246,32.84693194,2.612025291,-1.604406349,1.881730587,-1.911461756,1.896596172,,
58,58,2,13.637,5,37.33308092,32.84783048,2.61083059,-1.536094211,1.881355636,-1.912946098,1.897150867,,
59,59,2,13.837,5,37.33181581,32.84666148,2.601751126,-1.576779597,1.881508746,-1.914197796,1.897853271,,
60,60,2,14.037,5,37.33051047,32.84670618,2.604804933,-1.571794786,1.880557306,-1.914371022,1.897464164,,
61,61,2,14.237,5,37.32902408,32.84707275,2.601455338,-1.574780233,1.880622685,-1.914313094,1.897467889,,
62,62,2,14.437,5,37.33004779,32.84657654,2.602655999,-1.577951573,1.880626597,-1.913043701,1.896835149,,
63,63,2,14.637,5,37.32963652,32.84603563,2.602637932,-1.611418277,1.880648576,-1.913430759,1.897039667,,
64,64,2,14.837,5,37.32875809,32.84584788,2.595575526,-1.594480872,1.881766722,-1.914513701,1.898140211,,
65,65,2,15.037,5,37.32855022,32.84543437,2.592811547,-1.590073854,1.880758845,-1.913400211,1.897079528,,
66,66,2,15.237,5,37.32763157,32.84476829,2.589106187,-1.588501595,1.88144821,-1.914703132,1.898075671,,
67,67,2,15.437,5,37.32750863,32.84549248,2.588484436,-1.637226529,1.880957589,-1.914371394,1.897664492,,
68,68,2,15.637,5,37.32617423,32.84531591,2.583966218,-1.594476402,1.880863712,-1.916546964,1.898705338,,
69,69,2,15.837,5,37.32564003,32.84506557,2.587903477,-1.612686552,1.880090528,-1.915595897,1.897843212,,
70,70,2,16.037,5,37.32543439,32.84407315,2.584704384,-1.630549505,1.879813738,-1.91543273,1.897623234,,
71,71,2,16.237,5,37.32416481,32.84472582,2.581664175,-1.647821441,1.880164288,-1.915144206,1.897654247,,
72,72,2,16.437,5,37.32337132,32.84393457,2.576733194,-1.633560471,1.880398795,-1.91528111,1.897839953,,
73,73,2,16.637,5,37.32275442,32.84367976,2.576868795,-1.652848534,1.879377134,-1.915059083,1.897218109,,
74,74,2,16.837,5,37.32161224,32.84322155,2.57430654,-1.653754897,1.88013728,-1.915993386,1.898065333,,
75,75,2,17.037,5,37.32107803,32.84355012,2.572949417,-1.641806588,1.87870919,-1.915918508,1.897313849,,
76,76,2,17.237,5,37.32072488,32.84352553,2.570956759,-1.659306884,1.879676648,-1.916528524,1.898102586,,
77,77,2,17.437,5,37.32117862,32.84290415,2.566792071,-1.655914634,1.879210055,-1.917824552,1.898517304,,
78,78,2,17.637,5,37.31952012,32.84285274,2.568279393,-1.6693376,1.878505975,-1.917349019,1.897927497,,
79,79,2,17.837,5,37.32003197,32.84273875,2.568696626,-1.677860506,1.878489211,-1.916590922,1.897540067,,
80,80,2,18.037,5,37.31932342,32.84247723,2.563992515,-1.684962027,1.880173415,-1.916169406,1.898171411,,
81,81,2,18.237,5,37.31855005,32.84287063,2.563854679,-1.675697975,1.879373223,-1.91686976,1.898121492,,
82,82,2,18.437,5,37.31805608,32.84302262,2.559275366,-1.680991612,1.87893457,-1.917387017,1.898160793,,
83,83,2,18.637,5,37.31771633,32.84161222,2.556814067,-1.673756726,1.879088611,-1.918832802,1.898960706,,
84,84,2,18.837,5,37.31654957,32.84132612,2.557930164,-1.683041453,1.878085576,-1.918821626,1.898453601,,
85,85,2,19.037,5,37.31563092,32.84087461,2.556420304,-1.685091108,1.877914213,-1.918614314,1.898264263,,
86,86,2,19.237,5,37.31754646,32.84177092,2.556579746,-1.689871028,1.878526092,-1.918516339,1.898521215,,
87,87,2,19.437,5,37.31620759,32.84222913,2.555165067,-1.684200764,1.878619597,-1.919845522,1.899232559,,
88,88,2,19.637,5,37.31577397,32.84154293,2.55123619,-1.687546447,1.878550306,-1.919536137,1.899043222,,
89,89,2,19.837,5,37.31514365,32.84208608,2.548882551,-1.690082252,1.879170567,-1.918490448,1.898830508,,
90,90,2,20.037,5,37.31486649,32.84114954,2.547745593,-1.691870019,1.877745457,-1.918684163,1.89821481,,
91,91,2,20.237,5,37.31513471,32.84029123,2.5483815,-1.686281338,1.879280836,-1.919737303,1.899509069,,
92,92,2,20.437,5,37.3150833,32.84091708,2.553325333,-1.692687348,1.878614381,-1.91924929,1.898931835,,
93,93,2,20.637,5,37.31432781,32.84053487,2.550171688,-1.68714989,1.878613822,-1.920265549,1.899439686,,
94,94,2,20.837,5,37.31379807,32.84168375,2.547479421,-1.679577678,1.878687397,-1.91994983,1.899318614,,
95,95,2,21.037,5,37.31309846,32.84176645,2.543730475,-1.697003096,1.878267557,-1.919883893,1.899075725,,
96,96,2,21.237,5,37.31285483,32.84170163,2.542741597,-1.67919565,1.879967034,-1.919643984,1.899805509,,
97,97,2,21.437,5,37.31352091,32.8408992,2.543561906,-1.695515588,1.880118467,-1.918592521,1.899355494,,
98,98,2,21.637,5,37.31362149,32.84067792,2.543764375,-1.691249944,1.879639767,-1.919401281,1.899520524,,
99,99,2,21.837,5,37.31217534,32.84105343,2.539880574,-1.686954312,1.878628351,-1.920241148,1.89943475,,
100,100,2,22.037,5,37.31242791,32.84151834,2.543128841,-1.686849445,1.878640831,-1.92082844,1.899734635,,
101,101,2,22.237,5,37.31293082,32.84227607,2.536896616,-1.685680449,1.879383467,-1.920868487,1.900125977,,
102,102,2,22.437,5,37.31101752,32.84139988,2.541973442,-1.687904634,1.880133741,-1.921058104,1.900595923,,
103,103,2,22.637,5,37.3116903,32.84099084,2.537399344,-1.686194725,1.879824356,-1.92118048,1.900502418,,
104,104,2,22.837,5,37.31186688,32.84139541,2.539376169,-1.621695608,1.880790323,-1.92153401,1.901162167,,
105,105,2,23.037,5,37.31112257,32.84164351,2.534085326,-1.668112911,1.880398795,-1.920276538,1.900337667,,
106,106,2,23.237,5,37.3108007,32.84181339,2.537549101,-1.655099355,1.88019111,-1.920498007,1.900344559,,
107,107,2,23.437,5,37.30952218,32.84103331,2.535352111,-1.675205864,1.878997527,-1.920008131,1.899502829,,
108,108,2,23.637,5,37.30995581,32.84116966,2.536489815,-1.67417042,1.879349195,-1.921245486,1.900297341,,
109,109,2,23.837,5,37.3105906,32.84135518,2.533380874,-1.678818464,1.879435435,-1.920005524,1.899720479,,
110,110,2,24.037,5,37.30918467,32.84132165,2.531932667,-1.669358648,1.878379502,-1.922044189,1.900211845,,
111,111,2,24.237,5,37.30924949,32.84153176,2.527410164,-1.671245508,1.879709617,-1.921435849,1.900572733,,
112,112,2,24.437,5,37.30734736,32.84240124,2.527721971,-1.651902869,1.879635297,-1.921276779,1.900456038,,
113,113,2,24.637,5,37.30766028,32.84244147,2.52700597,-1.658441499,1.879706636,-1.920112626,1.899909631,,
114,114,2,24.837,5,37.30827943,32.84271193,2.530805767,-1.623736136,1.879685961,-1.920836263,1.900261112,,
115,115,2,25.037,5,37.30671257,32.84147141,2.526499704,-1.637879759,1.87893308,-1.922524006,1.900728543,,
116,116,2,25.237,5,37.30719313,32.84161669,2.527811565,-1.657599583,1.87882039,-1.921893501,1.900356945,,
117,117,2,25.437,5,37.30510771,32.84171281,2.523482218,-1.610101387,1.878011257,-1.923396655,1.900703956,,
118,118,2,25.637,5,37.30460927,32.84151387,2.51954142,-1.646178402,1.878645674,-1.923592606,1.90111914,,
119,119,2,25.837,5,37.30553687,32.84164351,2.522633225,-1.653108373,1.879356645,-1.921783605,1.900570125,,
120,120,2,26.037,5,37.30480597,32.84244818,2.521117404,-1.61642991,1.87931902,-1.922164516,1.900741768,,
121,121,2,26.237,5,37.30449975,32.84278122,2.519236878,-1.628068462,1.879359439,-1.921354451,1.900356945,,
122,122,2,26.437,5,37.30466292,32.84231183,2.519632317,-1.596371457,1.879645169,-1.921382391,1.90051378,,
123,123,2,26.637,5,37.3033464,32.84290415,2.519530989,-1.593073644,1.879215084,-1.921884933,1.900550008,,
124,124,2,26.837,5,37.30240539,32.84222466,2.519769967,-1.588918269,1.879423514,-1.922893369,1.901158441,,
125,125,2,27.037,5,37.30268032,32.84214866,2.509298734,-1.605555601,1.877470158,-1.922765777,1.900117968,,
126,126,2,27.237,5,37.30315864,32.84245265,2.515356615,-1.60778556,1.879302815,-1.922848665,1.90107574,,
127,127,2,27.437,5,37.30320111,32.84272757,2.513137832,-1.568173431,1.87884982,-1.923383058,1.901116439,,
128,128,2,27.637,5,37.30249033,32.84289521,2.512338758,-1.603088714,1.87915697,-1.922692576,1.900924773,,
129,129,2,27.837,5,37.30250374,32.84304944,2.511499263,-1.599153131,1.879145235,-1.921330423,1.900237829,,
130,130,2,28.037,5,37.30214611,32.84257782,2.511695214,-1.583165489,1.879366517,-1.921559715,1.900463116,,
131,131,2,28.237,5,37.30170801,32.84197432,2.512715198,-1.574801095,1.878906444,-1.92172102,1.900313732,,
132,132,2,28.437,5,37.30176613,32.84290862,2.512167208,-1.567309164,1.879355341,-1.921479807,1.900417574,,
133,133,2,28.637,5,37.30097488,32.84311649,2.509223484,-1.564825512,1.878362365,-1.922375367,1.900368866,,
134,134,2,28.837,5,37.30052561,32.84327519,2.511661872,-1.559356693,1.878695034,-1.923354932,1.901024983,,
135,135,2,29.037,5,37.30091676,32.84342495,2.508403547,-1.580109447,1.879958093,-1.923578263,1.901768178,,
136,136,2,29.237,5,37.30098829,32.84314332,2.509204485,-1.569138095,1.879746124,-1.923189343,1.901467734,,
137,137,2,29.437,5,37.30026856,32.84317684,2.5043929,-1.559862215,1.879089728,-1.922438138,1.900763933,,
138,138,2,29.637,5,37.299826,32.84303603,2.507755905,-1.581649855,1.879445866,-1.922267334,1.9008566,,
139,139,2,29.837,5,37.29992658,32.8428751,2.50654202,-1.576797292,1.880450391,-1.921616898,1.901033644,,
140,140,2,30.037,5,37.29949519,32.84299132,2.504058741,-1.585804857,1.879274503,-1.922634088,1.900954296,,
141,141,2,30.237,5,37.29908839,32.84287957,2.506034821,-1.603979431,1.878917806,-1.922951297,1.900934552,,
142,142,2,30.437,5,37.29976788,32.84266052,2.503877878,-1.600385457,1.879784495,-1.923689836,1.901737165,,
143,143,2,30.637,5,37.29885146,32.84321708,2.497317269,-1.602746733,1.880273812,-1.92315656,1.901715186,,
144,144,2,30.837,5,37.29860336,32.84379152,2.499396354,-1.619240455,1.880748786,-1.923638799,1.902193793,,
145,145,2,31.037,5,37.29732707,32.84366635,2.497003786,-1.593736745,1.878861182,-1.923132719,1.90099695,,
146,146,2,31.237,5,37.2982502,32.8433713,2.494832501,-1.607891731,1.879334294,-1.923018538,1.901176416,,
147,147,2,31.437,5,37.29800657,32.84356576,2.498227917,-1.612615772,1.878962137,-1.92300103,1.900981583,,
148,148,2,31.637,5,37.29716614,32.84272534,2.501634695,-1.641762629,1.879703842,-1.923009784,1.901356813,,
149,149,2,31.837,5,37.29656711,32.84364623,2.494879998,-1.653092913,1.879227564,-1.924757504,1.901992534,,
150,150,2,32.037,5,37.29713932,32.84443525,2.495515533,-1.660212502,1.880067058,-1.92407056,1.902068809,,
151,151,2,32.237,5,37.29540929,32.84424973,2.494793385,-1.64737124,1.878926374,-1.923237213,1.901081794,,
152,152,2,32.437,5,37.29524166,32.8430852,2.487939782,-1.651052944,1.879297227,-1.924959973,1.9021286,,
153,153,2,32.637,5,37.29608208,32.84423185,2.490638383,-1.632386446,1.87979772,-1.923453466,1.901625593,,
154,154,2,32.837,5,37.29538024,32.84302038,2.485339902,-1.643617824,1.879306168,-1.92343633,1.901371249,,
155,155,2,33.037,5,37.2952573,32.84304944,2.490285411,-1.632856019,1.879645728,-1.922945709,1.901295718,,
156,156,2,33.237,5,37.29553223,32.84324166,2.489513904,-1.638646983,1.878954314,-1.922675625,1.90081497,,
157,157,2,33.437,5,37.29534671,32.84381834,2.489391528,-1.657738909,1.878549375,-1.924002946,1.901276161,,
158,158,2,33.637,5,37.29492203,32.84436819,2.491552383,-1.64137166,1.878048137,-1.9240646,1.901056369,,
159,159,2,33.837,5,37.29430512,32.84407762,2.484413795,-1.646351628,1.879367821,-1.923964576,1.901666199,,
160,160,2,34.037,5,37.29506508,32.84355235,2.483132854,-1.648901217,1.878809028,-1.923770116,1.901289572,,
161,161,2,34.237,5,37.29427383,32.84412009,2.483020909,-1.653669402,1.879232779,-1.923413047,1.901322913,,
162,162,2,34.437,5,37.2944817,32.8431992,2.48094853,-1.649012044,1.879948035,-1.92334059,1.901644312,,
163,163,2,34.637,5,37.29445487,32.84396363,2.479980513,-1.654022932,1.880298026,-1.923136816,1.901717421,,
164,164,2,34.837,5,37.29393408,32.84420279,2.481183968,-1.656394824,1.879900351,-1.922770062,1.901335207,,
165,165,2,35.037,5,37.29447723,32.84345624,2.481826767,-1.648172922,1.878854476,-1.923274652,1.901064564,,
166,166,2,35.237,5,37.2950919,32.84388763,2.478667535,-1.659794152,1.879408986,-1.92409999,1.901754488,,
167,167,2,35.437,5,37.29386032,32.84417373,2.480050735,-1.664572395,1.878500946,-1.924239689,1.901370317,,
168,168,2,35.637,5,37.29419112,32.84517062,2.479431219,-1.673042402,1.879299276,-1.924339713,1.901819494,,
169,169,2,35.837,5,37.29406819,32.84436596,2.474182658,-1.668332145,1.879540675,-1.92429296,1.901916817,,
170,170,2,36.037,5,37.29368821,32.8444129,2.469703183,-1.672577485,1.879654296,-1.923895844,1.90177507,,
171,171,2,36.237,5,37.29374409,32.84459841,2.473532967,-1.674070209,1.879065886,-1.923901619,1.901483752,,
172,172,2,36.437,5,37.29311377,32.84561989,2.472987957,-1.669692993,1.879034966,-1.923331835,1.901183401,,
173,173,2,36.637,5,37.29278296,32.84464088,2.472042292,-1.674624719,1.87948703,-1.924131283,1.901809157,,
174,174,2,36.837,5,37.29370609,32.8449024,2.472865582,-1.668971591,1.879176528,-1.923961223,1.901568875,,
175,175,2,37.037,5,37.29291484,32.84370882,2.472359501,-1.670617983,1.879153244,-1.925469034,1.902311139,,
176,176,2,37.237,5,37.29360104,32.8451505,2.471020818,-1.665797271,1.880716376,-1.924595826,1.902656101,,
177,177,2,37.437,5,37.29298189,32.84577859,2.468454279,-1.673273183,1.880545572,-1.923795075,1.902170323,,
178,178,2,37.637,5,37.29291037,32.84526673,2.469406836,-1.682120934,1.880184032,-1.923995496,1.902089764,,
179,179,2,37.837,5,37.29275614,32.84528685,2.468061261,-1.665500179,1.881681599,-1.924240434,1.902961016,,
180,180,2,38.037,5,37.29245886,32.84531814,2.469468303,-1.68707259,1.880925738,-1.923992143,1.90245894,,
181,181,2,38.237,5,37.29309812,32.84525332,2.465194836,-1.679300144,1.88101738,-1.924613521,1.902815451,,
182,182,2,38.437,5,37.29254827,32.8465989,2.463626675,-1.660617068,1.880934306,-1.923511581,1.902222943,,
183,183,2,38.637,5,37.2929059,32.84524662,2.466637082,-1.681068912,1.880138025,-1.923886717,1.902012371,,
184,184,2,38.837,5,37.29215488,32.84564001,2.463516593,-1.693267934,1.879557252,-1.924631217,1.902094234,,
185,185,2,39.037,5,37.29160279,32.84582776,2.461318299,-1.682394929,1.88131056,-1.924543486,1.902927023,,
186,186,2,39.237,5,37.29236722,32.84658996,2.460859716,-1.693068445,1.880056441,-1.924270236,1.902163339,,
187,187,2,39.437,5,37.29221523,32.84650725,2.459844202,-1.688261889,1.881445043,-1.924732917,1.90308898,,
188,188,2,39.637,5,37.29140833,32.84640444,2.461669035,-1.656593382,1.881017193,-1.924608306,1.90281275,,
189,189,2,39.837,5,37.29139492,32.84643796,2.459010854,-1.695295237,1.881464601,-1.923792281,1.902628441,,
190,190,2,40.037,5,37.29156926,32.84565342,2.459474653,-1.691061072,1.881352283,-1.924000711,1.902676497,,
191,191,2,40.237,5,37.29037345,32.84636644,2.457085066,-1.683550887,1.881661855,-1.924382181,1.903022018,,
192,192,2,40.437,5,37.29103282,32.84639102,2.457159944,-1.686082222,1.882514574,-1.923853376,1.903183975,,
193,193,2,40.637,5,37.29097471,32.84709063,2.454570308,-1.670543663,1.881906979,-1.923964576,1.902935778,,
194,194,2,40.837,5,37.29037792,32.84607587,2.452990785,-1.681296714,1.88189096,-1.924710379,1.90330067,,
195,195,2,41.037,5,37.29078472,32.84670395,2.453499287,-1.68120116,1.88164863,-1.924160526,1.902904578,,
196,196,2,41.237,5,37.29047626,32.84631279,2.452692203,-1.670346968,1.881189861,-1.924542927,1.902866394,,
197,197,2,41.437,5,37.28972748,32.84618986,2.45364923,-1.668988913,1.881513961,-1.924449422,1.902981692,,
198,198,2,41.637,5,37.28913516,32.84635526,2.454170398,-1.685591973,1.881240152,-1.925190569,1.903215361,,
199,199,2,41.837,5,37.28864119,32.8465989,2.452859469,-1.679023542,1.880126477,-1.925275506,1.902700991,,
200,200,2,42.037,5,37.2885786,32.84539414,2.445995994,-1.690491103,1.879304678,-1.926595003,1.90294984,,
201,201,2,42.237,5,37.2892648,32.84684253,2.447531372,-1.677625813,1.881068975,-1.925388382,1.903228678,,
202,202,2,42.437,5,37.28769124,32.8457987,2.444093302,-1.676842384,1.880582825,-1.925467358,1.903025091,,
203,203,2,42.637,5,37.28758171,32.84656984,2.446910366,-1.668996923,1.880844154,-1.924846538,1.902845346,,
204,204,2,42.837,5,37.28762865,32.84630385,2.450200729,-1.679533347,1.881163225,-1.925164119,1.903163672,,
205,205,2,43.037,5,37.2878477,32.84710405,2.443611622,-1.62542183,1.880247921,-1.925379814,1.902813867,,
206,206,2,43.237,5,37.28769571,32.84696099,2.443177626,-1.666968316,1.882369846,-1.925839515,1.90410468,,
207,207,2,43.437,5,37.28804216,32.84747732,2.442227118,-1.669917442,1.881176263,-1.924751916,1.90296409,,
208,208,2,43.637,5,37.28775159,32.84760249,2.44259499,-1.642214879,1.881744743,-1.925103397,1.90342407,,
209,209,2,43.837,5,37.28681728,32.84744156,2.440091781,-1.640096493,1.880997636,-1.92477315,1.902885393,,
210,210,2,44.037,5,37.28711903,32.84710181,2.438133769,-1.664585061,1.881529607,-1.925857023,1.903693315,,
211,211,2,44.237,5,37.28679493,32.84704817,2.43651215,-1.672442257,1.87993984,-1.925891669,1.902915754,,
212,212,2,44.437,5,37.28626967,32.84810317,2.436586283,-1.667329855,1.879214153,-1.925317043,1.902265598,,
213,213,2,44.637,5,37.28651106,32.84787965,2.434324846,-1.640147716,1.881731145,-1.925814183,1.903772664,,
214,214,2,44.837,5,37.28571311,32.8470504,2.437736467,-1.658375561,1.881075494,-1.925776371,1.903425933,,
215,215,2,45.037,5,37.28587628,32.84711969,2.436811104,-1.665867679,1.881158196,-1.925204911,1.903181554,,
216,216,2,45.237,5,37.28581816,32.84824175,2.434189059,-1.628375798,1.88209045,-1.925100603,1.903595526,,
217,217,2,45.437,5,37.28680834,32.84737897,2.433528192,-1.665916294,1.882812225,-1.92522391,1.904018067,,
218,218,2,45.637,5,37.28504703,32.84759355,2.436120063,-1.667187177,1.882247471,-1.926793375,1.904520423,,
219,219,2,45.837,5,37.28583381,32.8484608,2.430084348,-1.661837287,1.882930875,-1.926046268,1.904488572,,
220,220,2,46.037,5,37.2842893,32.84817916,2.430360392,-1.667275093,1.881394938,-1.925707826,1.903551382,,
221,221,2,46.237,5,37.28542477,32.8483468,2.429720387,-1.670323312,1.882696554,-1.926721105,1.904708829,,
222,222,2,46.437,5,37.28569299,32.84761367,2.429192886,-1.66355893,1.882375993,-1.927099408,1.9047377,,
223,223,2,46.637,5,37.28439212,32.84800035,2.43094191,-1.624480635,1.881653101,-1.925014922,1.903334011,,
224,224,2,46.837,5,37.28474081,32.84883631,2.430571057,-1.598817296,1.882961236,-1.925785312,1.904373274,,
225,225,2,47.037,5,37.2837171,32.84875584,2.424551174,-1.630903594,1.88274964,-1.924996295,1.903872967,,
226,226,2,47.237,5,37.28395403,32.84908888,2.427523769,-1.60965398,1.882984519,-1.92613195,1.904558235,,
227,227,2,47.437,5,37.28408367,32.84821493,2.426298149,-1.648580469,1.882240393,-1.926366829,1.904303611,,
228,228,2,47.637,5,37.28289455,32.84775001,2.424306236,-1.652047969,1.882874437,-1.926663176,1.904768807,,
229,229,2,47.837,5,37.28310019,32.84896148,2.423047461,-1.626034267,1.882029541,-1.926079237,1.904054389,,
230,230,2,48.037,5,37.28367239,32.84982425,2.421105467,-1.602903381,1.883130178,-1.926351556,1.904740867,,
231,231,2,48.237,5,37.28381992,32.84926993,2.424799837,-1.635033637,1.882235736,-1.928470501,1.905353118,,
232,232,2,48.437,5,37.28265092,32.84907323,2.417566441,-1.641143486,1.882090077,-1.925757372,1.903923725,,
233,233,2,48.637,5,37.28270009,32.85022658,2.423169278,-1.582383551,1.882549405,-1.926040308,1.904294857,,
