Total Cycles,Elapsed Cycles,Step,PC:Cycle Start Time (s),PC:Frequency (Hz),"Position(8800 (0,1):Position):Maximum (mm)","Position(8800 (0,1):Position):Minimum (mm)","Load(8800 (0,1):Load):Maximum (kN)","Load(8800 (0,1):Load):Minimum (kN)","Strain(8800 (0,1):Axial Strain):Maximum (%)","Strain(8800 (0,1):Axial Strain):Minimum (%)","Strain(8800 (0,1):Axial Strain):Amplitude (%)",width,thickness
37,37,2,38.18,1,39.59620157,33.58079106,2.410685457,-2.770368569,2.519022527,-2.524135302,2.521578915,,
38,38,2,39.18,1,39.59638039,33.58185724,2.409972623,-2.768813446,2.520206425,-2.52442811,2.522317267,,
39,39,2,40.18,1,39.59495435,33.58358726,2.405366674,-2.764676884,2.519887912,-2.524228434,2.522058173,,
40,40,2,41.18,1,39.59584842,33.58532846,2.403011546,-2.762177028,2.521477121,-2.524641942,2.523059531,,
41,41,2,42.18,1,39.59374288,33.58780056,2.397657931,-2.761588618,2.51981173,-2.524470578,2.522141154,,
42,42,2,43.18,1,39.5936803,33.58904109,2.39578709,-2.7599141,2.520504262,-2.524205896,2.522355079,,
43,43,2,44.18,1,39.59098468,33.59108627,2.390654758,-2.758128569,2.519146021,-2.524343546,2.521744783,,
44,44,2,45.18,1,39.59412733,33.59283865,2.392186597,-2.755028568,2.521745901,-2.524422708,2.523084305,,
45,45,2,46.18,1,39.59290693,33.59406576,2.387474105,-2.753435448,2.520709525,-2.524327713,2.522518619,,
46,46,2,47.18,1,39.59267894,33.5954158,2.385057695,-2.752025612,2.52165817,-2.524994727,2.523326448,,
47,47,2,48.18,1,39.59332267,33.59661609,2.382492088,-2.751049772,2.522653382,-2.524615678,2.52363453,,
48,48,2,49.18,1,39.59086845,33.59771133,2.376922406,-2.748077363,2.520770247,-2.52490532,2.522837784,,
49,49,2,50.18,1,39.58912948,33.60027284,2.374624647,-2.746299654,2.521409321,-2.524972934,2.523191127,,
50,50,2,51.18,1,39.58992073,33.6023292,2.373166569,-2.74440255,2.522386651,-2.524898242,2.523642446,,
51,51,2,52.18,1,39.58861986,33.60310033,2.370645106,-2.741868235,2.521630789,-2.524830255,2.523230522,,
52,52,2,53.18,1,39.58940664,33.60467166,2.368382178,-2.74032373,2.522442716,-2.524880733,2.523661725,,
53,53,2,54.18,1,39.59144512,33.60522598,2.365941927,-2.738929726,2.524142008,-2.525205951,2.524673979,,
54,54,2,55.18,1,39.59033648,33.60684648,2.364156023,-2.736580931,2.52529126,-2.524928789,2.525110024,,
55,55,2,56.18,1,39.58843658,33.6076355,2.358571999,-2.734504826,2.522747259,-2.525176707,2.523961983,,
56,56,2,57.18,1,39.58774367,33.60981927,2.356815152,-2.733306028,2.524271275,-2.525347325,2.5248093,,
57,57,2,58.18,1,39.5900772,33.61072675,2.358080633,-2.731678076,2.527490485,-2.525398362,2.526444423,,
58,58,2,59.18,1,39.58861539,33.61122966,2.355301566,-2.730247006,2.527051832,-2.525634732,2.526343282,,
59,59,2,60.18,1,39.5870463,33.61299321,2.352457121,-2.729266696,2.52654929,-2.524965297,2.525757294,,
60,60,2,61.18,1,39.58819518,33.61341119,2.34891288,-2.726455219,2.528006624,-2.525360364,2.526683494,,
61,61,2,62.18,1,39.58473066,33.6147143,2.346439846,-2.725501172,2.525855269,-2.525712031,2.52578365,,
62,62,2,63.18,1,39.58321968,33.61622975,2.341684699,-2.72336714,2.524446736,-2.52536055,2.524903643,,
63,63,2,64.18,1,39.58694348,33.61728922,2.342922986,-2.721461095,2.5300153,-2.525540109,2.527777705,,
64,64,2,65.18,1,39.58756486,33.61808271,2.340837382,-2.721587569,2.530086267,-2.525870915,2.527978591,,
65,65,2,66.18,1,39.5808951,33.61930311,2.334631048,-2.72044111,2.526619698,-2.525804605,2.526212152,,
66,66,2,67.18,1,39.58515087,33.61959592,2.335411869,-2.717669867,2.530605014,-2.525534335,2.528069674,,
67,67,2,68.18,1,39.57894603,33.62068445,2.331054397,-2.717009559,2.52653085,-2.525912266,2.526221558,,
68,68,2,69.18,1,39.58066264,33.62224237,2.328533307,-2.715593763,2.52822623,-2.525839436,2.527032833,,
69,69,2,70.18,1,39.57954058,33.623617,2.326023765,-2.714234032,2.528640855,-2.525788959,2.527214907,,
70,70,2,71.18,1,39.57445333,33.62337336,2.318684198,-2.714097127,2.523654926,-2.526150498,2.524902712,,
71,71,2,72.18,1,39.58094874,33.62427637,2.3230616,-2.711463906,2.530460286,-2.525989938,2.528225112,,
72,72,2,73.18,1,39.57208404,33.62525091,2.314279415,-2.708541043,2.524533163,-2.525568794,2.525050979,,
73,73,2,74.18,1,39.57794467,33.62609134,2.319372259,-2.70688422,2.530039142,-2.525991801,2.528015471,,
74,74,2,75.18,1,39.57681814,33.62786159,2.316331677,-2.707100846,2.529685799,-2.525443438,2.527564618,,
75,75,2,76.18,1,39.57432816,33.62876684,2.312098257,-2.704870142,2.529113221,-2.52518453,2.527148876,,
76,76,2,77.18,1,39.56967005,33.62892777,2.306340076,-2.705658227,2.525808516,-2.525767538,2.525788027,,
77,77,2,78.18,1,39.56261584,33.63093719,2.300743386,-2.702198364,2.521843131,-2.525328326,2.523585729,,
78,78,2,79.18,1,39.56443081,33.63079861,2.29983665,-2.701112814,2.52394345,-2.524812001,2.524377725,,
79,79,2,80.18,1,39.56353674,33.63158316,2.297763899,-2.700375766,2.523448359,-2.525724511,2.524586435,,
80,80,2,81.18,1,39.56533829,33.63234982,2.296733856,-2.700017393,2.525869425,-2.525527257,2.525698341,,
81,81,2,82.18,1,39.56283489,33.6332506,2.292885445,-2.696508728,2.525198127,-2.525298524,2.525248326,,
82,82,2,83.18,1,39.55964753,33.63391892,2.289570123,-2.696138062,2.522784698,-2.525424066,2.524104382,,
83,83,2,84.18,1,39.5640553,33.63505885,2.291342244,-2.694026567,2.527686621,-2.52544232,2.526564471,,
84,84,2,85.18,1,39.56030914,33.63662795,2.286015637,-2.692361362,2.524499822,-2.524890977,2.5246954,,
85,85,2,86.18,1,39.56021974,33.63801152,2.283715084,-2.691883966,2.524669136,-2.525119151,2.524894144,,
86,86,2,87.18,1,39.56270078,33.63921851,2.284739539,-2.689490467,2.52806716,-2.525173913,2.526620536,,
87,87,2,88.18,1,39.56005433,33.63980413,2.280857041,-2.688672766,2.526441443,-2.525094378,2.525767911,,
88,88,2,89.18,1,39.55857912,33.64090384,2.276565693,-2.686936036,2.525378059,-2.525353472,2.525365766,,
89,89,2,90.18,1,39.55853889,33.64123464,2.275700867,-2.687165141,2.526134293,-2.524944994,2.525539643,,
90,90,2,91.18,1,39.55756435,33.64190743,2.273316868,-2.683706582,2.526377927,-2.525053959,2.525715943,,
91,91,2,92.18,1,39.55671945,33.64255116,2.272549272,-2.68272236,2.526022348,-2.525190491,2.525606419,,
92,92,2,93.18,1,39.55551246,33.64398391,2.267602272,-2.682857774,2.525564696,-2.524454373,2.525009535,,
93,93,2,94.18,1,39.55302695,33.64433259,2.264330722,-2.681042813,2.523805241,-2.525141131,2.524473186,,
94,94,2,95.18,1,39.55245474,33.64576757,2.263173088,-2.679083496,2.524742524,-2.525160875,2.5249517,,
95,95,2,96.18,1,39.55240557,33.64622131,2.263329737,-2.678252012,2.525870542,-2.525334473,2.525602508,,
96,96,2,97.18,1,39.54978594,33.64686952,2.25731954,-2.677226812,2.524042915,-2.524993237,2.524518076,,
97,97,2,98.18,1,39.54679528,33.64766524,2.254002914,-2.677645907,2.522938925,-2.525051351,2.523995138,,
98,98,2,99.18,1,39.54777429,33.64888788,2.254757471,-2.673933096,2.525035705,-2.524803992,2.524919848,,
99,99,2,100.18,1,39.54594591,33.64992276,2.249764465,-2.672809549,2.522973012,-2.524762269,2.52386764,,
100,100,2,101.18,1,39.54388508,33.65048603,2.248336747,-2.6719179,2.523758117,-2.524834539,2.524296328,,
101,101,2,102.18,1,39.54551229,33.65159244,2.247053757,-2.670944296,2.524788346,-2.525018196,2.524903271,,
102,102,2,103.18,1,39.54389402,33.65197689,2.242830209,-2.668940276,2.524325664,-2.524748112,2.524536888,,
103,103,2,104.18,1,39.5449982,33.65330011,2.243493125,-2.668404579,2.525232028,-2.524765435,2.524998731,,
104,104,2,105.18,1,39.5416365,33.65348116,2.238102444,-2.668392099,2.523633133,-2.52516907,2.524401102,,
105,105,2,106.18,1,39.53958014,33.65381197,2.234746702,-2.666128799,2.523752342,-2.525205206,2.524478774,,
106,106,2,107.18,1,39.54052338,33.65459651,2.235495858,-2.664943226,2.524906996,-2.525726187,2.525316592,,
107,107,2,108.18,1,39.53879336,33.65520001,2.233226225,-2.666409314,2.524558495,-2.525257546,2.524908021,,
108,108,2,109.18,1,39.53776965,33.65606949,2.229074575,-2.66276598,2.524331811,-2.525221783,2.524776797,,
109,109,2,110.18,1,39.53778306,33.65588174,2.228955366,-2.661591582,2.525211352,-2.525648143,2.525429747,,
110,110,2,111.18,1,39.53742543,33.65723849,2.227786742,-2.660681866,2.525106672,-2.525649819,2.525378245,,
111,111,2,112.18,1,39.53566858,33.65806103,2.225788124,-2.659841999,2.52508134,-2.525348815,2.525215078,,
112,112,2,113.18,1,39.53320542,33.65882323,2.222853899,-2.658741549,2.524519193,-2.525037381,2.524778287,,
113,113,2,114.18,1,39.53284779,33.65886793,2.220502496,-2.657549456,2.524609718,-2.525495964,2.525052841,,
114,114,2,115.18,1,39.52967832,33.65928144,2.216010541,-2.656891942,2.523133944,-2.525687258,2.524410601,,
115,115,2,116.18,1,39.5300583,33.65982459,2.214901336,-2.65517123,2.523931715,-2.525320131,2.524625923,,
116,116,2,117.18,1,39.53036228,33.65998552,2.213903703,-2.654352412,2.524753514,-2.525809448,2.525281481,,
117,117,2,118.18,1,39.52837297,33.66068736,2.208846994,-2.652513608,2.523680072,-2.525479759,2.524579916,,
118,118,2,119.18,1,39.52859649,33.66186753,2.209984325,-2.651116438,2.525100897,-2.525386255,2.525243576,,
119,119,2,120.18,1,39.52611098,33.66251797,2.205410227,-2.650642954,2.523917186,-2.524845529,2.524381358,,
120,120,2,121.18,1,39.52584723,33.66186977,2.202462591,-2.649925463,2.523692551,-2.525429654,2.524561103,,
121,121,2,122.18,1,39.52455083,33.6627996,2.201519907,-2.648435533,2.524349506,-2.525171492,2.524760499,,
122,122,2,123.18,1,39.52300409,33.66407142,2.200845443,-2.647338435,2.524148341,-2.52502397,2.524586155,,
123,123,2,124.18,1,39.52382216,33.66435081,2.197840996,-2.646473609,2.525029744,-2.524777915,2.52490383,,
124,124,2,125.18,1,39.52097008,33.66460786,2.193453722,-2.646205202,2.523669082,-2.525292005,2.524480543,,
125,125,2,126.18,1,39.52158699,33.66529406,2.19412148,-2.643471956,2.52456073,-2.525064203,2.524812467,,
126,126,2,127.18,1,39.51937416,33.66625965,2.190468274,-2.641490102,2.523731853,-2.524962875,2.524347364,,
127,127,2,128.18,1,39.51874384,33.66755382,2.187747508,-2.641795203,2.524093579,-2.524741034,2.524417307,,
128,128,2,129.18,1,39.51724181,33.66674692,2.184114605,-2.641334385,2.523176412,-2.525389794,2.524283103,,
129,129,2,130.18,1,39.51717475,33.6664787,2.183175646,-2.637903392,2.524653676,-2.52531119,2.524982433,,
130,130,2,131.18,1,39.51589176,33.66849259,2.182335407,-2.636299841,2.524482313,-2.525330003,2.524906158,,
131,131,2,132.18,1,39.51316038,33.66891951,2.179654129,-2.637536824,2.523602586,-2.525391843,2.524497214,,
132,132,2,133.18,1,39.51255241,33.66839648,2.1762155,-2.636405639,2.523253153,-2.525677386,2.52446527,,
133,133,2,134.18,1,39.51168069,33.66904915,2.174069732,-2.635182068,2.523931529,-2.525681111,2.52480632,,
134,134,2,135.18,1,39.50885096,33.6700371,2.171142772,-2.633480169,2.523365657,-2.52534509,2.524355374,,
135,135,2,136.18,1,39.50697789,33.6705646,2.167259715,-2.631644905,2.522223111,-2.525091212,2.523657161,,
136,136,2,137.18,1,39.50855592,33.6712955,2.169540897,-2.632390894,2.524755749,-2.525040548,2.524898148,,
137,137,2,138.18,1,39.5065532,33.67107198,2.164382674,-2.630717121,2.522962767,-2.525688935,2.524325851,,
138,138,2,139.18,1,39.50679907,33.67152125,2.162733115,-2.628038637,2.524519193,-2.525352913,2.524936053,,
139,139,2,140.18,1,39.50394252,33.67248461,2.159941383,-2.627574839,2.522663812,-2.525800134,2.524231973,,
140,140,2,141.18,1,39.50311551,33.67243097,2.157245576,-2.62636859,2.522290352,-2.525291073,2.523790713,,
141,141,2,142.18,1,39.50312445,33.67277518,2.154295333,-2.624892443,2.523159276,-2.525572147,2.524365711,,
142,142,2,143.18,1,39.50217673,33.67395089,2.151514031,-2.624825388,2.523068752,-2.525423508,2.52424613,,
143,143,2,144.18,1,39.5041258,33.67488742,2.152240835,-2.622160316,2.525376755,-2.525282319,2.525329537,,
144,144,2,145.18,1,39.50126478,33.67456779,2.147555724,-2.621926367,2.523819584,-2.525148395,2.524483989,,
145,145,2,146.18,1,39.49987003,33.67521152,2.147337981,-2.62070559,2.523537393,-2.525025274,2.524281334,,
146,146,2,147.18,1,39.50134078,33.67621735,2.145080268,-2.619627304,2.524741034,-2.52532367,2.525032352,,
147,147,2,148.18,1,39.5014883,33.67655486,2.143218741,-2.617539279,2.525981556,-2.525325905,2.525653731,,
148,148,2,149.18,1,39.49921736,33.67722318,2.139639109,-2.616669796,2.525050233,-2.525102201,2.525076217,,
149,149,2,150.18,1,39.49801484,33.67704213,2.138665691,-2.616067789,2.525143179,-2.525375638,2.525259409,,
150,150,2,151.18,1,39.49730852,33.67858217,2.136392333,-2.614453435,2.525556873,-2.52452236,2.525039616,,
151,151,2,152.18,1,39.49582437,33.67979587,2.131694555,-2.613404207,2.52488185,-2.524743083,2.524812467,,
152,152,2,153.18,1,39.49440727,33.67932425,2.129417658,-2.610730939,2.524555701,-2.525127906,2.524841803,,
153,153,2,154.18,1,39.49221233,33.67974446,2.128522657,-2.609520219,2.52471682,-2.524768788,2.524742804,,
154,154,2,155.18,1,39.49218103,33.67953212,2.127154171,-2.608372271,2.525180805,-2.524840686,2.525010745,,
155,155,2,156.18,1,39.48822477,33.68118168,2.12207865,-2.607597597,2.523576136,-2.524467784,2.52402196,,
156,156,2,157.18,1,39.48881933,33.68109674,2.118760161,-2.606260031,2.523971203,-2.523865964,2.523918583,,
157,157,2,158.18,1,39.48572585,33.68137167,2.115566842,-2.605338208,2.523498464,-2.524293254,2.523895859,,
158,158,2,159.18,1,39.48646793,33.68192599,2.116081677,-2.603128739,2.524502802,-2.524217072,2.524359937,,
159,159,2,160.18,1,39.48506424,33.6823462,2.111180872,-2.602785267,2.523903217,-2.524231042,2.524067129,,
160,160,2,161.18,1,39.47679409,33.68176729,2.10307464,-2.600568347,2.518516447,-2.524572279,2.521544363,,
161,161,2,162.18,1,39.48071906,33.68311287,2.104347385,-2.600293234,2.523220371,-2.525078732,2.524149551,,
162,162,2,163.18,1,39.48045084,33.68372754,2.102385089,-2.59817671,2.524502802,-2.5253097,2.524906251,,
163,163,2,164.18,1,39.47719642,33.68311957,2.097861655,-2.597121894,2.522785443,-2.526360604,2.524573024,,
164,164,2,165.18,1,39.46882346,33.68391753,2.091776021,-2.596019022,2.517736743,-2.526473667,2.522105205,,
165,165,2,166.18,1,39.46933308,33.68463949,2.088561468,-2.593343705,2.519101131,-2.527108456,2.523104794,,
166,166,2,167.18,1,39.4742147,33.68702889,2.091450617,-2.591673285,2.52400678,-2.526121441,2.52506411,,
167,167,2,168.18,1,39.46625301,33.68839905,2.083877102,-2.590182982,2.519157942,-2.526284422,2.522721182,,
168,168,2,169.18,1,39.46629772,33.68848399,2.081154659,-2.587372065,2.521446946,-2.525695826,2.523571386,,
169,169,2,170.18,1,39.46375409,33.68903161,2.075394616,-2.58632917,2.520239766,-2.52546579,2.522852778,,
170,170,2,171.18,1,39.46298072,33.68977369,2.074529044,-2.584727108,2.521235909,-2.524529438,2.522882673,,
171,171,2,172.18,1,39.46391949,33.69077057,2.072001062,-2.582377754,2.522850263,-2.524427179,2.523638721,,
172,172,2,173.18,1,39.46227887,33.69070575,2.069452964,-2.582802065,2.523555461,-2.524843294,2.524199377,,
173,173,2,174.18,1,39.46099141,33.691535,2.065781318,-2.579488978,2.523777302,-2.52518006,2.524478681,,
174,174,2,175.18,1,39.4561232,33.69237543,2.058861032,-2.578102984,2.521255094,-2.525940578,2.523597836,,
175,175,2,176.18,1,39.45537218,33.6944899,2.057485096,-2.577227168,2.522644255,-2.525754686,2.52419947,,
176,176,2,177.18,1,39.45443788,33.69426862,2.054386027,-2.575992979,2.523808967,-2.525438409,2.524623688,,
177,177,2,178.18,1,39.45212671,33.69540856,2.050296217,-2.572047897,2.523918863,-2.525633986,2.524776425,,
178,178,2,179.18,1,39.45133546,33.69631157,2.04752218,-2.570855245,2.525838877,-2.525006648,2.525422763,,
179,179,2,180.18,1,39.44461652,33.69742916,2.041222528,-2.569628134,2.523996721,-2.524506714,2.524251717,,
180,180,2,181.18,1,39.44479087,33.69769291,2.039001696,-2.565539815,2.527457889,-2.52403267,2.52574528,,
181,181,2,182.18,1,39.44020876,33.69775996,2.032543346,-2.563033067,2.525705885,-2.523736324,2.524721104,,
182,182,2,183.18,1,39.43635532,33.69909213,2.027654648,-2.56117247,2.52519701,-2.524066943,2.524631976,,
183,183,2,184.18,1,39.4351215,33.69931341,2.023513243,-2.558352984,2.527374256,-2.524933073,2.526153664,,
184,184,2,185.18,1,39.43227389,33.70105237,2.01863274,-2.556786872,2.528259571,-2.52566472,2.526962146,,
185,185,2,186.18,1,39.42902395,33.70115072,2.014589123,-2.552923746,2.528133284,-2.526295971,2.527214627,,
186,186,2,187.18,1,39.42200997,33.70251194,2.00527627,-2.55200807,2.525207441,-2.527007874,2.526107657,,
187,187,2,188.18,1,39.41485741,33.70406315,1.996240206,-2.547796257,2.523052733,-2.527171228,2.52511198,,
188,188,2,189.18,1,39.41059717,33.70517851,1.990645938,-2.543802559,2.523561235,-2.527529042,2.525545138,,
189,189,2,190.18,1,39.40238961,33.70633409,1.979310252,-2.540563978,2.518213022,-2.528225298,2.52321916,,
190,190,2,191.18,1,39.40738299,33.70822505,1.980035938,-2.536881343,2.528050582,-2.528635825,2.528343204,,
191,191,2,192.18,1,39.3914462,33.71029259,1.965478621,-2.532678097,2.520058531,-2.528407838,2.524233184,,
192,192,2,193.18,1,39.38560792,33.71174545,1.957495883,-2.528210171,2.519285719,-2.527844201,2.52356496,,
193,193,2,194.18,1,39.38083806,33.71430472,1.947085001,-2.526048757,2.519661415,-2.526174899,2.522918157,,
194,194,2,195.18,1,39.37687733,33.71547595,1.941117644,-2.519878,2.523026656,-2.525204833,2.524115744,,
195,195,2,196.18,1,39.36670729,33.71787653,1.930562221,-2.513242885,2.522129047,-2.52506439,2.523596718,,
196,196,2,197.18,1,39.35875454,33.71912823,1.920341514,-2.509249747,2.522465441,-2.52568167,2.524073555,,
197,197,2,198.18,1,39.34988537,33.72120024,1.9075308,-2.505008876,2.523887757,-2.526056621,2.524972189,,
198,198,2,199.18,1,39.34501269,33.72422219,1.898787543,-2.497885749,2.530224289,-2.526338439,2.528281364,,
199,199,2,200.18,1,39.33061817,33.72626291,1.881938055,-2.49021966,2.531656291,-2.526180114,2.528918202,,
200,200,2,201.18,1,39.31118556,33.72751684,1.861502044,-2.486003377,2.531462017,-2.526327077,2.528894547,,
201,201,2,202.18,1,39.28610691,33.73064385,1.834705658,-2.478743345,2.530856844,-2.526487264,2.528672054,,
202,202,2,203.18,1,39.25544926,33.73381779,1.802946255,-2.471511252,2.529145818,-2.526208613,2.527677215,,
203,203,2,204.18,1,39.21403148,33.73586298,1.761298999,-2.461151592,2.528479363,-2.525556128,2.527017746,,
204,204,2,205.18,1,39.16600205,33.7391688,1.71067398,-2.451386116,2.533282008,-2.523612458,2.528447233,,
205,205,2,206.18,1,39.10309531,33.74381796,1.648307592,-2.441530116,2.539247129,-2.521901991,2.53057456,,
206,206,2,207.18,1,39.02301348,33.7503782,1.570685394,-2.428258955,2.541252825,-2.525136846,2.533194836,,
207,207,2,208.18,1,38.91977078,33.75806049,1.464727614,-2.41344627,2.562699322,-2.525227557,2.543963439,,
