Total Cycles,Elapsed Cycles,Step,PC:Cycle Start Time (s),PC:Frequency (Hz),"Position(8800 (0,1):Position):Maximum (mm)","Position(8800 (0,1):Position):Minimum (mm)","Load(8800 (0,1):Load):Maximum (kN)","Load(8800 (0,1):Load):Minimum (kN)","Strain(8800 (0,1):Axial Strain):Maximum (%)","Strain(8800 (0,1):Axial Strain):Minimum (%)","Strain(8800 (0,1):Axial Strain):Amplitude (%)",width,thickness
34,34,2,35.215,1,40.15724373,33.08623416,2.442351542,-3.053526767,3.155571645,-3.157043508,3.156307576,,
35,35,2,36.215,1,40.15386414,33.08995126,2.431179024,-3.046534956,3.155769831,-3.156076422,3.155923126,,
36,36,2,37.215,1,40.15031022,33.09335096,2.421370149,-3.039294668,3.155963173,-3.153996965,3.154980069,,
37,37,2,38.215,1,40.14862936,33.09741004,2.411101758,-3.03156171,3.156709349,-3.152506849,3.154608099,,
38,38,2,39.215,1,40.14512014,33.10056387,2.398828231,-3.023767844,3.156337938,-3.152992627,3.154665282,,
39,39,2,40.215,1,40.14035922,33.10485093,2.387736179,-3.015951253,3.154519996,-3.154822489,3.154671243,,
40,40,2,41.215,1,40.14245581,33.10808299,2.379474044,-3.009073064,3.157353824,-3.15723983,3.157296827,,
41,41,2,42.215,1,40.14255863,33.11271427,2.369697206,-3.001749143,3.158460981,-3.157377666,3.157919323,,
42,42,2,43.215,1,40.14142316,33.11655654,2.355587669,-2.99504865,3.155987015,-3.155737793,3.155862404,,
43,43,2,44.215,1,40.14752519,33.12100677,2.346955799,-2.985703759,3.157290494,-3.153850934,3.155570714,,
44,44,2,45.215,1,40.15933585,33.12270327,2.330775373,-2.977712452,3.154259971,-3.156115165,3.155187568,,
45,45,2,46.215,1,43.91506341,31.0599794,2.282311209,-3.70124355,3.079309923,-3.095195119,3.087252521,,
46,46,2,47.215,1,55.73977455,31.07176994,0.023742067,-3.616089746,1.143101342,-3.020321812,2.081711577,,
