"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,1) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (kN)","Strain(8800 (0,1):Axial Strain) (%)","Strain(8800 (0,1):Transverse Strain) (%)",
10.89,5.67,1,1,2,0,30.7690222948039,0.527395633980632,0.399704796138104,0.171725620550391,
10.901,5.681,1,1,2,0,30.7695766180225,0.528694503009319,0.400543731526741,0.172046166461062,
10.912,5.692,1,1,2,0,30.7707389086421,0.528868334367871,0.401381176799234,0.172213929470346,
10.923,5.703,1,1,2,0,30.7716441542208,0.528914527967572,0.401995290914761,0.172698670852758,
10.934,5.714,1,1,2,0,30.773143956155,0.530409254133701,0.403339655072729,0.172793982676695,
10.945,5.725,1,1,2,0,30.7735731096145,0.530908117070794,0.403722242392502,0.173111085292424,
10.956,5.736,1,1,2,0,30.7747979851137,0.533050950616598,0.404856313909756,0.173704627695457,
10.966,5.746,1,1,2,0,30.7762709649566,0.534110562875867,0.405801652904245,0.173983286100637,
10.977,5.757,1,1,2,0,30.7770979794359,0.534706842154264,0.407190953377157,0.174536236671017,
10.988,5.768,1,1,2,0,30.777980873272,0.536021729931235,0.407555286774176,0.174713814845783,
10.998,5.778,1,1,2,0,30.7789643499501,0.53726676851511,0.408111332926247,0.175032923092071,
11.009,5.789,1,1,2,0,30.7802585158516,0.53875301964581,0.408614666219751,0.174818320622197,
11.02,5.8,1,1,2,0,30.7793778571898,0.539093557745218,0.409131643389191,0.175422902867779,
11.031,5.811,1,1,2,0,30.7814923320478,0.539156189188361,0.410161825871585,0.175772113321404,
11.042,5.822,1,1,2,0,30.7823037003072,0.539293419569731,0.410941342879011,0.175816006457455,
11.053,5.833,1,1,2,0,30.7831217740895,0.54083438590169,0.410729606688284,0.175970457759486,
11.064,5.844,1,1,2,0,30.7846059298038,0.542396260425448,0.411918672804449,0.176654164792984,
11.075,5.855,1,1,2,0,30.7846506332891,0.543410889804363,0.412975677377421,0.176960245315107,
11.086,5.866,1,1,2,0,30.7866265273425,0.542972795665264,0.412993791601787,0.177332121168949,
11.097,5.877,1,1,2,0,30.7862241959741,0.542865926399827,0.413584715784836,0.177391047659726,
11.107,5.887,1,1,2,0,30.7877709365679,0.544834695756435,0.41466723859676,0.177725419996999,
11.118,5.898,1,1,2,0,30.7884593702426,0.546525465324521,0.414903002910297,0.177761077623496,
11.129,5.909,1,1,2,0,30.7900374032762,0.548106571659446,0.416187063930593,0.178284582697431,
11.14,5.92,1,1,2,0,30.7900575198446,0.548608647659421,0.416403829263303,0.178175763927867,
11.151,5.931,1,1,2,0,30.7910812296596,0.548523059114814,0.417181902720714,0.178720656478123,
11.162,5.942,1,1,2,0,30.7920356490722,0.549855269491673,0.417941442858595,0.178852619869366,
11.173,5.953,1,1,2,0,30.7921451726114,0.550658442080021,0.418687665083445,0.179203356732089,
11.184,5.964,1,1,2,0,30.7936852076823,0.551788695156574,0.419200497867362,0.179396997700274,
11.195,5.975,1,1,2,0,30.7937232056449,0.553184049203992,0.420154684426451,0.179859978878562,
11.206,5.986,1,1,2,0,30.7946239808751,0.554307224228978,0.420890056743134,0.179732186488925,
11.216,5.996,1,1,2,0,30.795421938089,0.552176730707288,0.421955163822634,0.180638589510309,
11.227,6.007,1,1,2,0,30.7966334025425,0.555011164397001,0.423428329894732,0.181158473799871,
11.238,6.018,1,1,2,0,30.798877517508,0.557363545522094,0.42425026864611,0.181301690020979,
11.248,6.028,1,1,2,0,30.7986763518239,0.559617625549436,0.424933766294556,0.182136973027741,
11.259,6.039,1,1,2,0,30.8007684749392,0.560209015384316,0.425927999724995,0.181916335917244,
11.27,6.05,1,1,2,0,30.8012155097929,0.561001664027572,0.426655921460961,0.182510996503687,
11.281,6.061,1,1,2,0,30.8018771213763,0.561913847923279,0.427273481470069,0.182702773832857,
11.292,6.072,1,1,2,0,30.8029500050252,0.563544174656272,0.428227155801734,0.18313554631015,
11.303,6.083,1,1,2,0,30.8037926657244,0.564489187672734,0.42853584267403,0.183486300921816,
11.314,6.094,1,1,2,0,30.8046867354318,0.564497662708163,0.42913906031526,0.18363368814453,
11.325,6.105,1,1,2,0,30.8061239524865,0.564954150468111,0.429844723441336,0.183525242102769,
11.336,6.116,1,1,2,0,30.806702862622,0.565200205892324,0.430435787322773,0.183812810477337,
11.347,6.127,1,1,2,0,30.8073018893259,0.565520487725735,0.430800400116569,0.183978514609233,
11.357,6.137,1,1,2,0,30.8076528116861,0.566781498491764,0.43125781920641,0.184198796740869,
11.368,6.148,1,1,2,0,30.8091548487945,0.566979916766286,0.431776146793605,0.184837829684824,
11.379,6.159,1,1,2,0,30.8102277324434,0.567865604534745,0.432572287909254,0.185117482030812,
11.389,6.169,1,1,2,0,30.8110122786116,0.569676328450441,0.433404005547821,0.185079446045952,
11.4,6.18,1,1,2,0,30.8114391968969,0.571714527904987,0.434145198630688,0.185510922850405,
11.411,6.191,1,1,2,0,30.8119264648874,0.572196906432509,0.434587204331673,0.185582965810063,
11.422,6.202,1,1,2,0,30.8129367636568,0.572862336412072,0.435692311716393,0.185907079258279,
11.433,6.213,1,1,2,0,30.8141102301477,0.573440827429295,0.43696119217848,0.18646558524782,
11.444,6.224,1,1,2,0,30.8146913754576,0.574631290510297,0.437686506211196,0.18674837915672,
11.455,6.235,1,1,2,0,30.8159341323508,0.575774488970637,0.438838459122169,0.187078083521982,
11.466,6.246,1,1,2,0,30.8164996314408,0.577319320291281,0.439492620109045,0.187447616515348,
11.477,6.257,1,1,2,0,30.8175702799154,0.578945968300104,0.440625574039192,0.187731564105543,
11.488,6.268,1,1,2,0,30.819707106516,0.579647766426206,0.441645279142454,0.188343050689954,
11.498,6.278,1,1,2,0,30.8203888346679,0.579914078116417,0.442312245814937,0.188690468500335,
11.509,6.289,1,1,2,0,30.8211912622303,0.581410713493824,0.443356817231338,0.189015717880904,
11.52,6.3,1,1,2,0,30.8225010743516,0.583426095545292,0.444684510714953,0.189621400560952,
11.531,6.311,1,1,2,0,30.8225636592312,0.584455812349916,0.4450473074297,0.189817739368474,
11.542,6.322,1,1,2,0,30.8242333344097,0.585122872143984,0.445694064401989,0.1900933627044,
11.553,6.333,1,1,2,0,30.8243383876003,0.584267172962427,0.446290064293151,0.189833695668236,
11.564,6.344,1,1,2,0,30.8259678296421,0.585058284923434,0.446516748211439,0.190266379400814,
11.575,6.355,1,1,2,0,30.8272530548464,0.586408749222755,0.447200478690533,0.190668357461993,
11.586,6.366,1,1,2,0,30.8272351734523,0.587883731350303,0.447606116244397,0.191032175295711,
11.597,6.377,1,1,2,0,30.8285740428391,0.589353451505303,0.448313176354358,0.191132190589544,
11.607,6.387,1,1,2,0,30.8290814273981,0.58744209818542,0.449079747977789,0.19146368759805,
11.618,6.398,1,1,2,0,30.8306147569462,0.587705057114363,0.449588902037477,0.191509941343522,
11.629,6.409,1,1,2,0,30.8306505197345,0.589445466175675,0.450510073210768,0.191768738681479,
11.639,6.419,1,1,2,0,30.8313233071893,0.591583549976349,0.450977457452317,0.192027695759923,
11.65,6.43,1,1,2,0,30.8319916242956,0.591594725847244,0.451937744174368,0.192488582562936,
11.661,6.441,1,1,2,0,30.8334355468731,0.593084050342441,0.452867856044518,0.192737121011836,
11.672,6.452,1,1,2,0,30.8340993936308,0.594292720779777,0.453554613322028,0.192733571223235,
11.683,6.463,1,1,2,0,30.8352572139019,0.595731381326914,0.454255061041603,0.19349138009378,
11.694,6.474,1,1,2,0,30.8372241672581,0.597559753805399,0.455125661398283,0.193352530112651,
11.705,6.485,1,1,2,0,30.8384959814169,0.598413776606321,0.455885015271646,0.193651120580825,
11.716,6.496,1,1,2,0,30.8385987994333,0.598220573738217,0.45700846971138,0.194130927757082,
11.727,6.507,1,1,2,0,30.8399399039943,0.598599249497056,0.457026863332523,0.194442794434624,
11.738,6.518,1,1,2,0,30.8396761534307,0.599352875724435,0.457891270393982,0.194968411632776,
11.748,6.528,1,1,2,0,30.8413502989578,0.600573280826211,0.458780916297618,0.194931671320756,
11.759,6.539,1,1,2,0,30.8415984033016,0.600649416446686,0.458996517477091,0.19481681791057,
11.771,6.551,1,1,2,0,30.8423136590675,0.602396251633763,0.460172638209262,0.19554624622125,
11.782,6.562,1,1,2,0,30.8434714793386,0.602677883580327,0.460877276880491,0.195658579281529,
11.793,6.573,1,1,2,0,30.844365549046,0.602965848520398,0.461816841674925,0.196020568974118,
11.804,6.584,1,1,2,0,30.845190328351,0.60398057103157,0.462691493284869,0.196724208070611,
11.815,6.595,1,1,2,0,30.8457021832585,0.604883348569274,0.463485445792432,0.196855869729823,
11.825,6.605,1,1,2,0,30.8471170485705,0.607951916754246,0.46440601160604,0.197275224006204,
11.836,6.616,1,1,2,0,30.8482234598334,0.608372548595071,0.465301059180695,0.19742752768613,
11.847,6.627,1,1,2,0,30.8483933330778,0.609460938721895,0.466210076594193,0.197807763292128,
11.857,6.637,1,1,2,0,30.8502373518493,0.611115805804729,0.466963376870723,0.198361565811773,
11.868,6.648,1,1,2,0,30.8515248122279,0.611940305680037,0.467440912528498,0.198385615629545,
11.879,6.659,1,1,2,0,30.851958436036,0.613459339365363,0.46829623919471,0.199034286249551,
11.889,6.669,1,1,2,0,30.8524054708897,0.61144414357841,0.4685884882233,0.19910048980696,
11.9,6.68,1,1,2,0,30.8534515324473,0.613434193655849,0.469697553729026,0.19952497352787,
11.911,6.691,1,1,2,0,30.8551033262317,0.614370591938496,0.470648340960663,0.19964823993704,
11.922,6.702,1,1,2,0,30.8556710604959,0.616145320236683,0.471210720106343,0.199991894971504,
11.933,6.713,1,1,2,0,30.856312555511,0.617058295756578,0.472055336562776,0.200425856627979,
11.944,6.724,1,1,2,0,30.8571149830734,0.61815264634788,0.472920674946825,0.200684955697967,
11.955,6.735,1,1,2,0,30.8590126460273,0.617870176210999,0.473809762056907,0.200800448070101,
11.966,6.746,1,1,2,0,30.8587488954636,0.619061244651675,0.474149089442398,0.201227363396202,
11.977,6.757,1,1,2,0,30.8596876686564,0.620629452168942,0.474797010567924,0.201292892493777,
11.988,6.768,1,1,2,0,30.860966188338,0.62131006270647,0.475136198255026,0.201379649327186,
11.998,6.778,1,1,2,0,30.8617730862489,0.621883431449533,0.475678786795679,0.201722186178241,
12.009,6.789,1,1,2,0,30.8633086509714,0.621839100494981,0.476439258256149,0.201591465213008,
12.029,6.809,1,1,2,0,30.8638562686671,0.624209316447377,0.477618824881901,0.202469647415014,
12.04,6.82,1,1,2,0,30.8653426595557,0.625015748664737,0.477947814586648,0.202639487050629,
12.051,6.831,1,1,2,0,30.8653672464726,0.625250767916441,0.478540880811652,0.203001121764358,
12.062,6.842,1,1,2,0,30.8671039768792,0.624926434829831,0.479409665089282,0.202974356358306,
12.072,6.852,1,1,2,0,30.866677058594,0.626959837973118,0.48013749369299,0.203206530281755,
12.083,6.863,1,1,2,0,30.8681299218685,0.627510249614716,0.48077358702163,0.203612271118852,
12.094,6.874,1,1,2,0,30.8695313761348,0.627861218526959,0.481609449045721,0.203882285788788,
12.104,6.884,1,1,2,0,30.8696118424085,0.628982065245509,0.482212433856303,0.204084836726362,
12.115,6.895,1,1,2,0,30.8704746196761,0.630688294768333,0.482965454736057,0.204695613353053,
12.126,6.906,1,1,2,0,30.8711272905625,0.632527656853199,0.483919222199981,0.204978318517238,
12.136,6.916,1,1,2,0,30.8724952172148,0.63396287150681,0.485070057523847,0.204961652259756,
12.147,6.927,1,1,2,0,30.874153716522,0.634712586179376,0.485835697824688,0.205645430289027,
12.158,6.938,1,1,2,0,30.8760938477871,0.635268492624164,0.487018104984339,0.205817754776663,
12.168,6.948,1,1,2,0,30.8758546841404,0.635980581864715,0.48748525639524,0.206096253441356,
12.179,6.959,1,1,2,0,30.8772203756184,0.638157827779651,0.488321630646755,0.206646381929798,
12.19,6.97,1,1,2,0,30.8780608011433,0.637850491330028,0.488540817418198,0.207193333357443,
12.2,6.98,1,1,2,0,30.8792387379828,0.638999696820974,0.489449881397825,0.207040443962397,
12.211,6.991,1,1,2,0,30.8780675066662,0.639975955709815,0.489984879659373,0.207288006219432,
12.222,7.002,1,1,2,0,30.8798779978236,0.64175701700151,0.491136786004217,0.207864012666776,
12.232,7.012,1,1,2,0,30.8812392189531,0.641300203278661,0.491696790277293,0.207817350695615,
12.243,7.023,1,1,2,0,30.8817913069974,0.640943832695484,0.49217590918347,0.208252572527043,
12.254,7.034,1,1,2,0,30.8826093807797,0.642409827560186,0.4932064641949,0.208596635787196,
12.264,7.044,1,1,2,0,30.8850233689897,0.643775472417474,0.49377056628737,0.208480433457342,
12.275,7.055,1,1,2,0,30.8843729332775,0.645764730870724,0.49431692668451,0.209113378513846,
12.286,7.066,1,1,2,0,30.885275943682,0.646179867908359,0.494706778320482,0.209364934283057,
12.297,7.077,1,1,2,0,30.8866595165542,0.646813167259097,0.495718008388179,0.20960268137461,
12.308,7.088,1,1,2,0,30.8873255984862,0.647231051698327,0.496050537118766,0.209515729302828,
12.319,7.099,1,1,2,0,30.8888209300718,0.648304773494601,0.496691473324871,0.210151301202897,
12.33,7.11,1,1,2,0,30.889147265515,0.649881782010198,0.497406030581678,0.210404241389663,
12.341,7.121,1,1,2,0,30.8894780713068,0.651074387133121,0.498115325865854,0.210623689320978,
12.352,7.132,1,1,2,0,30.8907409447685,0.651526264846325,0.498636959648242,0.210848621675681,
12.363,7.143,1,1,2,0,30.8912706810701,0.651347823441029,0.499780018428485,0.211363270027056,
12.373,7.153,1,1,2,0,30.8924754400008,0.652283476665616,0.500970714359182,0.211710687837438,
12.384,7.164,1,1,2,0,30.8929247100288,0.653694570064545,0.501949441268505,0.211964408977695,
12.395,7.175,1,1,2,0,30.8939528901923,0.65518394112587,0.502721461129085,0.212415942087745,
12.405,7.185,1,1,2,0,30.8956180950223,0.655967788770795,0.503608080234305,0.212735121329805,
12.416,7.196,1,1,2,0,30.8957611461755,0.656549585983157,0.504489390800764,0.213151209800673,
12.427,7.207,1,1,2,0,30.8971111914336,0.658399844542146,0.505170141047572,0.213495592541801,
12.438,7.218,1,1,2,0,30.8982958337959,0.659956922754645,0.505872544544585,0.213590939863624,
12.449,7.229,1,1,2,0,30.8994715354612,0.6618139334023,0.506510081423239,0.21393324597842,
12.46,7.24,1,1,2,0,30.9004348955709,0.661589670926332,0.507303428571118,0.214384974326842,
12.471,7.251,1,1,2,0,30.9014586053858,0.662052165716887,0.508125879549921,0.21450007622223,
12.482,7.262,1,1,2,0,30.902109041098,0.661782035604119,0.50874064559126,0.214826763267182,
12.493,7.273,1,1,2,0,30.9031103991702,0.664283102378249,0.50920979934573,0.215220381576205,
12.504,7.284,1,1,2,0,30.9034546160076,0.665236450731754,0.510592859957291,0.215472452064763,
12.514,7.294,1,1,2,0,30.9050572359581,0.664320029318333,0.511227323471399,0.215839003235704,
12.525,7.305,1,1,2,0,30.9059446001427,0.66431793384254,0.511683950937039,0.216036264988263,
12.536,7.316,1,1,2,0,30.906679972477,0.665080780163407,0.512260858715115,0.216133369455444,
12.547,7.327,1,1,2,0,30.9073840523716,0.666632456704974,0.512606612226473,0.21657153761141,
12.558,7.338,1,1,2,0,30.9076723898522,0.668031116947532,0.513556142172615,0.216639924288809,
12.569,7.349,1,1,2,0,30.9089933778449,0.669573293998837,0.514420782064722,0.217008978060713,
12.58,7.36,1,1,2,0,30.9093085374168,0.670015625655651,0.515248401883896,0.217508202580617,
12.591,7.371,1,1,2,0,30.910209312647,0.671110628172755,0.515933110251709,0.217554030351456,
12.602,7.382,1,1,2,0,30.9116286483074,0.671584159135818,0.516878775209104,0.218010479918718,
12.613,7.393,1,1,2,0,30.9118968692197,0.674001965671778,0.51818686435221,0.217866748978263,
12.623,7.403,1,1,2,0,30.913090452279,0.674785673618317,0.518683864652105,0.218256959490229,
12.634,7.414,1,1,2,0,30.9138504115303,0.676164170727134,0.519445733096459,0.218854122677635,
12.645,7.425,1,1,2,0,30.9149411765733,0.676093529909849,0.520568069949086,0.219180241756411,
12.655,7.435,1,1,2,0,30.9158777145918,0.676583172753453,0.521216363603648,0.21948848764958,
12.666,7.446,1,1,2,0,30.916619792449,0.67857475951314,0.521864331295305,0.219939488291339,
12.677,7.457,1,1,2,0,30.9185152202286,0.680533004924655,0.523225086730847,0.220782598581966,
12.688,7.468,1,1,2,0,30.9194763451641,0.680408952757716,0.523908630945423,0.220650209216091,
12.699,7.479,1,1,2,0,30.9198116213044,0.681137014180422,0.524712502038565,0.220984386314991,
12.71,7.49,1,1,2,0,30.9205514639872,0.682577909901738,0.525563032393441,0.221598677232397,
12.721,7.501,1,1,2,0,30.9228693397036,0.683898758143187,0.526307485105371,0.221823503093442,
12.732,7.512,1,1,2,0,30.9225519449575,0.685573555529118,0.526373609009226,0.221783709963225,
12.743,7.523,1,1,2,0,30.9237611742368,0.686199637129903,0.527234523610976,0.222375033748382,
12.754,7.534,1,1,2,0,30.9247893544003,0.68730185739696,0.528010967253856,0.222456678886205,
12.764,7.544,1,1,2,0,30.9253883811042,0.686266040429473,0.528720029707384,0.222747193585313,
12.775,7.555,1,1,2,0,30.9260745796047,0.687453197315335,0.529353655031162,0.222844653031354,
12.786,7.566,1,1,2,0,30.926843479553,0.6886035669595,0.53029014646105,0.223301581820076,
12.798,7.578,1,1,2,0,30.9276436719411,0.689889257773757,0.531538817222945,0.223822974769794,
12.809,7.589,1,1,2,0,30.9293021712483,0.691497279331088,0.532251279003925,0.223665452900623,
12.82,7.6,1,1,2,0,30.9301425967733,0.692235445603728,0.532659663959428,0.224056249127709,
12.831,7.611,1,1,2,0,30.9308802042819,0.691918842494488,0.533374826575918,0.224136172618061,
12.841,7.621,1,1,2,0,30.932129666698,0.692043406888843,0.534096089355369,0.224550539441458,
12.852,7.632,1,1,2,0,30.9333903049854,0.69415420293808,0.534441004676396,0.224770661832607,
12.863,7.643,1,1,2,0,30.9332852517948,0.694987317547202,0.534990904099376,0.225181709603661,
12.873,7.653,1,1,2,0,30.9351940906201,0.696281949058175,0.535676171260743,0.224946447364129,
12.884,7.664,1,1,2,0,30.9359473443485,0.696767866611481,0.536454244718154,0.225443701751359,
12.895,7.675,1,1,2,0,30.9368257678361,0.697947293519974,0.536746866275781,0.225830557713098,
12.905,7.685,1,1,2,0,30.9378517128253,0.69801015779376,0.537282004235717,0.225836006638601,
12.916,7.696,1,1,2,0,30.9380931116463,0.697564706206322,0.537817281894042,0.226168036115397,
12.927,7.707,1,1,2,0,30.9384417988322,0.698041124269366,0.538391721667255,0.226528801130918,
12.938,7.718,1,1,2,0,30.9389044799058,0.69873733446002,0.539277409449886,0.226553436663809,
12.949,7.729,1,1,2,0,30.9396085598003,0.701006781309843,0.539988893342147,0.227091265134749,
12.96,7.74,1,1,2,0,30.9406255640925,0.702034262940288,0.540960588765919,0.227890997008672,
12.971,7.751,1,1,2,0,30.9429412046346,0.704145757481456,0.542321204503074,0.22795542567178,
12.982,7.762,1,1,2,0,30.9438240984707,0.705628376454115,0.543227241684285,0.228469151078119,
12.993,7.773,1,1,2,0,30.9444164196518,0.705554103478789,0.543905151397194,0.228894912722925,
13.004,7.784,1,1,2,0,30.9456927041591,0.706880819052458,0.544821712523667,0.229398024261347,
13.014,7.794,1,1,2,0,30.9463811378338,0.709121115505695,0.545839880944656,0.229406490507161,
13.025,7.805,1,1,2,0,30.9469287555296,0.710535561665893,0.546561236856366,0.229794979371656,
13.036,7.816,1,1,2,0,30.948122338589,0.710942596197128,0.547419450622606,0.229928735406142,
13.046,7.826,1,1,2,0,30.9483570318872,0.710258400067687,0.547816473442516,0.230366033863901,
13.057,7.837,1,1,2,0,30.9500423532856,0.710890488699079,0.548612567992035,0.230808035791557,
13.068,7.848,1,1,2,0,30.9509967726983,0.712704751640558,0.549414250477091,0.231175101681845,
13.079,7.859,1,1,2,0,30.9523401124336,0.713437329977751,0.550032508978142,0.23128676028229,
13.09,7.87,1,1,2,0,30.953509108576,0.71469759568572,0.550755960365678,0.231521117325729,
13.101,7.881,1,1,2,0,30.9536342783351,0.714232446625829,0.551735059804037,0.232038037541809,
13.112,7.892,1,1,2,0,30.9550267919043,0.715878512710333,0.552016319226071,0.23197726516096,
13.123,7.903,1,1,2,0,30.9557442828445,0.716924946755171,0.552986897062736,0.232370138014377,
13.134,7.914,1,1,2,0,30.9565668269753,0.719011528417468,0.553684643946802,0.232644536673236,
13.145,7.925,1,1,2,0,30.9575614795248,0.719934608787298,0.554555756530906,0.23307684767801,
13.155,7.935,1,1,2,0,30.958770708804,0.72003286331892,0.554846375744965,0.233053774052104,
13.166,7.946,1,1,2,0,30.9596223102003,0.720302620902658,0.555575508200297,0.233160800178424,
13.177,7.957,1,1,2,0,30.9598435924529,0.721881864592433,0.555843263444784,0.23322592105031,
13.188,7.968,1,1,2,0,30.9608807133135,0.722322287037969,0.556533932277169,0.233876721543477,
13.199,7.979,1,1,2,0,30.9615914987309,0.723163969814777,0.557694686186613,0.233891577408773,
13.21,7.99,1,1,2,0,30.9620407687588,0.723726814612746,0.558381629728641,0.234495680432893,
13.221,8.001,1,1,2,0,30.9637864398625,0.723877176642418,0.558810038119818,0.234763121506094,
13.232,8.012,1,1,2,0,30.9636366831865,0.724023254588246,0.55984660016195,0.234686002348737,
13.243,8.023,1,1,2,0,30.9659679699486,0.725323986262083,0.560540994284694,0.235143374861035,
13.254,8.034,1,1,2,0,30.9664641786362,0.72668083012104,0.561131406240318,0.235524852893043,
13.264,8.044,1,1,2,0,30.966562526304,0.72824782691896,0.561860026468226,0.235479823824639,
13.275,8.055,1,1,2,0,30.9675258864137,0.728891650214791,0.562356887069733,0.236441568050312,
13.286,8.066,1,1,2,0,30.9682657290966,0.730055896565318,0.563505300954866,0.236343647131753,
13.296,8.076,1,1,2,0,30.968618886631,0.731370411813259,0.564072755808659,0.236766586694622,
13.307,8.087,1,1,2,0,30.9697521199851,0.732777267694473,0.565239330484287,0.237028046374029,
13.318,8.098,1,1,2,0,30.9715447297484,0.733593013137579,0.566207160919313,0.237419552558835,
13.329,8.109,1,1,2,0,30.972707020368,0.734033295884728,0.567175969243058,0.237837114191973,
13.34,8.12,1,1,2,0,30.9739743641783,0.734683871269226,0.568127687797285,0.238120209832904,
13.351,8.131,1,1,2,0,30.9747611455208,0.736016733571887,0.568906226915991,0.238538161942788,
13.362,8.142,1,1,2,0,30.9754965178551,0.737515557557344,0.569636849487467,0.23899691887264,
13.373,8.153,1,1,2,0,30.9762788288491,0.738830212503672,0.570583399201322,0.239048568296785,
13.384,8.164,1,1,2,0,30.9776445203271,0.739078037440777,0.571651253682462,0.239656877820398,
13.395,8.175,1,1,2,0,30.978118377272,0.739310635253787,0.572264995268954,0.239733783990439,
13.405,8.185,1,1,2,0,30.9794930094472,0.741517776623368,0.573030076776241,0.2404849547563,
13.416,8.196,1,1,2,0,30.9802395576528,0.742812687531114,0.573730012268393,0.240135318328043,
13.427,8.207,1,1,2,0,30.9815538401227,0.744253862649202,0.574530158071176,0.240816114534889,
13.437,8.217,1,1,2,0,30.982796597016,0.742626702412963,0.575104737542778,0.240644411260257,
13.448,8.228,1,1,2,0,30.982622253423,0.743242725729942,0.575349116590267,0.241064457745416,
13.459,8.239,1,1,2,0,30.9842807527303,0.744361849501729,0.575943114137861,0.241418052187963,
13.47,8.25,1,1,2,0,30.9845154460284,0.745519576594234,0.576279414724935,0.241534485254076,
13.481,8.261,1,1,2,0,30.9854877468352,0.746098253875971,0.576865775427295,0.241823846271888,
13.492,8.272,1,1,2,0,30.9856486793826,0.746217835694551,0.577192017730403,0.241913229948862,
13.503,8.283,1,1,2,0,30.9866656836747,0.747093837708235,0.577935911648779,0.24261010669807,
13.514,8.294,1,1,2,0,30.9879151460908,0.746872089803219,0.579077480312879,0.242553132591024,
13.525,8.305,1,1,2,0,30.9880984303808,0.748930498957634,0.579687682873531,0.242896272906141,
13.536,8.316,1,1,2,0,30.9885924038942,0.750043988227844,0.580458724845392,0.243383552387402,
13.546,8.326,1,1,2,0,30.9889343855572,0.752699514850974,0.58142543769331,0.243447874556853,
13.557,8.337,1,1,2,0,30.9905213592879,0.753473769873381,0.582199413331328,0.243818135256882,
13.568,8.348,1,1,2,0,30.9915540097999,0.754001084715128,0.583333298584064,0.244458676860992,
13.579,8.359,1,1,2,0,30.9924324332874,0.75573087669909,0.584267787670385,0.244781707623685,
13.59,8.37,1,1,2,0,30.9944664418717,0.756680080667138,0.584903974131284,0.244947110023549,
13.601,8.381,1,1,2,0,30.9947816014436,0.758120371028781,0.586019512329007,0.245138372633372,
13.612,8.392,1,1,2,0,30.9965093911531,0.758655602112412,0.586736816987453,0.245611949930633,
13.623,8.403,1,1,2,0,30.9967597306712,0.758909247815609,0.587378311987112,0.245625882850892,
13.634,8.414,1,1,2,0,30.9977946163575,0.75888461433351,0.587730724454985,0.246202297523925,
13.645,8.425,1,1,2,0,30.9991088988274,0.760407093912363,0.588984750321769,0.246395512517479,
13.655,8.435,1,1,2,0,31.000121432771,0.762182613834739,0.589681007089692,0.246324357004971,
13.666,8.446,1,1,2,0,30.999788391805,0.762967066839337,0.590446693956663,0.246541107096949,
13.677,8.457,1,1,2,0,31.001453596635,0.76275896281004,0.590870026639727,0.247459064680229,
13.687,8.467,1,1,2,0,31.0018894556174,0.764748128131032,0.591445584000049,0.24719494265937,
13.698,8.478,1,1,2,0,31.0037938240941,0.76614455319941,0.592143889677668,0.247758010127264,
13.709,8.489,1,1,2,0,31.0040911022718,0.767592852935195,0.592606757004658,0.248101931395873,
13.72,8.5,1,1,2,0,31.0047661249009,0.767782842740417,0.593264224186727,0.248147297694194,
13.731,8.511,1,1,2,0,31.0049024705313,0.767803331837058,0.594185069397112,0.248441326684016,
13.742,8.522,1,1,2,0,31.0060468797567,0.768265407532454,0.595066566228089,0.249047967806987,
13.753,8.533,1,1,2,0,31.0070616488746,0.769865652546287,0.596228670555288,0.24927886380654,
13.764,8.544,1,1,2,0,31.0087939089327,0.771620264276862,0.597216012198564,0.249980337531987,
13.775,8.555,1,1,2,0,31.0089168435175,0.772949820384383,0.598031990485369,0.2500710168818,
13.786,8.566,1,1,2,0,31.0106401628785,0.773970549926162,0.598977888273412,0.250611401200532,
13.796,8.576,1,1,2,0,31.0115387029344,0.774259911850095,0.599735752030631,0.251028128633349,
13.807,8.587,1,1,2,0,31.0123031325342,0.775862624868751,0.600311402523211,0.25111962443454,
13.819,8.599,1,1,2,0,31.0135213025106,0.775431049987674,0.601327242637727,0.251600301309003,
13.83,8.61,1,1,2,0,31.0141985603139,0.777258398011327,0.60219397800566,0.251663487546101,
13.841,8.621,1,1,2,0,31.0152289756517,0.778914429247379,0.602870490734685,0.252208752824161,
13.852,8.632,1,1,2,0,31.0169210025729,0.779147539287806,0.603742255244602,0.252538741172511,
13.863,8.643,1,1,2,0,31.0174082705635,0.780009385198355,0.604176484401964,0.252779363592831,
13.873,8.653,1,1,2,0,31.0186174998427,0.781423225998878,0.604947759204473,0.253155694431368,
13.884,8.664,1,1,2,0,31.0189505408087,0.782466121017933,0.605601221699407,0.253118226412684,
13.895,8.675,1,1,2,0,31.0205218683194,0.783284287899733,0.606096079957346,0.253121918192829,
13.905,8.685,1,1,2,0,31.0206157456387,0.782777462154627,0.606291424870498,0.253499775440464,
13.916,8.696,1,1,2,0,31.0216394554537,0.782335363328457,0.607065773037551,0.253787929530152,
13.927,8.707,1,1,2,0,31.0226698707915,0.783529225736856,0.607924778427992,0.254333230306097,
13.937,8.717,1,1,2,0,31.0235035907936,0.787215586751699,0.608453909357226,0.254268535408843,
13.948,8.728,1,1,2,0,31.0241786134227,0.786794628947973,0.609074403032491,0.254464412743847,
13.959,8.739,1,1,2,0,31.0247105848986,0.787861179560423,0.609417641972858,0.255096133123284,
