Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,"Total Cycle Count(8800 (0,1) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (kN)","Strain(8800 (0,1):Axial Strain) (%)","Strain(8800 (0,1):Transverse Strain) (%)",width,thickness
20.254,15.056,1,1,2,0,42.7457007,1.298937574,1.063982601,0.423310106,,
20.265,15.067,1,1,2,0,42.7469211,1.300285291,1.065131946,0.423637367,,
20.275,15.077,1,1,2,0,42.74752907,1.301966794,1.065841241,0.423830176,,
20.286,15.088,1,1,2,0,42.74906687,1.302577648,1.066684833,0.424464139,,
20.297,15.099,1,1,2,0,42.74935744,1.30279297,1.06739953,0.425020563,,
20.307,15.109,1,1,2,0,42.75009505,1.304420643,1.06822403,0.424880188,,
20.318,15.12,1,1,2,0,42.75165073,1.304693613,1.06874734,0.425275044,,
20.329,15.131,1,1,2,0,42.7523347,1.306634489,1.069286483,0.425226243,,
20.339,15.141,1,1,2,0,42.75412283,1.305405796,1.070007885,0.426101077,,
20.35,15.152,1,1,2,0,42.75436423,1.305747591,1.070724445,0.427086455,,
20.361,15.163,1,1,2,0,42.75480233,1.306819264,1.071443333,0.42640912,,
20.372,15.174,1,1,2,0,42.75495879,1.308819931,1.072184759,0.426990897,,
20.382,15.184,1,1,2,0,42.75573216,1.310216729,1.073259877,0.427095729,,
20.393,15.195,1,1,2,0,42.75608532,1.310782786,1.074128336,0.427633358,,
20.404,15.206,1,1,2,0,42.75802098,1.312085986,1.075249648,0.428136714,,
20.414,15.216,1,1,2,0,42.75834284,1.313578151,1.07618451,0.428259212,,
20.425,15.227,1,1,2,0,42.75992088,1.314057317,1.077281049,0.429227982,,
20.436,15.238,1,1,2,0,42.7611234,1.315582357,1.078243664,0.429219131,,
20.446,15.248,1,1,2,0,42.76229463,1.315969229,1.078820805,0.429558486,,
20.457,15.259,1,1,2,0,42.76228122,1.317179017,1.079886051,0.430125136,,
20.468,15.27,1,1,2,0,42.76331387,1.319660898,1.080905011,0.429986947,,
20.479,15.281,1,1,2,0,42.7649232,1.320213359,1.081281452,0.4307146,,
20.489,15.291,1,1,2,0,42.76630453,1.319839433,1.081956661,0.430807478,,
20.5,15.302,1,1,2,0,42.76699744,1.320264582,1.082748844,0.430901238,,
20.51,15.312,1,1,2,0,42.76733271,1.320763119,1.082873734,0.431753187,,
20.521,15.323,1,1,2,0,42.76749812,1.321574487,1.083419024,0.431433438,,
20.532,15.334,1,1,2,0,42.76874534,1.321749575,1.084075699,0.431984149,,
20.542,15.344,1,1,2,0,42.77002386,1.323198248,1.0851931,0.431996103,,
20.553,15.355,1,1,2,0,42.77149014,1.324015483,1.086137182,0.43273578,,
20.564,15.366,1,1,2,0,42.77243785,1.326042134,1.086706406,0.433141356,,
20.574,15.376,1,1,2,0,42.77324699,1.325218379,1.086984965,0.432771112,,
20.585,15.387,1,1,2,0,42.77382366,1.32480422,1.087655051,0.433308036,,
20.596,15.398,1,1,2,0,42.77368955,1.325386297,1.087972725,0.433439138,,
20.606,15.408,1,1,2,0,42.77507536,1.327316277,1.088636386,0.433830504,,
20.617,15.419,1,1,2,0,42.77593814,1.328396145,1.089388801,0.434390912,,
20.628,15.43,1,1,2,0,42.7769529,1.329602022,1.090024802,0.434605759,,
20.638,15.44,1,1,2,0,42.77786039,1.329790428,1.091069187,0.43469892,,
20.649,15.451,1,1,2,0,42.77934454,1.330601517,1.091770845,0.43484127,,
20.66,15.462,1,1,2,0,42.78031461,1.332700439,1.092656254,0.434893598,,
20.67,15.472,1,1,2,0,42.78132044,1.332112681,1.093045546,0.435576328,,
20.681,15.483,1,1,2,0,42.78129808,1.33236926,1.093635353,0.435626328,,
20.692,15.494,1,1,2,0,42.78235309,1.332723629,1.094512845,0.436165862,,
20.702,15.504,1,1,2,0,42.78292976,1.335384417,1.095649897,0.436358777,,
20.713,15.515,1,1,2,0,42.7844318,1.337375864,1.096033602,0.436537235,,
20.724,15.526,1,1,2,0,42.78433792,1.337568928,1.097045763,0.436806843,,
20.735,15.537,1,1,2,0,42.7855315,1.337561011,1.097944583,0.436845595,,
20.745,15.547,1,1,2,0,42.78668038,1.338121947,1.098765078,0.438012499,,
20.756,15.558,1,1,2,0,42.7880349,1.339718793,1.099300309,0.437515913,,
20.766,15.568,1,1,2,0,42.78831653,1.340520196,1.100485696,0.438325055,,
20.777,15.579,1,1,2,0,42.78879486,1.34093333,1.101557835,0.438722733,,
20.788,15.59,1,1,2,0,42.79035948,1.342344936,1.102196257,0.438617372,,
20.798,15.6,1,1,2,0,42.79162459,1.34493392,1.103105972,0.439207118,,
20.809,15.611,1,1,2,0,42.79223703,1.344985329,1.103693637,0.439238712,,
20.82,15.622,1,1,2,0,42.79309086,1.345910039,1.104438043,0.439457473,,
20.83,15.632,1,1,2,0,42.79328309,1.344609633,1.105209458,0.440349797,,
20.841,15.643,1,1,2,0,42.79510699,1.3459065,1.105867065,0.440188123,,
20.852,15.654,1,1,2,0,42.79629163,1.347509492,1.10663941,0.440988274,,
20.862,15.664,1,1,2,0,42.79716782,1.349450741,1.107362489,0.441038521,,
20.873,15.675,1,1,2,0,42.79745839,1.349210087,1.108567807,0.441353088,,
20.884,15.686,1,1,2,0,42.79918842,1.350133587,1.109028718,0.441483167,,
20.894,15.696,1,1,2,0,42.79921524,1.350710541,1.109479758,0.441848333,,
20.905,15.707,1,1,2,0,42.80011825,1.352193579,1.110393665,0.442055,,
20.916,15.718,1,1,2,0,42.80075304,1.352464594,1.110869198,0.442111065,,
20.926,15.728,1,1,2,0,42.80183039,1.352350414,1.111719403,0.442844008,,
20.937,15.739,1,1,2,0,42.8027647,1.353413519,1.112576033,0.442816609,,
20.948,15.75,1,1,2,0,42.8034576,1.355748437,1.113056502,0.442834663,,
20.958,15.76,1,1,2,0,42.80449472,1.356365625,1.113669126,0.443350784,,
20.969,15.771,1,1,2,0,42.80479424,1.3571986,1.1150093,0.443271269,,
20.984,15.786,1,1,2,0,42.80588947,1.359660085,1.116132475,0.443945783,,
20.995,15.797,1,1,2,0,42.80857615,1.360987127,1.117383707,0.44436624,,
21.006,15.808,1,1,2,0,42.80850015,1.361134183,1.1184212,0.444764658,,
21.016,15.818,1,1,2,0,42.80968927,1.360282209,1.119200344,0.445327675,,
21.027,15.829,1,1,2,0,42.81029276,1.360882353,1.11966405,0.445434764,,
21.038,15.84,1,1,2,0,42.81208984,1.36287231,1.120695397,0.44571548,,
21.048,15.85,1,1,2,0,42.81312697,1.363601163,1.121187414,0.446068128,,
21.059,15.861,1,1,2,0,42.81283639,1.363432128,1.122229657,0.446484001,,
21.07,15.872,1,1,2,0,42.81439654,1.364729367,1.122721861,0.447089438,,
21.08,15.882,1,1,2,0,42.81525038,1.365528349,1.123295742,0.446931608,,
21.091,15.893,1,1,2,0,42.81584047,1.366167422,1.123803406,0.446796028,,
21.102,15.904,1,1,2,0,42.81636797,1.367203891,1.124402712,0.447463349,,
21.112,15.914,1,1,2,0,42.81846009,1.366911456,1.125155873,0.44802753,,
21.123,15.925,1,1,2,0,42.81897865,1.367213856,1.125540602,0.448037333,,
21.134,15.936,1,1,2,0,42.81997554,1.369225886,1.12615779,0.448260537,,
21.144,15.946,1,1,2,0,42.81928711,1.370183192,1.126386057,0.4480038,,
21.155,15.957,1,1,2,0,42.82066397,1.37015814,1.127104759,0.448266743,,
21.166,15.968,1,1,2,0,42.82198273,1.371027902,1.127760689,0.448794359,,
21.176,15.978,1,1,2,0,42.82268904,1.371644251,1.128707379,0.449261677,,
21.187,15.989,1,1,2,0,42.82408826,1.372483,1.129677351,0.44945022,,
21.198,16,1,1,2,0,42.82432966,1.373091806,1.130281686,0.449828116,,
21.208,16.01,1,1,2,0,42.82529972,1.373876724,1.131351962,0.450312219,,
21.219,16.021,1,1,2,0,42.82591663,1.375163812,1.131825726,0.450103084,,
21.23,16.032,1,1,2,0,42.82637708,1.376817096,1.132867783,0.450447269,,
21.24,16.042,1,1,2,0,42.82775395,1.377157588,1.133359894,0.450954257,,
21.251,16.053,1,1,2,0,42.82880895,1.377899293,1.134311426,0.450923721,,
21.262,16.064,1,1,2,0,42.82966278,1.377965044,1.135670412,0.451629265,,
21.272,16.074,1,1,2,0,42.83037804,1.380174328,1.136282943,0.451960686,,
21.283,16.085,1,1,2,0,42.83091448,1.381464209,1.137033775,0.452843137,,
21.294,16.096,1,1,2,0,42.83118717,1.38149159,1.138250641,0.453230941,,
21.304,16.106,1,1,2,0,42.83335976,1.383185294,1.138789691,0.453238275,,
21.315,16.117,1,1,2,0,42.83433877,1.384760998,1.139367856,0.453816103,,
21.326,16.128,1,1,2,0,42.83589445,1.385709457,1.140482463,0.454069738,,
21.336,16.138,1,1,2,0,42.83580951,1.385066938,1.141219698,0.454540476,,
21.347,16.149,1,1,2,0,42.83800893,1.385483518,1.141752693,0.454774682,,
21.358,16.16,1,1,2,0,42.83864371,1.386533678,1.142672468,0.45465832,,
21.368,16.17,1,1,2,0,42.83857666,1.388937235,1.143310796,0.455652513,,
21.379,16.181,1,1,2,0,42.83935003,1.390234195,1.144484169,0.455475184,,
21.39,16.192,1,1,2,0,42.840937,1.391026936,1.14500422,0.455819546,,
21.4,16.202,1,1,2,0,42.84115605,1.391035412,1.145332418,0.456096877,,
21.411,16.213,1,1,2,0,42.84280114,1.391449571,1.14641359,0.456183302,,
21.422,16.224,1,1,2,0,42.84314089,1.391480863,1.147182863,0.456720791,,
21.432,16.234,1,1,2,0,42.84419142,1.39267575,1.147867944,0.457007748,,
21.443,16.245,1,1,2,0,42.84503631,1.392790116,1.14834683,0.457581732,,
21.454,16.256,1,1,2,0,42.84580074,1.393726841,1.149263717,0.457686423,,
21.464,16.266,1,1,2,0,42.84664564,1.396688353,1.149859857,0.457540441,,
21.475,16.277,1,1,2,0,42.84889422,1.397178043,1.150550432,0.457886425,,
21.486,16.288,1,1,2,0,42.84899257,1.397071499,1.150797605,0.458231069,,
21.496,16.298,1,1,2,0,42.84960054,1.39549626,1.151360776,0.457988119,,
21.507,16.309,1,1,2,0,42.85027109,1.396708563,1.152125299,0.458304836,,
21.518,16.32,1,1,2,0,42.85033368,1.398160215,1.15297094,0.458970606,,
21.529,16.331,1,1,2,0,42.85177313,1.399371214,1.153742354,0.45906098,,
21.539,16.341,1,1,2,0,42.8529533,1.400030032,1.154625434,0.459902598,,
21.55,16.352,1,1,2,0,42.85345398,1.401562989,1.155111771,0.459839903,,
21.561,16.363,1,1,2,0,42.85440616,1.402432937,1.156152896,0.460297278,,
21.571,16.373,1,1,2,0,42.85534047,1.403646544,1.157398634,0.46020648,,
21.582,16.384,1,1,2,0,42.85673969,1.404965948,1.158157196,0.460781487,,
21.593,16.395,1,1,2,0,42.85767399,1.405540202,1.159218717,0.461497327,,
21.603,16.405,1,1,2,0,42.85892122,1.40634058,1.160430927,0.461792817,,
21.614,16.416,1,1,2,0,42.85950683,1.407508831,1.161190979,0.462438065,,
21.625,16.427,1,1,2,0,42.86099546,1.409041882,1.161817946,0.462245749,,
21.635,16.437,1,1,2,0,42.86157213,1.409030147,1.162591036,0.462451746,,
21.646,16.448,1,1,2,0,42.8616079,1.409773435,1.163139865,0.462706897,,
21.657,16.459,1,1,2,0,42.86236338,1.410649624,1.163724642,0.463028304,,
21.667,16.469,1,1,2,0,42.86438845,1.411925815,1.164861135,0.463351898,,
21.678,16.48,1,1,2,0,42.8648936,1.411911845,1.165619325,0.463727854,,
21.689,16.491,1,1,2,0,42.86513947,1.412670314,1.166233998,0.46465223,,
21.699,16.501,1,1,2,0,42.86747746,1.414349023,1.16698334,0.464625643,,
21.71,16.512,1,1,2,0,42.86749534,1.415611431,1.167900506,0.464547081,,
21.721,16.523,1,1,2,0,42.86872022,1.417268813,1.168033313,0.464986472,,
21.731,16.533,1,1,2,0,42.86964558,1.416638959,1.168967616,0.465043772,,
21.742,16.544,1,1,2,0,42.87006579,1.416897122,1.169346292,0.465475371,,
21.757,16.559,1,1,2,0,42.87171088,1.418529637,1.170946583,0.465569907,,
21.768,16.57,1,1,2,0,42.87270777,1.419165172,1.171506588,0.466447032,,
21.779,16.581,1,1,2,0,42.87354373,1.41942203,1.172651462,0.466802925,,
21.789,16.591,1,1,2,0,42.87415616,1.420328114,1.173349023,0.467245102,,
21.8,16.602,1,1,2,0,42.87509494,1.421426423,1.174230986,0.467274828,,
21.811,16.613,1,1,2,0,42.87478201,1.422679983,1.174571756,0.467600466,,
21.821,16.623,1,1,2,0,42.87674897,1.423397474,1.175184846,0.467818416,,
21.832,16.634,1,1,2,0,42.87888579,1.42358141,1.176065412,0.467836153,,
21.843,16.645,1,1,2,0,42.87827335,1.424259786,1.176399663,0.467914327,,
21.853,16.655,1,1,2,0,42.87936859,1.424404699,1.176710632,0.468379848,,
21.864,16.666,1,1,2,0,42.88006149,1.424727868,1.177222207,0.468393071,,
21.875,16.677,1,1,2,0,42.88087957,1.424743887,1.178180818,0.469006336,,
21.885,16.687,1,1,2,0,42.88192563,1.426737569,1.178633068,0.469062401,,
21.896,16.698,1,1,2,0,42.88259618,1.428247429,1.179705765,0.469301367,,
21.907,16.709,1,1,2,0,42.88372271,1.429570839,1.180640999,0.469824963,,
21.917,16.719,1,1,2,0,42.88382553,1.429376937,1.181286406,0.47017472,,
21.928,16.73,1,1,2,0,42.88458102,1.430094149,1.182417311,0.470615981,,
21.939,16.741,1,1,2,0,42.88622163,1.431959402,1.183495224,0.47125608,,
21.949,16.751,1,1,2,0,42.88631998,1.433545444,1.184341982,0.471530378,,
21.96,16.762,1,1,2,0,42.88766109,1.434114296,1.185790841,0.472246218,,
21.971,16.773,1,1,2,0,42.88871162,1.434354763,1.186328028,0.472909343,,
21.981,16.783,1,1,2,0,42.88973533,1.436257921,1.187331807,0.472487441,,
21.992,16.794,1,1,2,0,42.8906741,1.438195352,1.188135259,0.47312352,,
22.003,16.805,1,1,2,0,42.89281093,1.439114101,1.188940388,0.472941678,,
22.015,16.817,1,1,2,0,42.89350383,1.439736597,1.189536062,0.473256103,,
22.025,16.827,1,1,2,0,42.89410733,1.438631676,1.190106031,0.473826173,,
22.036,16.838,1,1,2,0,42.89578818,1.439619157,1.191157401,0.473876103,,
22.047,16.849,1,1,2,0,42.89599382,1.440990064,1.191537194,0.473904207,,
22.057,16.859,1,1,2,0,42.89644979,1.44161582,1.192423813,0.474556259,,
22.068,16.87,1,1,2,0,42.89720975,1.442128327,1.192693431,0.474497761,,
22.079,16.881,1,1,2,0,42.89849721,1.442294754,1.193311271,0.474778582,,
22.089,16.891,1,1,2,0,42.89906942,1.444011182,1.193922405,0.474966208,,
22.1,16.902,1,1,2,0,42.8999009,1.444559358,1.19416846,0.474925974,,
22.111,16.913,1,1,2,0,42.90075921,1.446229219,1.194724646,0.475374781,,
22.121,16.923,1,1,2,0,42.901318,1.444016211,1.195454151,0.47561953,,
22.132,16.934,1,1,2,0,42.90193938,1.445018407,1.196268872,0.47616266,,
22.143,16.945,1,1,2,0,42.90311508,1.446660887,1.197130066,0.476864255,,
22.154,16.956,1,1,2,0,42.90407174,1.448369864,1.197825857,0.476440343,,
22.164,16.966,1,1,2,0,42.90508203,1.449633949,1.198774688,0.477640392,,
22.175,16.977,1,1,2,0,42.90536367,1.449245494,1.199890785,0.477774386,,
22.186,16.988,1,1,2,0,42.90670477,1.451372635,1.200765391,0.477838702,,
22.196,16.998,1,1,2,0,42.90727698,1.452761143,1.201757528,0.477837327,,
22.207,17.009,1,1,2,0,42.90942274,1.453843806,1.202388872,0.478226894,,
22.218,17.02,1,1,2,0,42.90920817,1.453675143,1.203225572,0.478674149,,
22.228,17.03,1,1,2,0,42.91109912,1.453718729,1.204005276,0.479135121,,
22.239,17.041,1,1,2,0,42.91162662,1.454842649,1.204783768,0.479995674,,
22.25,17.052,1,1,2,0,42.91338347,1.456169318,1.205420606,0.480054313,,
22.26,17.062,1,1,2,0,42.91298114,1.457821485,1.206219961,0.479807696,,
22.271,17.073,1,1,2,0,42.91469775,1.457564905,1.206564178,0.480385488,,
22.282,17.084,1,1,2,0,42.91566782,1.458190475,1.207162832,0.480271876,,
22.292,17.094,1,1,2,0,42.91507773,1.458963286,1.207689215,0.48072442,,
22.303,17.105,1,1,2,0,42.91712515,1.459591743,1.208467615,0.481026504,,
22.314,17.116,1,1,2,0,42.91761242,1.460105181,1.209544782,0.481481093,,
22.324,17.126,1,1,2,0,42.91860484,1.461346261,1.210351308,0.481672985,,
22.335,17.137,1,1,2,0,42.91916363,1.461921446,1.210625955,0.482032651,,
22.346,17.148,1,1,2,0,42.92053603,1.462616585,1.211077181,0.482305609,,
22.356,17.158,1,1,2,0,42.9214748,1.463669445,1.212084313,0.482314847,,
22.367,17.169,1,1,2,0,42.9227712,1.463806257,1.212555935,0.482825467,,
22.378,17.18,1,1,2,0,42.92260133,1.463872287,1.212958732,0.482930052,,
22.388,17.19,1,1,2,0,42.92393796,1.465435605,1.213612986,0.483200048,,
22.399,17.201,1,1,2,0,42.92455487,1.466519851,1.21465765,0.483782248,,
22.41,17.212,1,1,2,0,42.92443864,1.466656942,1.215538029,0.484111201,,
22.42,17.222,1,1,2,0,42.92601221,1.468140073,1.216474567,0.484339589,,
22.431,17.233,1,1,2,0,42.92688392,1.469128951,1.217047051,0.48468589,,
22.442,17.244,1,1,2,0,42.92805516,1.471292879,1.218453814,0.485179232,,
22.452,17.254,1,1,2,0,42.92824738,1.470979955,1.219113097,0.485691403,,
22.463,17.265,1,1,2,0,42.93008469,1.471305545,1.220132989,0.485672996,,
22.474,17.276,1,1,2,0,42.92989694,1.47147933,1.220871062,0.486420854,,
22.484,17.286,1,1,2,0,42.93192648,1.474432182,1.221805551,0.486791063,,
22.495,17.297,1,1,2,0,42.93160014,1.475014631,1.222401318,0.486762537,,
22.506,17.308,1,1,2,0,42.9339739,1.476044953,1.223505308,0.487135954,,
22.516,17.318,1,1,2,0,42.93549829,1.476092171,1.224031412,0.487200624,,
22.527,17.329,1,1,2,0,42.93597214,1.476354245,1.224529111,0.48758469,,
22.538,17.34,1,1,2,0,42.93697797,1.477302052,1.225045622,0.487812796,,
22.548,17.35,1,1,2,0,42.937577,1.476924773,1.225569584,0.488266574,,
22.559,17.361,1,1,2,0,42.937501,1.476673596,1.225965583,0.488182863,,
22.57,17.372,1,1,2,0,42.93806874,1.476823911,1.227036418,0.488426414,,
22.58,17.382,1,1,2,0,42.94004016,1.480669901,1.227870138,0.488773174,,
22.591,17.393,1,1,2,0,42.94114881,1.481731329,1.228710097,0.489212354,,
22.602,17.404,1,1,2,0,42.94173889,1.482500136,1.229639464,0.489384076,,
22.612,17.414,1,1,2,0,42.94267767,1.481306087,1.230423917,0.48972791,,
22.623,17.425,1,1,2,0,42.94372373,1.482904889,1.230975726,0.489847163,,
22.634,17.436,1,1,2,0,42.94445239,1.483177673,1.231771262,0.49048832,,
22.644,17.446,1,1,2,0,42.94491731,1.483952999,1.232414526,0.490720728,,
22.655,17.457,1,1,2,0,42.94601255,1.484073699,1.232938209,0.490857648,,
22.666,17.468,1,1,2,0,42.94589185,1.48550896,1.23371577,0.491436075,,
22.676,17.478,1,1,2,0,42.94809573,1.487524621,1.234117543,0.491207581,,
22.687,17.489,1,1,2,0,42.94828795,1.488504093,1.235176456,0.491640167,,
22.698,17.5,1,1,2,0,42.94922673,1.488882117,1.236000304,0.492293631,,
22.708,17.51,1,1,2,0,42.95011633,1.487407275,1.236873792,0.492645539,,
22.719,17.521,1,1,2,0,42.9512205,1.490610372,1.237873008,0.49295397,,
22.73,17.532,1,1,2,0,42.95150213,1.491949521,1.238582303,0.493535218,,
22.74,17.542,1,1,2,0,42.9529237,1.492960006,1.239695885,0.493629612,,
22.751,17.553,1,1,2,0,42.95332604,1.493518613,1.240646673,0.494151833,,
22.762,17.564,1,1,2,0,42.95555674,1.494434755,1.241047235,0.494420912,,
22.772,17.574,1,1,2,0,42.95462244,1.495124213,1.24174433,0.49455963,,
22.783,17.585,1,1,2,0,42.95646422,1.496199146,1.242637188,0.494976349,,
22.794,17.596,1,1,2,0,42.95747899,1.496925578,1.243743227,0.495233721,,
22.804,17.606,1,1,2,0,42.95775168,1.497040596,1.244523676,0.49600672,,
22.815,17.617,1,1,2,0,42.95990192,1.498423982,1.245343146,0.496317937,,
22.826,17.628,1,1,2,0,42.96037131,1.500379574,1.246240662,0.496271357,,
22.836,17.638,1,1,2,0,42.96135031,1.501084864,1.246917175,0.496698089,,
22.847,17.649,1,1,2,0,42.96223097,1.501791365,1.247725749,0.496922775,,
22.858,17.66,1,1,2,0,42.96240531,1.501919329,1.24826098,0.497378175,,
22.868,17.67,1,1,2,0,42.96410405,1.502148528,1.248822567,0.497452999,,
22.879,17.681,1,1,2,0,42.96491765,1.503532752,1.249375866,0.497415023,,
22.89,17.692,1,1,2,0,42.96607994,1.504321117,1.250107979,0.497889464,,
22.9,17.702,1,1,2,0,42.9661917,1.505021192,1.250721255,0.498316373,,
22.911,17.713,1,1,2,0,42.96718859,1.506354474,1.251704731,0.498324307,,
22.922,17.724,1,1,2,0,42.96865039,1.506804768,1.252124199,0.498625721,,
22.932,17.734,1,1,2,0,42.969388,1.506161876,1.252447648,0.498918813,,
22.943,17.745,1,1,2,0,42.97012114,1.506603323,1.253081599,0.499441175,,
22.954,17.756,1,1,2,0,42.97147565,1.507073548,1.253840347,0.499878944,,
22.964,17.766,1,1,2,0,42.97170364,1.508863643,1.254345869,0.499584265,,
22.975,17.777,1,1,2,0,42.97224455,1.51029164,1.25527356,0.49987154,,
22.986,17.788,1,1,2,0,42.97264688,1.509900298,1.255459359,0.500081345,,
22.996,17.798,1,1,2,0,42.97434561,1.511241868,1.256359016,0.500109201,,
23.007,17.809,1,1,2,0,42.97515028,1.511985809,1.257320514,0.50086672,,
23.018,17.82,1,1,2,0,42.97648691,1.51351206,1.258234141,0.500956813,,
23.028,17.83,1,1,2,0,42.9765182,1.513103023,1.258942226,0.501421311,,
23.039,17.841,1,1,2,0,42.97786378,1.513540279,1.259724071,0.501542116,,
23.05,17.852,1,1,2,0,42.97845387,1.514249016,1.260400397,0.502007918,,
23.061,17.863,1,1,2,0,42.97912442,1.515503693,1.261665599,0.502522135,,
23.071,17.873,1,1,2,0,42.97996484,1.518958155,1.26268428,0.502884445,,
23.082,17.884,1,1,2,0,42.98091256,1.520071179,1.263589246,0.503059658,,
23.093,17.895,1,1,2,0,42.9828214,1.519875787,1.264514794,0.50337493,,
23.103,17.905,1,1,2,0,42.98335337,1.519899443,1.265488026,0.503947469,,
23.114,17.916,1,1,2,0,42.98440837,1.52171785,1.266216041,0.504306464,,
23.125,17.927,1,1,2,0,42.98425638,1.522977371,1.267136654,0.504928404,,
23.135,17.937,1,1,2,0,42.98609369,1.522031613,1.267889069,0.504619338,,
23.146,17.948,1,1,2,0,42.98650943,1.52394129,1.269119439,0.505304854,,
23.157,17.959,1,1,2,0,42.9875242,1.5257027,1.269706918,0.505962125,,
23.167,17.969,1,1,2,0,42.98830204,1.527206134,1.270221567,0.505595795,,
23.178,17.98,1,1,2,0,42.99008124,1.528051589,1.271129699,0.506686816,,
23.189,17.991,1,1,2,0,42.99080991,1.528772246,1.271969287,0.50696189,,
23.199,18.001,1,1,2,0,42.99172633,1.527537126,1.27281856,0.506655434,,
23.21,18.012,1,1,2,0,42.99291991,1.529059187,1.273552814,0.507413729,,
23.221,18.023,1,1,2,0,42.9933893,1.53074516,1.274492239,0.507479209,,
23.231,18.033,1,1,2,0,42.99409114,1.5306646,1.274909938,0.507383792,,
23.242,18.044,1,1,2,0,42.99482428,1.531403046,1.275894811,0.508406124,,
23.253,18.055,1,1,2,0,42.99612962,1.533255167,1.276733374,0.508589166,,
23.263,18.065,1,1,2,0,42.99664818,1.533195563,1.27713496,0.509103205,,
23.274,18.076,1,1,2,0,42.99748414,1.533282362,1.278071126,0.50921516,,
23.285,18.087,1,1,2,0,42.99876713,1.533591468,1.278554203,0.50963745,,
23.295,18.097,1,1,2,0,42.99933933,1.535315067,1.279601475,0.509779236,,
23.306,18.108,1,1,2,0,42.99995624,1.53626902,1.280125065,0.509850358,,
23.317,18.119,1,1,2,0,43.00034516,1.537596993,1.280815082,0.510246731,,
23.327,18.129,1,1,2,0,43.00195896,1.538539305,1.282049177,0.510657666,,
23.338,18.14,1,1,2,0,43.00290667,1.539089903,1.282541567,0.51107502,,
23.349,18.151,1,1,2,0,43.00425672,1.539832167,1.283391399,0.511202983,,
23.359,18.161,1,1,2,0,43.00393932,1.540707331,1.284057481,0.511444911,,
23.37,18.172,1,1,2,0,43.00587945,1.540963259,1.284880212,0.511890544,,
23.381,18.183,1,1,2,0,43.00649636,1.540716644,1.285561381,0.512159482,,
23.391,18.193,1,1,2,0,43.00785535,1.543057151,1.286421923,0.512461108,,
23.402,18.204,1,1,2,0,43.00748878,1.544571482,1.28698975,0.512883468,,
23.413,18.215,1,1,2,0,43.00883882,1.545909327,1.287894437,0.51296732,,
23.423,18.225,1,1,2,0,43.01125728,1.544558071,1.288943945,0.513356675,,
23.434,18.236,1,1,2,0,43.01091754,1.54483607,1.289508699,0.513795679,,
23.445,18.247,1,1,2,0,43.01298284,1.546523627,1.290379765,0.513970258,,
23.455,18.257,1,1,2,0,43.0134254,1.547980774,1.290759465,0.514240889,,
23.466,18.268,1,1,2,0,43.01317506,1.548145059,1.29145805,0.514707114,,
23.477,18.279,1,1,2,0,43.01423901,1.548150554,1.292005016,0.51502503,,
23.487,18.289,1,1,2,0,43.01561587,1.549728308,1.29273033,0.515054579,,
23.498,18.3,1,1,2,0,43.01548176,1.551209763,1.293240229,0.515518971,,
23.509,18.311,1,1,2,0,43.01715814,1.551971864,1.293773039,0.515669925,,
23.519,18.321,1,1,2,0,43.01819526,1.550579909,1.29496597,0.515977933,,
23.53,18.332,1,1,2,0,43.01828467,1.55147519,1.295717826,0.51613675,,
23.541,18.343,1,1,2,0,43.01957213,1.552930381,1.296642816,0.517122798,,
23.551,18.353,1,1,2,0,43.0211144,1.556185354,1.297046637,0.517131225,,
23.562,18.364,1,1,2,0,43.0213111,1.557095069,1.29805675,0.517522697,,
23.573,18.375,1,1,2,0,43.02196824,1.55613292,1.298993754,0.51774636,,
23.583,18.385,1,1,2,0,43.02356862,1.556434296,1.299242137,0.517843822,,
23.594,18.396,1,1,2,0,43.02414083,1.558756828,1.300158372,0.518443335,,
23.605,18.407,1,1,2,0,43.02420341,1.559364889,1.30126497,0.518118508,,
23.615,18.417,1,1,2,0,43.02599155,1.559189707,1.301986466,0.519016473,,
23.626,18.428,1,1,2,0,43.0263313,1.560241543,1.303104518,0.519439574,,
23.637,18.439,1,1,2,0,43.02765005,1.561710145,1.304168741,0.519615775,,
23.647,18.449,1,1,2,0,43.02849942,1.564739458,1.305170937,0.519939298,,
23.658,18.46,1,1,2,0,43.03030097,1.565023698,1.306167359,0.52029921,,
23.669,18.471,1,1,2,0,43.03067201,1.564794779,1.306641216,0.520248751,,
23.679,18.481,1,1,2,0,43.0312755,1.564131118,1.30702995,0.520912546,,
23.69,18.492,1,1,2,0,43.03176277,1.565236785,1.307705252,0.521265018,,
23.701,18.503,1,1,2,0,43.03421699,1.566536538,1.308119597,0.521413751,,
23.711,18.513,1,1,2,0,43.0350753,1.567342505,1.308976787,0.52165187,,
23.722,18.524,1,1,2,0,43.03540164,1.567559503,1.309064052,0.521993447,,
23.733,18.535,1,1,2,0,43.03491437,1.568458602,1.309694557,0.522341476,,
23.743,18.545,1,1,2,0,43.03627782,1.570095494,1.310697498,0.522705515,,
23.754,18.556,1,1,2,0,43.03714507,1.570141315,1.311635433,0.522504701,,
23.765,18.567,1,1,2,0,43.03853535,1.570861973,1.312147009,0.523254463,,
