Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,"Total Cycle Count(8800 (0,1) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (kN)","Strain(8800 (0,1):Axial Strain) (%)","Strain(8800 (0,1):Transverse Strain) (%)",width,thickness
8.978,3.788,1,1,2,0,41.15610734,0.359113328,0.269761663,0.112942936,,
8.989,3.799,1,1,2,0,41.15806536,0.360933249,0.270614614,0.11302549,,
9,3.81,1,1,2,0,41.15913377,0.362455961,0.271339952,0.113492877,,
9.011,3.821,1,1,2,0,41.15908013,0.362928887,0.271698557,0.113439062,,
9.022,3.832,1,1,2,0,41.16071627,0.362970494,0.272605549,0.113930634,,
9.033,3.843,1,1,2,0,41.16080568,0.363724865,0.273133423,0.113980626,,
9.043,3.853,1,1,2,0,41.1622496,0.363746379,0.273450073,0.114216195,,
9.054,3.864,1,1,2,0,41.16283522,0.365926162,0.274340464,0.114544225,,
9.065,3.875,1,1,2,0,41.16365329,0.366881909,0.275374418,0.115413605,,
9.075,3.885,1,1,2,0,41.16460995,0.366988196,0.276262667,0.115929578,,
9.086,3.896,1,1,2,0,41.16535649,0.368660293,0.277151358,0.116180922,,
9.097,3.907,1,1,2,0,41.16676018,0.370365777,0.277928267,0.116362516,,
9.108,3.918,1,1,2,0,41.16745756,0.371667789,0.278752325,0.116963835,,
9.119,3.929,1,1,2,0,41.16849915,0.373100745,0.279461085,0.117012742,,
9.13,3.94,1,1,2,0,41.16875396,0.373567361,0.280461022,0.11712167,,
9.141,3.951,1,1,2,0,41.16985814,0.374313188,0.281253694,0.117675647,,
9.152,3.962,1,1,2,0,41.17052869,0.374358823,0.281997193,0.11766375,,
9.163,3.973,1,1,2,0,41.17140041,0.376325962,0.28286146,0.11808632,,
9.174,3.984,1,1,2,0,41.17299632,0.378073123,0.283740815,0.118555894,,
9.184,3.994,1,1,2,0,41.17423908,0.37808842,0.284359166,0.118404941,,
9.195,4.005,1,1,2,0,41.17461012,0.378624024,0.285151116,0.118793241,,
9.213,4.023,1,1,2,0,41.17681847,0.38010627,0.286237947,0.119503951,,
9.224,4.034,1,1,2,0,41.17697046,0.3810036,0.286737205,0.119787573,,
9.235,4.045,1,1,2,0,41.1788346,0.382100651,0.287450226,0.120143079,,
9.245,4.055,1,1,2,0,41.17847697,0.384226185,0.288353423,0.120192626,,
9.256,4.066,1,1,2,0,41.18067638,0.384973595,0.289377086,0.120871627,,
9.267,4.077,1,1,2,0,41.18073896,0.384628912,0.289670452,0.120512884,,
9.277,4.087,1,1,2,0,41.18140952,0.385167985,0.290118814,0.120976215,,
9.288,4.098,1,1,2,0,41.18271039,0.387550262,0.291622551,0.121581394,,
9.299,4.109,1,1,2,0,41.1839442,0.388592365,0.292313779,0.121732168,,
9.309,4.119,1,1,2,0,41.18468628,0.388649525,0.292943842,0.122130907,,
9.32,4.13,1,1,2,0,41.18542836,0.389492908,0.2932814,0.122408181,,
9.331,4.141,1,1,2,0,41.18616597,0.391090242,0.293861846,0.122765732,,
9.341,4.151,1,1,2,0,41.18674711,0.391514925,0.294453423,0.122835357,,
9.352,4.162,1,1,2,0,41.18818209,0.393119501,0.295729707,0.122976279,,
9.363,4.173,1,1,2,0,41.18895546,0.392690115,0.296473461,0.12314409,,
9.374,4.184,1,1,2,0,41.18962602,0.393776502,0.297378264,0.123474716,,
9.385,4.195,1,1,2,0,41.19028316,0.394739164,0.298297829,0.124273511,,
9.396,4.206,1,1,2,0,41.19125769,0.39591915,0.298690591,0.123918948,,
9.407,4.217,1,1,2,0,41.19285808,0.396825373,0.299375462,0.124516674,,
9.418,4.228,1,1,2,0,41.19389073,0.398041774,0.300392863,0.124643476,,
9.429,4.239,1,1,2,0,41.19456575,0.398644665,0.300691468,0.125485486,,
9.44,4.25,1,1,2,0,41.19496361,0.398602244,0.301350379,0.125637612,,
9.45,4.26,1,1,2,0,41.19655059,0.401194813,0.301842094,0.125718388,,
9.461,4.271,1,1,2,0,41.19720773,0.401946018,0.302874651,0.126189829,,
9.472,4.282,1,1,2,0,41.19803027,0.402765721,0.303142755,0.12620635,,
9.483,4.293,1,1,2,0,41.19898246,0.402376009,0.303860898,0.126718091,,
9.494,4.304,1,1,2,0,41.20002405,0.403526053,0.304714153,0.126924352,,
9.505,4.315,1,1,2,0,41.20026098,0.404921407,0.304846843,0.127181956,,
9.516,4.326,1,1,2,0,41.20080189,0.405950099,0.305754021,0.12736058,,
9.527,4.337,1,1,2,0,41.20190159,0.407544058,0.30663631,0.12777721,,
9.538,4.348,1,1,2,0,41.20263026,0.408346485,0.30753166,0.128031595,,
9.549,4.359,1,1,2,0,41.20320247,0.40944824,0.308857234,0.128540454,,
9.559,4.369,1,1,2,0,41.20409206,0.410722429,0.310166558,0.128985735,,
9.57,4.38,1,1,2,0,41.20544658,0.412648311,0.311705545,0.129470443,,
9.581,4.391,1,1,2,0,41.20714084,0.414372934,0.312518776,0.130046829,,
9.591,4.401,1,1,2,0,41.20785163,0.414770935,0.313433777,0.130453482,,
9.602,4.412,1,1,2,0,41.20971129,0.415500952,0.313868961,0.130857308,,
9.613,4.423,1,1,2,0,41.20883957,0.417761598,0.314513925,0.130966378,,
9.624,4.434,1,1,2,0,41.21153072,0.417813938,0.315311137,0.131099742,,
9.635,4.445,1,1,2,0,41.2111731,0.419417024,0.316114915,0.131291562,,
9.646,4.456,1,1,2,0,41.21235774,0.418876205,0.316689681,0.131591546,,
9.657,4.467,1,1,2,0,41.21374802,0.419595698,0.31732461,0.131947657,,
9.668,4.478,1,1,2,0,41.21451692,0.420598919,0.318573909,0.132272325,,
9.679,4.489,1,1,2,0,41.21516065,0.421548681,0.318805739,0.13228127,,
9.69,4.5,1,1,2,0,41.21630953,0.422301795,0.319433823,0.132895501,,
9.7,4.51,1,1,2,0,41.21745841,0.423643691,0.320418347,0.133004322,,
9.711,4.521,1,1,2,0,41.21786074,0.423278194,0.320866243,0.133502724,,
9.722,4.532,1,1,2,0,41.21878163,0.424366957,0.321285548,0.133781545,,
9.733,4.543,1,1,2,0,41.22010485,0.424858648,0.321771303,0.134083894,,
9.744,4.554,1,1,2,0,41.22076199,0.427371589,0.322790379,0.134638173,,
9.755,4.565,1,1,2,0,41.22193323,0.427959906,0.323585286,0.134272673,,
9.766,4.576,1,1,2,0,41.22262166,0.428171735,0.324260193,0.134848987,,
9.777,4.587,1,1,2,0,41.22328327,0.42799022,0.324674491,0.13512763,,
9.788,4.598,1,1,2,0,41.22349338,0.429683225,0.32574216,0.135296704,,
9.799,4.609,1,1,2,0,41.22481213,0.431560865,0.326427287,0.13588047,,
9.809,4.619,1,1,2,0,41.22528599,0.431428477,0.327004055,0.13567396,,
9.82,4.63,1,1,2,0,41.22557209,0.43240292,0.32740152,0.136522746,,
9.831,4.641,1,1,2,0,41.22750328,0.434043538,0.328716874,0.136664504,,
9.841,4.651,1,1,2,0,41.22778044,0.435185106,0.33000934,0.137285884,,
9.852,4.662,1,1,2,0,41.22947917,0.437102048,0.331206858,0.137680017,,
9.863,4.673,1,1,2,0,41.22960434,0.438350393,0.331945467,0.137584427,,
9.874,4.684,1,1,2,0,41.23111979,0.439057453,0.332583958,0.137970664,,
9.885,4.695,1,1,2,0,41.2323402,0.439937087,0.333477935,0.138260813,,
9.896,4.706,1,1,2,0,41.23337732,0.441021146,0.334002688,0.138714933,,
9.907,4.717,1,1,2,0,41.23406128,0.441535702,0.334781623,0.138635473,,
9.918,4.728,1,1,2,0,41.23527722,0.443106238,0.335369195,0.139030531,,
9.929,4.739,1,1,2,0,41.23531745,0.443466567,0.33612317,0.138944331,,
9.94,4.75,1,1,2,0,41.23631881,0.443653297,0.336855702,0.1394499,,
9.95,4.76,1,1,2,0,41.23765991,0.444524642,0.337961089,0.139639711,,
9.961,4.771,1,1,2,0,41.23929606,0.445363065,0.338804774,0.140461696,,
9.979,4.789,1,1,2,0,41.24010519,0.447285501,0.339714606,0.141131804,,
9.99,4.8,1,1,2,0,41.24033318,0.448992522,0.340002036,0.141532251,,
10.001,4.811,1,1,2,0,41.24196039,0.450005289,0.340773334,0.141861827,,
10.011,4.821,1,1,2,0,41.24197827,0.450605853,0.341604004,0.141608812,,
10.022,4.832,1,1,2,0,41.24335961,0.450978102,0.342526758,0.142031755,,
10.033,4.843,1,1,2,0,41.24474094,0.452535786,0.343376334,0.142339173,,
10.043,4.853,1,1,2,0,41.24522374,0.454195309,0.344359438,0.142799303,,
10.054,4.864,1,1,2,0,41.24650226,0.454447279,0.344992178,0.143195802,,
10.065,4.875,1,1,2,0,41.24713705,0.45432481,0.345785665,0.143647236,,
10.075,4.885,1,1,2,0,41.24746786,0.457172841,0.346123177,0.143915564,,
10.086,4.896,1,1,2,0,41.24901907,0.457915151,0.347310869,0.144556132,,
10.097,4.907,1,1,2,0,41.25015454,0.459835352,0.348067662,0.14499092,,
10.107,4.917,1,1,2,0,41.25095473,0.458937557,0.348537444,0.144597018,,
10.118,4.928,1,1,2,0,41.25203208,0.459043635,0.350194244,0.145197057,,
10.129,4.939,1,1,2,0,41.25316755,0.460838387,0.350435782,0.14539544,,
10.14,4.95,1,1,2,0,41.25316755,0.461155036,0.350979279,0.145436165,,
10.151,4.961,1,1,2,0,41.25480817,0.462607294,0.351637049,0.145959803,,
10.162,4.972,1,1,2,0,41.25532226,0.463124458,0.352397054,0.146204852,,
10.173,4.983,1,1,2,0,41.25621186,0.464363303,0.353142602,0.146346111,,
10.184,4.994,1,1,2,0,41.25693605,0.464050192,0.35389071,0.146699448,,
10.195,5.005,1,1,2,0,41.25772731,0.465757912,0.354360143,0.1470724,,
10.206,5.016,1,1,2,0,41.25875102,0.467054965,0.35483691,0.147260094,,
10.216,5.026,1,1,2,0,41.26022176,0.468796212,0.355791609,0.147536781,,
10.227,5.037,1,1,2,0,41.26058386,0.46929894,0.356601487,0.147981546,,
10.239,5.049,1,1,2,0,41.26151369,0.46994891,0.357425149,0.148084818,,
10.25,5.06,1,1,2,0,41.2625821,0.470689218,0.358410395,0.14869695,,
10.261,5.071,1,1,2,0,41.26344041,0.47358023,0.35880786,0.149012709,,
10.272,5.082,1,1,2,0,41.26399473,0.474119652,0.359753292,0.149569123,,
10.283,5.093,1,1,2,0,41.26538501,0.475846929,0.360851112,0.149760071,,
10.293,5.103,1,1,2,0,41.26582758,0.475348253,0.361087808,0.150065159,,
10.304,5.114,1,1,2,0,41.26660989,0.475646975,0.361987768,0.14998979,,
10.315,5.125,1,1,2,0,41.26833991,0.477094529,0.362755248,0.150282055,,
10.325,5.135,1,1,2,0,41.26829074,0.4789175,0.363637164,0.151138008,,
10.336,5.146,1,1,2,0,41.27050803,0.480038254,0.364687952,0.151247132,,
10.347,5.157,1,1,2,0,41.27099083,0.480338791,0.365702604,0.151394101,,
10.357,5.167,1,1,2,0,41.27129481,0.481129857,0.366228778,0.151522467,,
10.368,5.178,1,1,2,0,41.27275215,0.482684234,0.3668238,0.151863888,,
10.379,5.189,1,1,2,0,41.27349423,0.483624684,0.367319892,0.152375237,,
10.39,5.2,1,1,2,0,41.27437488,0.484294211,0.367738871,0.15265002,,
10.401,5.211,1,1,2,0,41.27581881,0.484251836,0.368612475,0.152390389,,
10.412,5.222,1,1,2,0,41.27618985,0.485212496,0.369320769,0.152794481,,
10.423,5.233,1,1,2,0,41.27670394,0.486221351,0.370306458,0.153031136,,
10.434,5.244,1,1,2,0,41.27706156,0.488069654,0.371429237,0.153670282,,
10.445,5.255,1,1,2,0,41.27877818,0.489382073,0.372203539,0.154097067,,
10.456,5.266,1,1,2,0,41.27936826,0.489934813,0.372885825,0.154616525,,
10.466,5.276,1,1,2,0,41.28071831,0.490370067,0.373903971,0.15515407,,
10.477,5.287,1,1,2,0,41.28184484,0.492204819,0.374485884,0.155413097,,
10.488,5.298,1,1,2,0,41.28287302,0.493921246,0.375568803,0.155011565,,
10.499,5.309,1,1,2,0,41.28319935,0.495550549,0.376640313,0.15571461,,
10.51,5.32,1,1,2,0,41.2840219,0.49649612,0.377629354,0.156004439,,
10.521,5.331,1,1,2,0,41.28569828,0.496698078,0.378575857,0.156384398,,
10.532,5.342,1,1,2,0,41.28596203,0.497877132,0.37934669,0.156431028,,
10.543,5.353,1,1,2,0,41.28654317,0.499175349,0.380448211,0.156854097,,
10.554,5.364,1,1,2,0,41.28745512,0.500293169,0.381337322,0.156820733,,
10.565,5.375,1,1,2,0,41.28922985,0.501219323,0.381802285,0.157325324,,
10.575,5.385,1,1,2,0,41.28954278,0.500751799,0.382471906,0.157364538,,
10.586,5.396,1,1,2,0,41.29065142,0.501169357,0.383320876,0.157836691,,
10.597,5.407,1,1,2,0,41.29181371,0.502590416,0.383545907,0.158004716,,
10.607,5.417,1,1,2,0,41.29253344,0.505272718,0.384623936,0.158551989,,
10.618,5.428,1,1,2,0,41.29301624,0.505533908,0.385052298,0.159160991,,
10.629,5.439,1,1,2,0,41.29403548,0.506482553,0.386129163,0.159515216,,
10.64,5.45,1,1,2,0,41.29529165,0.506580854,0.386820414,0.15963919,,
10.651,5.461,1,1,2,0,41.29643605,0.507975835,0.387749315,0.159972128,,
10.662,5.472,1,1,2,0,41.29647182,0.510089705,0.388456957,0.16034476,,
10.673,5.483,1,1,2,0,41.29810349,0.511223823,0.389827119,0.160390945,,
10.684,5.494,1,1,2,0,41.29849241,0.511413068,0.39037625,0.161117163,,
10.695,5.505,1,1,2,0,41.29983352,0.511894235,0.391372346,0.161208271,,
10.706,5.516,1,1,2,0,41.30080358,0.512838224,0.39225375,0.161285917,,
10.716,5.526,1,1,2,0,41.3014652,0.514103519,0.392827119,0.161768082,,
10.727,5.537,1,1,2,0,41.3025202,0.515346415,0.393502188,0.162128959,,
10.738,5.548,1,1,2,0,41.30278842,0.515644532,0.394126407,0.162439791,,
10.748,5.558,1,1,2,0,41.3043888,0.516590802,0.39503291,0.16275137,,
10.759,5.569,1,1,2,0,41.30508618,0.517914863,0.395687024,0.163129533,,
10.77,5.58,1,1,2,0,41.30608754,0.518495543,0.396440417,0.163171433,,
10.781,5.591,1,1,2,0,41.30615012,0.52044834,0.397244847,0.163542766,,
10.792,5.602,1,1,2,0,41.30807237,0.521320431,0.398157031,0.163697382,,
10.803,5.613,1,1,2,0,41.30982922,0.521208066,0.398700039,0.16382847,,
10.814,5.624,1,1,2,0,41.30993651,0.521332072,0.398877269,0.16381883,,
10.825,5.635,1,1,2,0,41.31153242,0.521975616,0.399941306,0.164601708,,
10.836,5.646,1,1,2,0,41.31224321,0.523945643,0.400102285,0.164708947,,
10.847,5.657,1,1,2,0,41.31255166,0.524757616,0.400734327,0.164605425,,
10.857,5.667,1,1,2,0,41.31365137,0.524507603,0.40117759,0.165283946,,
10.868,5.678,1,1,2,0,41.31362007,0.524624065,0.401605765,0.165729351,,
10.879,5.689,1,1,2,0,41.31483154,0.526041212,0.401949749,0.165740857,,
10.89,5.7,1,1,2,0,41.31623076,0.527506648,0.403172157,0.166002285,,
10.901,5.711,1,1,2,0,41.31779091,0.528769381,0.404217939,0.166493199,,
10.912,5.722,1,1,2,0,41.31805466,0.529817725,0.405046583,0.166937715,,
10.923,5.733,1,1,2,0,41.31817089,0.530033233,0.405564771,0.166690106,,
10.934,5.744,1,1,2,0,41.31983833,0.530610699,0.406842173,0.167087067,,
10.945,5.755,1,1,2,0,41.32031666,0.532484474,0.407298195,0.167442929,,
10.956,5.766,1,1,2,0,41.32088439,0.533864088,0.408034406,0.167572504,,
10.966,5.776,1,1,2,0,41.32195727,0.534136081,0.408872969,0.16776107,,
10.977,5.787,1,1,2,0,41.3224803,0.534332264,0.409568061,0.168286308,,
10.988,5.798,1,1,2,0,41.32382588,0.53515397,0.410776545,0.168605641,,
10.998,5.808,1,1,2,0,41.32491664,0.537973782,0.41141343,0.169468441,,
11.009,5.819,1,1,2,0,41.32505523,0.539921829,0.412231225,0.169554214,,
11.02,5.83,1,1,2,0,41.32704006,0.540788332,0.413352956,0.16999247,,
11.031,5.841,1,1,2,0,41.32746027,0.541273085,0.414052053,0.170205116,,
11.042,5.852,1,1,2,0,41.32863597,0.542139914,0.414479531,0.170729803,,
11.053,5.863,1,1,2,0,41.32979827,0.543499272,0.416019286,0.17077293,,
11.064,5.874,1,1,2,0,41.33034812,0.544597488,0.416284713,0.171219473,,
11.075,5.885,1,1,2,0,41.33144335,0.545874611,0.416810771,0.171161212,,
11.086,5.896,1,1,2,0,41.33252071,0.54624849,0.41771257,0.171766995,,
11.097,5.907,1,1,2,0,41.3329588,0.546807842,0.418544335,0.172002546,,
11.107,5.917,1,1,2,0,41.33461283,0.546870474,0.419332699,0.172305909,,
11.118,5.928,1,1,2,0,41.33515374,0.548377167,0.419972611,0.172684588,,
11.129,5.939,1,1,2,0,41.33569913,0.549431657,0.420583558,0.173089872,,
11.14,5.95,1,1,2,0,41.33630709,0.550068635,0.421100862,0.173206589,,
11.151,5.961,1,1,2,0,41.33711176,0.550840748,0.421843359,0.173405399,,
11.162,5.972,1,1,2,0,41.33814888,0.551802199,0.422769466,0.174255608,,
11.173,5.983,1,1,2,0,41.33942293,0.553816045,0.423906098,0.17452141,,
11.184,5.994,1,1,2,0,41.34067462,0.553956302,0.42473884,0.175077131,,
11.195,6.005,1,1,2,0,41.34109037,0.555025693,0.425972657,0.17528517,,
11.206,6.016,1,1,2,0,41.34163575,0.556315109,0.4265857,0.175814854,,
11.216,6.026,1,1,2,0,41.34355353,0.55715749,0.427057135,0.175981368,,
11.227,6.037,1,1,2,0,41.34425537,0.557614397,0.427652856,0.176143489,,
11.238,6.048,1,1,2,0,41.34503321,0.55886968,0.428247366,0.176133049,,
11.248,6.058,1,1,2,0,41.34555624,0.559243513,0.428715634,0.176563729,,
11.259,6.069,1,1,2,0,41.34652184,0.559525751,0.429582742,0.176794088,,
11.27,6.08,1,1,2,0,41.34712534,0.559600675,0.430609572,0.177022294,,
11.281,6.091,1,1,2,0,41.3486229,0.562526938,0.431939035,0.177498608,,
11.292,6.102,1,1,2,0,41.34908335,0.563318003,0.432436082,0.177860268,,
11.303,6.113,1,1,2,0,41.35084467,0.56490032,0.433163026,0.178240796,,
11.314,6.124,1,1,2,0,41.35139899,0.564608816,0.43370594,0.178448462,,
11.325,6.135,1,1,2,0,41.35167615,0.564604998,0.434577705,0.178478766,,
11.336,6.146,1,1,2,0,41.35309772,0.56613218,0.434960152,0.178997762,,
11.347,6.157,1,1,2,0,41.35358052,0.56713419,0.435585582,0.178988995,,
11.357,6.167,1,1,2,0,41.35501103,0.569688622,0.436597092,0.179518466,,
11.368,6.178,1,1,2,0,41.35574864,0.569190877,0.437325106,0.179703208,,
11.379,6.189,1,1,2,0,41.35628508,0.569816399,0.437990862,0.179874434,,
11.389,6.199,1,1,2,0,41.35773347,0.570190232,0.439085027,0.180436628,,
11.4,6.21,1,1,2,0,41.35805087,0.572591182,0.439882658,0.180537358,,
11.411,6.221,1,1,2,0,41.35898517,0.57329936,0.440508646,0.180781944,,
11.422,6.232,1,1,2,0,41.36030392,0.574980304,0.441235916,0.181259734,,
11.433,6.243,1,1,2,0,41.36062579,0.575179746,0.4423488,0.181681646,,
11.444,6.254,1,1,2,0,41.3615735,0.575775374,0.443123567,0.182217252,,
11.455,6.265,1,1,2,0,41.36303531,0.577065302,0.443908719,0.182311775,,
11.466,6.276,1,1,2,0,41.36411266,0.57846019,0.444700576,0.182313109,,
11.477,6.287,1,1,2,0,41.36524366,0.580735086,0.445258485,0.182287713,,
11.488,6.298,1,1,2,0,41.36630313,0.580319855,0.446312416,0.182964171,,
11.498,6.308,1,1,2,0,41.36706756,0.580014754,0.446745062,0.183044822,,
11.509,6.319,1,1,2,0,41.36717485,0.580929173,0.447363646,0.183512653,,
11.52,6.33,1,1,2,0,41.36927591,0.582250766,0.447886957,0.183733835,,
11.531,6.341,1,1,2,0,41.36961119,0.582966767,0.448721468,0.183875664,,
11.542,6.352,1,1,2,0,41.36983024,0.583550334,0.449786994,0.184589788,,
11.553,6.363,1,1,2,0,41.37145297,0.584537536,0.450225694,0.184702771,,
11.564,6.374,1,1,2,0,41.37189554,0.584930228,0.45145192,0.185185469,,
11.575,6.385,1,1,2,0,41.37314724,0.586678041,0.452490717,0.1856082,,
11.586,6.396,1,1,2,0,41.37414412,0.588585017,0.453217894,0.185938345,,
11.597,6.407,1,1,2,0,41.37550311,0.59009064,0.453929657,0.186216953,,
11.607,6.417,1,1,2,0,41.37670116,0.589683093,0.454291476,0.18609538,,
11.618,6.428,1,1,2,0,41.37712138,0.590473833,0.454753225,0.186533991,,
11.629,6.439,1,1,2,0,41.37783663,0.591272209,0.455772884,0.186690297,,
11.639,6.449,1,1,2,0,41.37944149,0.593018485,0.456464624,0.187106269,,
11.65,6.46,1,1,2,0,41.38004498,0.593823381,0.457256993,0.187256065,,
11.661,6.471,1,1,2,0,41.38039367,0.593469292,0.457883634,0.187945434,,
11.672,6.482,1,1,2,0,41.38070659,0.594083359,0.458795305,0.187974102,,
11.683,6.493,1,1,2,0,41.38219969,0.595698692,0.460149309,0.188499233,,
11.694,6.504,1,1,2,0,41.38266461,0.597750721,0.459985256,0.188616929,,
11.705,6.515,1,1,2,0,41.38352291,0.598881394,0.461256232,0.18948414,,
11.716,6.526,1,1,2,0,41.38507413,0.600200705,0.461633185,0.189634647,,
11.727,6.537,1,1,2,0,41.38553457,0.600582454,0.462606743,0.189835253,,
11.738,6.548,1,1,2,0,41.38718413,0.600924902,0.463841118,0.190244947,,
11.748,6.558,1,1,2,0,41.38836877,0.602799235,0.464153437,0.19024388,,
11.759,6.569,1,1,2,0,41.38827489,0.604353892,0.464420447,0.190484038,,
11.77,6.58,1,1,2,0,41.38846712,0.603757473,0.464809554,0.19039261,,
11.781,6.591,1,1,2,0,41.39044748,0.604287302,0.466098504,0.190513649,,
11.792,6.602,1,1,2,0,41.39110463,0.604697783,0.466398576,0.19124152,,
11.803,6.613,1,1,2,0,41.39218198,0.605475903,0.466528356,0.1911306,,
11.814,6.624,1,1,2,0,41.39312075,0.606702175,0.467669692,0.191762686,,
11.825,6.635,1,1,2,0,41.39371084,0.608458603,0.46812143,0.191633982,,
11.836,6.646,1,1,2,0,41.39460044,0.609062193,0.469097316,0.192237204,,
11.847,6.657,1,1,2,0,41.39549451,0.607945025,0.470162051,0.192330304,,
11.857,6.667,1,1,2,0,41.39561074,0.610896852,0.470771322,0.193008059,,
11.868,6.678,1,1,2,0,41.39650928,0.612717122,0.472336922,0.193509147,,
11.879,6.689,1,1,2,0,41.39780121,0.614724774,0.473138558,0.193899012,,
11.889,6.699,1,1,2,0,41.39808284,0.614993228,0.474109275,0.194153753,,
11.9,6.71,1,1,2,0,41.40012132,0.615986018,0.475013962,0.194481355,,
11.911,6.721,1,1,2,0,41.40181111,0.617117481,0.475684049,0.194930584,,
11.922,6.732,1,1,2,0,41.40202569,0.617405726,0.476588782,0.19530158,,
11.933,6.743,1,1,2,0,41.40238331,0.618897518,0.47716108,0.195680294,,
11.944,6.754,1,1,2,0,41.40430556,0.619513541,0.478391729,0.195623723,,
11.955,6.765,1,1,2,0,41.40517728,0.620029122,0.478450775,0.196085294,,
11.966,6.776,1,1,2,0,41.40559302,0.620630197,0.479271969,0.196490827,,
11.977,6.787,1,1,2,0,41.40662121,0.621795468,0.479855675,0.196504716,,
11.988,6.798,1,1,2,0,41.40734093,0.622651167,0.480187645,0.196846066,,
11.998,6.808,1,1,2,0,41.4094867,0.623896997,0.480952075,0.196918768,,
12.009,6.819,1,1,2,0,41.40894132,0.62375553,0.48145457,0.196991789,,
12.02,6.83,1,1,2,0,41.41040759,0.625222223,0.482042654,0.197147828,,
12.03,6.84,1,1,2,0,41.41189622,0.626159459,0.483060869,0.197859658,,
12.041,6.851,1,1,2,0,41.41149388,0.626261812,0.483591629,0.197752597,,
12.052,6.862,1,1,2,0,41.41252207,0.627861451,0.484619484,0.198216267,,
12.063,6.873,1,1,2,0,41.41342508,0.627876725,0.485078765,0.198355588,,
12.074,6.884,1,1,2,0,41.41451137,0.627596257,0.48623598,0.198786766,,
12.085,6.895,1,1,2,0,41.41565131,0.629348541,0.487000084,0.199219064,,
12.096,6.906,1,1,2,0,41.41698794,0.63176956,0.487954503,0.199809268,,
12.107,6.917,1,1,2,0,41.41789989,0.633173529,0.488523122,0.199863189,,
12.118,6.928,1,1,2,0,41.41864644,0.63404073,0.488931926,0.200399436,,
12.129,6.939,1,1,2,0,41.41912924,0.634337682,0.489940642,0.200605928,,
12.139,6.949,1,1,2,0,41.41937511,0.635466492,0.490780881,0.200849305,,
12.15,6.96,1,1,2,0,41.42057763,0.636967411,0.491906012,0.201270648,,
12.161,6.971,1,1,2,0,41.42118113,0.638281088,0.49316204,0.201706005,,
12.172,6.982,1,1,2,0,41.42277257,0.639493624,0.493538527,0.201844793,,
12.183,6.993,1,1,2,0,41.42376946,0.640145037,0.494359488,0.202287886,,
12.194,7.004,1,1,2,0,41.42453389,0.639627641,0.494909574,0.202444956,,
12.205,7.015,1,1,2,0,41.42526703,0.641101319,0.49584518,0.202802205,,
12.216,7.026,1,1,2,0,41.42751114,0.642948411,0.496473078,0.203041136,,
12.227,7.037,1,1,2,0,41.42729657,0.643699197,0.497146704,0.203251096,,
12.238,7.048,1,1,2,0,41.42820405,0.643996568,0.498253162,0.203776885,,
12.248,7.058,1,1,2,0,41.42829345,0.644164905,0.49905694,0.204516299,,
12.259,7.069,1,1,2,0,41.43126624,0.64577274,0.499762044,0.204743047,,
12.27,7.08,1,1,2,0,41.43095331,0.646902528,0.500035713,0.204849663,,
12.28,7.09,1,1,2,0,41.43117236,0.647928193,0.500804008,0.204696524,,
12.291,7.101,1,1,2,0,41.43236147,0.647393009,0.501503384,0.205437715,,
12.302,7.112,1,1,2,0,41.43388139,0.64915847,0.502620832,0.205495301,,
12.313,7.123,1,1,2,0,41.43442677,0.650062785,0.50278698,0.205658257,,
12.324,7.134,1,1,2,0,41.43459218,0.651421165,0.503984055,0.206257513,,
12.335,7.145,1,1,2,0,41.43640267,0.652042124,0.504663222,0.206692017,,
12.346,7.156,1,1,2,0,41.43819528,0.654172432,0.505840135,0.207020686,,
12.357,7.167,1,1,2,0,41.43794494,0.653878739,0.506286704,0.206907525,,
12.368,7.178,1,1,2,0,41.43921452,0.654145889,0.506903845,0.207504007,,
12.379,7.189,1,1,2,0,41.44001471,0.655531045,0.507944784,0.207768458,,
12.389,7.199,1,1,2,0,41.44084619,0.658129482,0.508319455,0.208247884,,
12.4,7.21,1,1,2,0,41.44137369,0.65874164,0.509161138,0.208625923,,
12.411,7.221,1,1,2,0,41.44249575,0.659670774,0.510895726,0.208971879,,
12.422,7.232,1,1,2,0,41.44333618,0.659986492,0.511724463,0.209130354,,
12.433,7.243,1,1,2,0,41.44399332,0.662343251,0.512533643,0.209671296,,
12.444,7.254,1,1,2,0,41.44505279,0.663889013,0.513610671,0.209643748,,
12.455,7.265,1,1,2,0,41.44638048,0.664655631,0.51421021,0.210189456,,
12.466,7.276,1,1,2,0,41.44801663,0.665524742,0.514823346,0.210315972,,
12.477,7.287,1,1,2,0,41.44761877,0.665493449,0.515425539,0.210670038,,
12.488,7.298,1,1,2,0,41.4491968,0.666680839,0.516372648,0.210837227,,
12.498,7.308,1,1,2,0,41.44925492,0.667758891,0.516866854,0.211324372,,
12.509,7.319,1,1,2,0,41.45137833,0.668669445,0.517882322,0.211618184,,
12.52,7.33,1,1,2,0,41.45155268,0.670042448,0.518450289,0.212253542,,
12.53,7.34,1,1,2,0,41.45320671,0.670608273,0.519133973,0.212142,,
12.543,7.353,1,1,2,0,41.45382362,0.67048152,0.519768483,0.212609742,,
12.554,7.364,1,1,2,0,41.45460593,0.671593752,0.520414029,0.213201493,,
