Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,"Total Cycle Count(8800 (0,1) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (kN)","Strain(8800 (0,1):Axial Strain) (%)","Strain(8800 (0,1):Transverse Strain) (%)",width,thickness
1.981,1.981,1,1,1,0,40.84123834,0.013858406,-0.000450877,0.005332785,,
1.991,1.991,1,1,1,0,40.84120705,0.014434755,-0.000248477,0.004971304,,
2.002,2.002,1,1,1,0,40.84085836,0.014647795,-0.000465219,0.005170611,,
2.013,2.013,1,1,1,0,40.84161832,0.013254234,-0.000195066,0.004735912,,
2.023,2.023,1,1,1,0,40.84172114,0.013442105,-0.000295579,0.0048251,,
2.034,2.034,1,1,1,0,40.84105953,0.014565629,-0.000595348,0.005319536,,
2.045,2.045,1,1,1,0,40.84096565,0.014874386,-0.000216882,0.005231558,,
2.055,2.055,1,1,1,0,40.84114,0.013927883,-0.000705873,0.004893889,,
2.066,2.066,1,1,1,0,40.84169432,0.013668835,-0.000562239,0.00527954,,
2.076,2.076,1,1,1,0,40.84103271,0.014210679,-0.000149966,0.005305967,,
2.087,2.087,1,1,1,0,40.84100589,0.014305324,-0.000292785,0.005068619,,
2.098,2.098,1,1,1,0,40.84050968,0.014047185,-0.000308268,0.005196683,,
2.108,2.108,1,1,1,0,40.84101036,0.013165292,-0.00039381,0.00512487,,
2.119,2.119,1,1,1,0,40.84087625,0.014128489,-0.000307546,0.005073118,,
2.13,2.13,1,1,1,0,40.84211453,0.014341925,-0.00046019,0.005191935,,
2.14,2.14,1,1,1,0,40.84093883,0.014240411,-0.000484474,0.004860526,,
2.151,2.151,1,1,1,0,40.84139928,0.013525272,-0.000867248,0.004946531,,
2.162,2.162,1,1,1,0,40.84134563,0.013304618,-0.000459445,0.004992183,,
2.172,2.172,1,1,1,0,40.84109082,0.013888418,-0.000336883,0.005245821,,
2.183,2.183,1,1,1,0,40.84109529,0.014843163,-0.000550342,0.005283914,,
2.193,2.193,1,1,1,0,40.84122493,0.013378402,-0.000363728,0.004912349,,
2.204,2.204,1,1,1,0,40.8419983,0.014480622,-0.000184518,0.005253521,,
2.215,2.215,1,1,1,0,40.84099695,0.014388817,-0.000262796,0.005125635,,
2.225,2.225,1,1,1,0,40.84128752,0.014263205,-0.000317744,0.005092485,,
2.236,2.236,1,1,1,0,40.84093436,0.013762666,-0.000431109,0.005153983,,
2.247,2.247,1,1,1,0,40.84173902,0.012785522,-0.000505918,0.004814376,,
2.257,2.257,1,1,1,0,40.8409433,0.013664644,-0.000274018,0.005176445,,
2.268,2.268,1,1,1,0,40.8412294,0.014465116,-0.000488828,0.005051191,,
2.279,2.279,1,1,1,0,40.84055885,0.014569261,-0.000379817,0.00508884,,
2.289,2.289,1,1,1,0,40.84084495,0.01378085,-0.000495906,0.005025581,,
2.3,2.3,1,1,1,0,40.84163621,0.013622898,-0.000420958,0.004828835,,
2.311,2.311,1,1,1,0,40.84115341,0.01418544,-0.000152574,0.005119464,,
2.321,2.321,1,1,1,0,40.84141269,0.01475655,-0.000485801,0.005047598,,
2.332,2.332,1,1,1,0,40.84092989,0.013631932,-0.000545429,0.004957023,,
2.342,2.342,1,1,1,0,40.84087625,0.013301685,-0.00035835,0.005031254,,
2.353,2.353,1,1,1,0,40.84074661,0.01459131,-0.000604382,0.005207354,,
2.364,2.364,1,1,1,0,40.84143057,0.015141559,-0.000510132,0.005348862,,
2.374,2.374,1,1,1,0,40.84152892,0.014404999,-0.000567664,0.005064831,,
2.385,2.385,1,1,1,0,40.84129646,0.013548532,-0.000544288,0.005192219,,
2.396,2.396,1,1,1,0,40.84075108,0.013333489,-0.000503333,0.005033566,,
2.406,2.406,1,1,1,0,40.84134563,0.013703085,-0.00044289,0.005272533,,
2.417,2.417,1,1,1,0,40.84104165,0.014467956,-0.000388408,0.004840483,,
2.428,2.428,1,1,1,0,40.84131434,0.014045206,-0.00055139,0.005183878,,
2.438,2.438,1,1,1,0,40.84154233,0.014990754,-0.000410527,0.005406483,,
2.449,2.449,1,1,1,0,40.84115788,0.013771001,-0.000490528,0.0050089,,
2.459,2.459,1,1,1,0,40.84148421,0.014025951,-0.000346662,0.004927199,,
2.47,2.47,1,1,1,0,40.84099695,0.014147256,-0.000546896,0.005063337,,
2.481,2.481,1,1,1,0,40.84068402,0.014122878,-0.000605988,0.004847064,,
2.491,2.491,1,1,1,0,40.84112212,0.014110212,-0.000354252,0.005163996,,
2.502,2.502,1,1,1,0,40.84080919,0.014647585,-6.71E-05,0.005307479,,
2.513,2.513,1,1,1,0,40.84135457,0.01449734,-0.000691414,0.004897251,,
2.523,2.523,1,1,1,0,40.84117576,0.013581663,-0.000513718,0.005034011,,
2.534,2.534,1,1,1,0,40.84134563,0.013273186,-0.000523869,0.005147456,,
2.541,2.541,1,1,1,0,40.83969607,0.013797567,-0.000530854,0.004774273,,
2.544,2.544,1,1,1,0,40.84158256,0.013954029,-0.000412297,0.005234101,,
2.554,2.554,1,1,1,0,40.84080472,0.013563619,-0.000525662,0.005335649,,
2.565,2.565,1,1,1,0,40.84105506,0.013600779,-0.000309595,0.005441607,,
2.575,2.575,1,1,1,0,40.8407779,0.01417296,-0.000579446,0.005026293,,
2.586,2.586,1,1,1,0,40.84062144,0.013681734,-0.000425847,0.005296684,,
2.596,2.596,1,1,1,0,40.84183737,0.014480716,-0.000673207,0.004991614,,
2.607,2.607,1,1,1,0,40.84156468,0.014114846,-0.000862288,0.005298249,,
2.618,2.618,1,1,1,0,40.84148421,0.012786407,-0.000402052,0.005327112,,
2.628,2.628,1,1,1,0,40.84121599,0.014483812,-0.000603171,0.004979502,,
2.639,2.639,1,1,1,0,40.84125176,0.01514703,-0.00063933,0.005176071,,
2.65,2.65,1,1,1,0,40.84134116,0.014590845,-0.000505545,0.00507648,,
2.66,2.66,1,1,1,0,40.84156468,0.013074861,-0.000805338,0.005072425,,
2.676,2.676,1,1,1,0,40.84048286,0.015381328,-0.000685337,0.005140396,,
2.687,2.687,1,1,1,0,40.84095224,0.014806376,-0.000531529,0.005009913,,
2.698,2.698,1,1,1,0,40.840988,0.014428957,-0.000437908,0.00529398,,
2.708,2.708,1,1,1,0,40.8419089,0.013465993,-0.000595558,0.005090476,,
2.719,2.719,1,1,1,0,40.84177479,0.013139774,-0.000438117,0.005107975,,
2.729,2.729,1,1,1,0,40.84075108,0.014979974,-0.00074245,0.004895561,,
2.74,2.74,1,1,1,0,40.84228441,0.014495663,-0.0005265,0.005157771,,
2.751,2.751,1,1,1,0,40.84073767,0.013987324,-0.000446965,0.00526581,,
2.761,2.761,1,1,1,0,40.84125176,0.013111182,-0.000710832,0.00515569,,
2.772,2.772,1,1,1,0,40.84119364,0.014069537,-0.000397535,0.00488706,,
2.783,2.783,1,1,1,0,40.84174796,0.014641113,-0.000628294,0.004947491,,
2.789,2.789,1,1,1,0,40.84153339,0.013907603,-0.001124828,0.005284146,,
2.8,2.8,1,1,1,0,40.84150657,0.013988907,-0.000774185,0.005167304,,
2.811,2.811,1,1,1,0,40.84071531,0.012998725,-0.000442425,0.005376214,,
2.821,2.821,1,1,1,0,40.84109976,0.013953168,-0.000686524,0.005166717,,
2.832,2.832,1,1,1,0,40.84176137,0.014437851,-0.000936608,0.005026755,,
2.842,2.842,1,1,1,0,40.840988,0.013457099,-0.001003686,0.005010607,,
2.853,2.853,1,1,1,0,40.84133669,0.013190019,-0.000607478,0.004949518,,
2.864,2.864,1,1,1,0,40.84118917,0.013054046,-0.000806316,0.005137835,,
2.874,2.874,1,1,1,0,40.84063932,0.014615711,-0.000812905,0.00492318,,
2.885,2.885,1,1,1,0,40.84050521,0.014859345,-0.000939611,0.004978595,,
2.896,2.896,1,1,1,0,40.84093436,0.014154636,-0.00064238,0.005226596,,
2.906,2.906,1,1,1,0,40.84133669,0.013213651,-0.000379351,0.005094477,,
2.917,2.917,1,1,1,0,40.84076449,0.01358802,-0.000813417,0.005071767,,
2.928,2.928,1,1,1,0,40.84118023,0.013737241,-0.000710692,0.004859139,,
2.938,2.938,1,1,1,0,40.84164962,0.013792678,-0.000594673,0.00513202,,
2.949,2.949,1,1,1,0,40.84064826,0.012995722,-0.000554253,0.005273795,,
2.959,2.959,1,1,1,0,40.84084048,0.014130538,-0.000556745,0.005301041,,
2.97,2.97,1,1,1,0,40.84063932,0.014623185,-0.000600959,0.00519382,,
2.981,2.981,1,1,1,0,40.8407019,0.014851126,-0.000748364,0.005082135,,
2.991,2.991,1,1,1,0,40.84073319,0.013116607,-0.000642636,0.005238743,,
3.002,3.002,1,1,1,0,40.84146186,0.012590247,-0.000587618,0.005116405,,
3.013,3.013,1,1,1,0,40.84112212,0.013881689,-0.000676233,0.005120069,,
3.023,3.023,1,1,1,0,40.84124281,0.014601112,-0.000432855,0.00543131,,
3.034,3.034,1,1,1,0,40.84098353,0.014238199,-0.000357651,0.005328268,,
3.045,3.045,1,1,1,0,40.84149315,0.014084345,-0.000238768,0.005171856,,
3.055,3.055,1,1,1,0,40.84084495,0.014133495,-0.000425708,0.005016067,,
3.066,3.066,1,1,1,0,40.84137245,0.014637061,-0.000410341,0.004908561,,
3.077,3.077,1,1,1,0,40.84117129,0.015630876,-0.000471459,0.005097767,,
3.087,3.087,1,1,1,0,40.84111764,0.012975954,-0.000832952,0.00494541,,
3.098,3.098,1,1,1,0,40.84155127,0.01252112,-0.00054948,0.005383328,,
3.108,3.108,1,1,1,0,40.84121152,0.014776085,-0.000269525,0.005507319,,
3.119,3.119,1,1,1,0,40.84146633,0.014131679,-0.000654091,0.005177316,,
3.13,3.13,1,1,1,0,40.84097012,0.014618202,-0.000562333,0.005110536,,
3.14,3.14,1,1,1,0,40.84096118,0.012982287,-0.000497559,0.00520497,,
3.151,3.151,1,1,1,0,40.84092542,0.013597799,-0.000403845,0.004905787,,
3.162,3.162,1,1,1,0,40.84073767,0.014199829,-0.000435393,0.005110643,,
3.172,3.172,1,1,1,0,40.84100589,0.014686026,-0.00054948,0.005261133,,
3.183,3.183,1,1,1,0,40.84129646,0.013754028,-0.000485312,0.00527568,,
3.194,3.194,1,1,1,0,40.84108188,0.014067977,-0.000251341,0.005479487,,
3.204,3.204,1,1,1,0,40.840988,0.015209615,-0.000323728,0.005206322,,
3.215,3.215,1,1,1,0,40.84107294,0.015684799,-0.000806339,0.005300525,,
3.225,3.225,1,1,1,0,40.84078684,0.01412495,-0.000406918,0.004902942,,
3.236,3.236,1,1,1,0,40.84105953,0.013430929,2.18E-05,0.00530915,,
3.247,3.247,1,1,1,0,40.8411087,0.013593212,-0.000575534,0.004855956,,
3.257,3.257,1,1,1,0,40.8416675,0.014886819,-0.000398536,0.005287098,,
3.268,3.268,1,1,1,0,40.84121599,0.013974146,-0.00032247,0.005082188,,
3.279,3.279,1,1,1,0,40.84091201,0.014178199,-0.000349246,0.005294514,,
3.289,3.289,1,1,1,0,40.84109976,0.013920153,-0.000609667,0.005177761,,
