Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,"Total Cycle Count(8800 (0,1) Waveform)","Position(8800 (0,1):Position) (mm)","Load(8800 (0,1):Load) (kN)","Strain(8800 (0,1):Axial Strain) (%)","Strain(8800 (0,1):Transverse Strain) (%)",width,thickness
1.55,1.55,1,1,1,0,44.6353662,0.017724675,-0.002040528,0.013146723,,
1.56,1.56,1,1,1,0,44.63541537,0.019634492,-0.002189423,0.013148647,,
1.57,1.57,1,1,1,0,44.63598311,0.018980238,-0.001979433,0.013055285,,
1.58,1.58,1,1,1,0,44.63621556,0.018206215,-0.002347026,0.013466066,,
1.59,1.59,1,1,1,0,44.63573277,0.018780376,-0.002247724,0.013061569,,
1.6,1.6,1,1,1,0,44.6366179,0.019087573,-0.002085208,0.013072972,,
1.61,1.61,1,1,1,0,44.63612616,0.017915969,-0.002345908,0.012963583,,
1.62,1.62,1,1,1,0,44.63539302,0.018533668,-0.00227741,0.013261461,,
1.63,1.63,1,1,1,0,44.63634968,0.018920936,-0.002178899,0.013314029,,
1.64,1.64,1,1,1,0,44.63653296,0.018004468,-0.002608285,0.01332432,,
1.65,1.65,1,1,1,0,44.63688165,0.018144515,-0.002225908,0.013025365,,
1.66,1.66,1,1,1,0,44.63600099,0.018339208,-0.002599857,0.012786109,,
1.671,1.671,1,1,1,0,44.63533938,0.017782813,-0.002011261,0.013216378,,
1.681,1.681,1,1,1,0,44.63561207,0.018206378,-0.002487446,0.013061499,,
1.691,1.691,1,1,1,0,44.63441848,0.018753344,-0.002096826,0.013517363,,
1.701,1.701,1,1,1,0,44.63476717,0.018375786,-0.002231798,0.013211117,,
1.711,1.711,1,1,1,0,44.63564783,0.017972151,-0.002625654,0.013107606,,
1.721,1.721,1,1,1,0,44.63533044,0.019369996,-0.002323766,0.013197843,,
1.731,1.731,1,1,1,0,44.63596523,0.01864743,-0.002134685,0.013026565,,
1.741,1.741,1,1,1,0,44.63573277,0.018354924,-0.002208469,0.013148788,,
1.751,1.751,1,1,1,0,44.63606804,0.018568477,-0.001827371,0.013425572,,
1.761,1.761,1,1,1,0,44.63576406,0.018822355,-0.00217827,0.01345491,,
1.771,1.771,1,1,1,0,44.63603675,0.018760748,-0.002245884,0.013457452,,
1.781,1.781,1,1,1,0,44.63511139,0.019331207,-0.00181729,0.013056785,,
1.791,1.791,1,1,1,0,44.63565677,0.018094457,-0.002006418,0.013067818,,
1.802,1.802,1,1,1,0,44.6348834,0.01788321,-0.002115057,0.01338326,,
1.812,1.812,1,1,1,0,44.63511586,0.019759708,-0.001934497,0.013450267,,
1.822,1.822,1,1,1,0,44.63539302,0.019178772,-0.001881644,0.012995851,,
1.832,1.832,1,1,1,0,44.63479399,0.017808517,-0.001804554,0.01343138,,
1.842,1.842,1,1,1,0,44.63571936,0.020067254,-0.001982925,0.01344017,,
1.86,1.86,1,1,1,0,44.63680565,0.019287341,-0.001954567,0.013116008,,
1.87,1.87,1,1,1,0,44.63528126,0.018775277,-0.002152263,0.01334575,,
1.88,1.88,1,1,1,0,44.63672518,0.017810171,-0.001875288,0.013613443,,
1.89,1.89,1,1,1,0,44.63594734,0.019225897,-0.002005254,0.013436199,,
1.9,1.9,1,1,1,0,44.63550031,0.018002279,-0.00220635,0.013294876,,
1.91,1.91,1,1,1,0,44.63536173,0.01897302,-0.001957873,0.013448361,,
1.921,1.921,1,1,1,0,44.6361798,0.018694671,-0.002061669,0.013366032,,
1.931,1.931,1,1,1,0,44.63611275,0.020495849,-0.002434081,0.012736153,,
1.941,1.941,1,1,1,0,44.63571489,0.018199882,-0.002237526,0.013218249,,
1.951,1.951,1,1,1,0,44.63550478,0.018131966,-0.002099643,0.013546754,,
1.961,1.961,1,1,1,0,44.63584453,0.020042295,-0.002151867,0.01327214,,
1.971,1.971,1,1,1,0,44.63619768,0.018015015,-0.002213009,0.013310357,,
1.981,1.981,1,1,1,0,44.63484764,0.01787974,-0.002545212,0.01299841,,
1.991,1.991,1,1,1,0,44.63592946,0.019171019,-0.002317294,0.013043476,,
2.002,2.002,1,1,1,0,44.6352902,0.019197236,-0.002001203,0.013095867,,
2.013,2.013,1,1,1,0,44.634718,0.019040471,-0.002164231,0.013336235,,
2.023,2.023,1,1,1,0,44.63535279,0.01807001,-0.002047303,0.012944695,,
2.034,2.034,1,1,1,0,44.63579088,0.018801144,-0.002072798,0.012905578,,
2.045,2.045,1,1,1,0,44.63537961,0.019008084,-0.002275221,0.01317742,,
2.055,2.055,1,1,1,0,44.6353215,0.018394226,-0.002013776,0.013350763,,
2.066,2.066,1,1,1,0,44.63567018,0.017855526,-0.001907302,0.013623964,,
2.076,2.076,1,1,1,0,44.63622004,0.019823271,-0.001932145,0.01327034,,
2.087,2.087,1,1,1,0,44.63561207,0.019890931,-0.002307748,0.013258513,,
2.098,2.098,1,1,1,0,44.63598758,0.018909387,-0.002283254,0.013086035,,
2.108,2.108,1,1,1,0,44.63594734,0.018038298,-0.002169097,0.012762755,,
2.119,2.119,1,1,1,0,44.6364212,0.018187822,-0.002210168,0.013246986,,
2.13,2.13,1,1,1,0,44.634642,0.018285285,-0.002196338,0.013008348,,
2.14,2.14,1,1,1,0,44.63640332,0.019003637,-0.002350356,0.013443613,,
2.151,2.151,1,1,1,0,44.63570147,0.01909635,-0.00209373,0.01278249,,
2.162,2.162,1,1,1,0,44.635849,0.018558628,-0.002273265,0.013444319,,
2.172,2.172,1,1,1,0,44.63487893,0.018957676,-0.002135825,0.012974686,,
2.183,2.183,1,1,1,0,44.63581323,0.018948899,-0.002234266,0.013160703,,
2.193,2.193,1,1,1,0,44.63557183,0.017198967,-0.002151751,0.013234842,,
2.204,2.204,1,1,1,0,44.63571489,0.017632381,-0.002156268,0.013647635,,
2.215,2.215,1,1,1,0,44.63571042,0.018759444,-0.001867185,0.013608077,,
2.225,2.225,1,1,1,0,44.63532597,0.020032772,-0.001827022,0.01370481,,
2.236,2.236,1,1,1,0,44.63542431,0.019945297,-0.002100971,0.012892462,,
2.247,2.247,1,1,1,0,44.63532597,0.018616929,-0.001882506,0.013424901,,
2.257,2.257,1,1,1,0,44.63547796,0.018613483,-0.002176641,0.013243332,,
2.268,2.268,1,1,1,0,44.63499069,0.019060844,-0.002126419,0.013308151,,
2.279,2.279,1,1,1,0,44.63581323,0.019252417,-0.001879456,0.013241267,,
2.282,2.282,1,1,1,0,44.63493257,0.01654455,-0.002088584,0.013283385,,
2.292,2.292,1,1,1,0,44.63597864,0.020072609,-0.002137991,0.013006901,,
2.303,2.303,1,1,1,0,44.63600993,0.019951118,-0.002079061,0.013117438,,
2.313,2.313,1,1,1,0,44.63518738,0.017224508,-0.002409983,0.012819348,,
2.324,2.324,1,1,1,0,44.63555842,0.017924956,-0.002122344,0.013473692,,
2.334,2.334,1,1,1,0,44.63548243,0.019920454,-0.002071587,0.013299078,,
2.345,2.345,1,1,1,0,44.63718116,0.01971561,-0.001891772,0.013295247,,
2.356,2.356,1,1,1,0,44.63568806,0.019094581,-0.002376433,0.013209864,,
2.366,2.366,1,1,1,0,44.63563889,0.018703216,-0.002489379,0.012781908,,
2.377,2.377,1,1,1,0,44.63629603,0.018157042,-0.002415152,0.013221303,,
2.388,2.388,1,1,1,0,44.63601887,0.019181171,-0.00219217,0.013211117,,
2.398,2.398,1,1,1,0,44.63529914,0.01794016,-0.002484,0.013214471,,
2.409,2.409,1,1,1,0,44.6351695,0.017375825,-0.002423604,0.01319426,,
2.42,2.42,1,1,1,0,44.63523209,0.01812994,-0.002137432,0.01362647,,
2.43,2.43,1,1,1,0,44.63579982,0.019272859,-0.002166932,0.013420594,,
2.441,2.441,1,1,1,0,44.63553607,0.019022333,-0.002072286,0.013049107,,
2.451,2.451,1,1,1,0,44.63570147,0.017944118,-0.002361764,0.013461794,,
2.455,2.455,1,1,1,0,44.63369429,0.019006361,-0.002041366,0.013007748,,
2.462,2.462,1,1,1,0,44.6359384,0.018731738,-0.002238015,0.0134837,,
2.473,2.473,1,1,1,0,44.63638544,0.018479466,-0.00193622,0.013716743,,
2.483,2.483,1,1,1,0,44.63545114,0.019985158,-0.001946907,0.013306138,,
2.494,2.494,1,1,1,0,44.63588029,0.019230414,-0.002071657,0.013369015,,
2.505,2.505,1,1,1,0,44.6361798,0.018607662,-0.002018479,0.013531555,,
2.515,2.515,1,1,1,0,44.63607698,0.018865103,-0.002039527,0.013427796,,
2.526,2.526,1,1,1,0,44.6367073,0.019417284,-0.002102065,0.013208999,,
2.537,2.537,1,1,1,0,44.63600099,0.0195503,-0.002107583,0.013300807,,
2.547,2.547,1,1,1,0,44.6350488,0.017599063,-0.002026092,0.013213394,,
2.558,2.558,1,1,1,0,44.63615745,0.01796966,-0.002152659,0.013498969,,
2.569,2.569,1,1,1,0,44.63580429,0.019021449,-0.002029561,0.013609648,,
2.579,2.579,1,1,1,0,44.63537961,0.019325176,-0.001985906,0.013462006,,
2.59,2.59,1,1,1,0,44.63588029,0.019270298,-0.001905859,0.013395387,,
2.6,2.6,1,1,1,0,44.63585347,0.018307753,-0.002040039,0.013312811,,
2.611,2.611,1,1,1,0,44.63516503,0.01900068,-0.002275407,0.013347356,,
2.622,2.622,1,1,1,0,44.63526338,0.019015558,-0.001954171,0.013599692,,
2.632,2.632,1,1,1,0,44.63592052,0.019176048,-0.002137036,0.013631483,,
2.643,2.643,1,1,1,0,44.6363005,0.017929939,-0.002023648,0.013205945,,
2.654,2.654,1,1,1,0,44.63509351,0.018842868,-0.001928583,0.013627053,,
2.664,2.664,1,1,1,0,44.63558078,0.01975568,-0.001962716,0.013555968,,
2.675,2.675,1,1,1,0,44.63590264,0.020468212,-0.00216933,0.013296783,,
2.686,2.686,1,1,1,0,44.63502645,0.019872794,-0.001957524,0.013136078,,
2.696,2.696,1,1,1,0,44.63672965,0.017927075,-0.001849304,0.013405678,,
2.707,2.707,1,1,1,0,44.63595181,0.018396508,-0.00186339,0.01311329,,
2.717,2.717,1,1,1,0,44.63555842,0.018994231,-0.002410798,0.01322628,,
2.728,2.728,1,1,1,0,44.635849,0.018902891,-0.002065091,0.013189582,,
2.739,2.739,1,1,1,0,44.63481635,0.017885305,-0.00242698,0.012930079,,
2.749,2.749,1,1,1,0,44.63624686,0.01893728,-0.002381392,0.013378688,,
2.76,2.76,1,1,1,0,44.63591605,0.018906989,-0.002321438,0.013136308,,
2.771,2.771,1,1,1,0,44.63585794,0.019222358,-0.002584443,0.013204427,,
2.781,2.781,1,1,1,0,44.63566571,0.017975201,-0.002339785,0.013279837,,
2.792,2.792,1,1,1,0,44.63570147,0.017992035,-0.002467586,0.013154154,,
2.803,2.803,1,1,1,0,44.6350488,0.018836884,-0.002292427,0.013383013,,
2.813,2.813,1,1,1,0,44.63515162,0.019551441,-0.002015103,0.013462995,,
2.824,2.824,1,1,1,0,44.63589817,0.019554305,-0.002241205,0.013210835,,
2.834,2.834,1,1,1,0,44.63527232,0.017869123,-0.002069445,0.013560734,,
2.845,2.845,1,1,1,0,44.63563442,0.018761121,-0.002137804,0.013997552,,
2.856,2.856,1,1,1,0,44.63536173,0.019131438,-0.001978269,0.013434734,,
2.866,2.866,1,1,1,0,44.63526785,0.019229692,-0.00210146,0.013572667,,
2.877,2.877,1,1,1,0,44.63535726,0.018431572,-0.002194266,0.013759178,,
2.888,2.888,1,1,1,0,44.63640332,0.018399581,-0.002305652,0.013476234,,
2.898,2.898,1,1,1,0,44.63563442,0.01974199,-0.002364651,0.013267445,,
2.909,2.909,1,1,1,0,44.63621109,0.019535143,-0.001759408,0.013104375,,
2.92,2.92,1,1,1,0,44.63620662,0.01924634,-0.001904229,0.013460612,,
2.93,2.93,1,1,1,0,44.6356076,0.018097623,-0.001633889,0.013514609,,
2.941,2.941,1,1,1,0,44.63641226,0.018756441,-0.002055964,0.013299519,,
2.952,2.952,1,1,1,0,44.63540643,0.019551837,-0.001991354,0.013580875,,
2.97,2.97,1,1,1,0,44.63605016,0.019430136,-0.001956522,0.013896953,,
2.981,2.981,1,1,1,0,44.63520527,0.020004483,-0.002044067,0.013744051,,
2.991,2.991,1,1,1,0,44.63613957,0.018695649,-0.002190145,0.013897129,,
3.002,3.002,1,1,1,0,44.63646143,0.019188947,-0.001950795,0.013093025,,
3.013,3.013,1,1,1,0,44.63522315,0.018761097,-0.001846184,0.013410621,,
3.023,3.023,1,1,1,0,44.63566571,0.019145571,-0.002080761,0.013350622,,
3.034,3.034,1,1,1,0,44.63554501,0.019189902,-0.00200104,0.013219573,,
3.045,3.045,1,1,1,0,44.63626921,0.018174015,-0.001948793,0.013618827,,
3.055,3.055,1,1,1,0,44.63554948,0.019221427,-0.002512732,0.013274312,,
3.066,3.066,1,1,1,0,44.63529914,0.020093448,-0.002071937,0.013280366,,
3.077,3.077,1,1,1,0,44.63558525,0.020323158,-0.001758593,0.013379041,,
3.087,3.087,1,1,1,0,44.63465988,0.018398417,-0.00173836,0.013479164,,
3.107,3.107,1,1,1,0,44.63573724,0.02022516,-0.001846044,0.013858754,,
3.118,3.118,1,1,1,0,44.63494152,0.019572279,-0.002237107,0.01327207,,
3.128,3.128,1,1,1,0,44.63527679,0.018624682,-0.001933915,0.013158655,,
3.139,3.139,1,1,1,0,44.63598758,0.018562656,-0.002109492,0.013376729,,
3.15,3.15,1,1,1,0,44.63647932,0.018813275,-0.002003275,0.012872727,,
3.16,3.16,1,1,1,0,44.63672518,0.019145967,-0.001874985,0.013888127,,
3.171,3.171,1,1,1,0,44.6360144,0.017912895,-0.001981808,0.01398433,,
3.182,3.182,1,1,1,0,44.63527679,0.018170825,-0.002147071,0.013727034,,
3.192,3.192,1,1,1,0,44.63514268,0.019991747,-0.002476154,0.013775736,,
3.203,3.203,1,1,1,0,44.63556289,0.019984529,-0.002240669,0.013353516,,
3.213,3.213,1,1,1,0,44.63583111,0.018473365,-0.001907628,0.013702798,,
3.224,3.224,1,1,1,0,44.63586688,0.017358223,-0.002075196,0.01335191,,
3.235,3.235,1,1,1,0,44.63558525,0.018535648,-0.002234196,0.013403419,,
3.245,3.245,1,1,1,0,44.63520974,0.019872095,-0.002053962,0.013395264,,
3.256,3.256,1,1,1,0,44.63468224,0.018768292,-0.002283556,0.013276059,,
3.267,3.267,1,1,1,0,44.63580429,0.019216212,-0.002293056,0.013218672,,
3.277,3.277,1,1,1,0,44.63568806,0.01836645,-0.002221437,0.013320525,,
3.288,3.288,1,1,1,0,44.63546902,0.019309227,-0.002073287,0.013184463,,
3.299,3.299,1,1,1,0,44.63593393,0.018782006,-0.00206558,0.013178761,,
3.309,3.309,1,1,1,0,44.63509798,0.017369096,-0.002039201,0.013896741,,
3.32,3.32,1,1,1,0,44.6359697,0.018240674,-0.002349936,0.013218973,,
3.331,3.331,1,1,1,0,44.63533938,0.01851737,-0.002669916,0.01359279,,
3.341,3.341,1,1,1,0,44.63627368,0.019690418,-0.001894636,0.013204004,,
3.352,3.352,1,1,1,0,44.63547796,0.019357307,-0.002198434,0.013160174,,
3.362,3.362,1,1,1,0,44.63449448,0.018737465,-0.002603675,0.01336815,,
3.373,3.373,1,1,1,0,44.63515609,0.0180125,-0.002431474,0.013426155,,
